Time Period,OrgCode,ParentOrgCode,QuitStatus,MonitoringCategory,Total
2019/20 Q2,E06000005,E12000001,Quit,Licensed NCP plus bup/var,0
2019/20 Q2,E06000005,E12000001,Quit,Med plus unlicensed NCP - conc,3
2019/20 Q2,E06000005,E12000001,Quit,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000005,E12000001,Quit,None,2
2019/20 Q2,E06000005,E12000001,Quit,Not known,0
2019/20 Q2,E06000005,E12000001,Quit,Unlicensed NCP,0
2019/20 Q2,E06000005,E12000001,Quit,Varenicline,48
2019/20 Q2,E06000005,E12000001,Set quit date,Bupropion,4
2019/20 Q2,E06000005,E12000001,Set quit date,Licensed NCP,11
2019/20 Q2,E06000005,E12000001,Set quit date,Licensed NCP multiple,43
2019/20 Q2,E06000005,E12000001,Set quit date,Licensed NCP plus bup/var,1
2019/20 Q2,E06000005,E12000001,Set quit date,Med plus unlicensed NCP - conc,3
2019/20 Q2,E06000005,E12000001,Set quit date,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000005,E12000001,Set quit date,None,2
2019/20 Q2,E06000005,E12000001,Set quit date,Not known,0
2019/20 Q2,E06000005,E12000001,Set quit date,Unlicensed NCP,0
2019/20 Q2,E06000005,E12000001,Set quit date,Varenicline,68
2019/20 Q2,E06000006,E12000002,Quit,Bupropion,0
2019/20 Q2,E06000006,E12000002,Quit,Licensed NCP,113
2019/20 Q2,E06000006,E12000002,Quit,Licensed NCP multiple,45
2019/20 Q2,E06000006,E12000002,Quit,Licensed NCP plus bup/var,0
2019/20 Q2,E06000006,E12000002,Quit,Med plus unlicensed NCP - conc,2
2019/20 Q2,E06000006,E12000002,Quit,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000006,E12000002,Quit,None,5
2019/20 Q2,E06000006,E12000002,Quit,Not known,1
2019/20 Q2,E06000006,E12000002,Quit,Unlicensed NCP,4
2019/20 Q2,E06000006,E12000002,Quit,Varenicline,98
2019/20 Q2,E06000006,E12000002,Set quit date,Bupropion,0
2019/20 Q2,E06000006,E12000002,Set quit date,Licensed NCP,218
2019/20 Q2,E06000006,E12000002,Set quit date,Licensed NCP multiple,64
2019/20 Q2,E06000006,E12000002,Set quit date,Licensed NCP plus bup/var,0
2019/20 Q2,E06000006,E12000002,Set quit date,Med plus unlicensed NCP - conc,2
2019/20 Q2,E06000006,E12000002,Set quit date,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000006,E12000002,Set quit date,None,7
2019/20 Q2,E06000006,E12000002,Set quit date,Not known,3
2019/20 Q2,E06000006,E12000002,Set quit date,Unlicensed NCP,5
2019/20 Q2,E06000006,E12000002,Set quit date,Varenicline,167
2019/20 Q2,E06000007,E12000002,Quit,Bupropion,2
2019/20 Q2,E06000007,E12000002,Quit,Licensed NCP,79
2019/20 Q2,E06000007,E12000002,Quit,Licensed NCP multiple,89
2019/20 Q2,E06000007,E12000002,Quit,Licensed NCP plus bup/var,0
2019/20 Q2,E06000007,E12000002,Quit,Med plus unlicensed NCP - conc,3
2019/20 Q2,E06000007,E12000002,Quit,Med plus unlicensed NCP - cons,4
2019/20 Q2,E06000007,E12000002,Quit,None,3
2019/20 Q2,E06000007,E12000002,Quit,Not known,5
2019/20 Q2,E06000007,E12000002,Quit,Unlicensed NCP,9
2019/20 Q2,E06000007,E12000002,Quit,Varenicline,182
2019/20 Q2,E06000007,E12000002,Set quit date,Bupropion,3
2019/20 Q2,E06000007,E12000002,Set quit date,Licensed NCP,97
2019/20 Q2,E06000007,E12000002,Set quit date,Licensed NCP multiple,134
2019/20 Q2,E06000007,E12000002,Set quit date,Licensed NCP plus bup/var,0
2019/20 Q2,E06000007,E12000002,Set quit date,Med plus unlicensed NCP - conc,4
2019/20 Q2,E06000007,E12000002,Set quit date,Med plus unlicensed NCP - cons,4
2019/20 Q2,E06000007,E12000002,Set quit date,None,4
2019/20 Q2,E06000007,E12000002,Set quit date,Not known,5
2019/20 Q2,E06000007,E12000002,Set quit date,Unlicensed NCP,11
2019/20 Q2,E06000007,E12000002,Set quit date,Varenicline,207
2019/20 Q2,E06000008,E12000002,Quit,Bupropion,0
2019/20 Q2,E06000008,E12000002,Quit,Licensed NCP,87
2019/20 Q2,E06000008,E12000002,Quit,Licensed NCP multiple,15
2019/20 Q2,E06000008,E12000002,Quit,Licensed NCP plus bup/var,0
2019/20 Q2,E06000008,E12000002,Quit,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000008,E12000002,Quit,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000008,E12000002,Quit,None,62
2019/20 Q2,E06000008,E12000002,Quit,Not known,0
2019/20 Q2,E06000008,E12000002,Quit,Unlicensed NCP,0
2019/20 Q2,E06000008,E12000002,Quit,Varenicline,0
2019/20 Q2,E06000008,E12000002,Set quit date,Bupropion,0
2019/20 Q2,E06000008,E12000002,Set quit date,Licensed NCP,279
2019/20 Q2,E06000008,E12000002,Set quit date,Licensed NCP multiple,22
2019/20 Q2,E06000008,E12000002,Set quit date,Licensed NCP plus bup/var,0
2019/20 Q2,E06000008,E12000002,Set quit date,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000008,E12000002,Set quit date,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000008,E12000002,Set quit date,None,213
2019/20 Q2,E06000008,E12000002,Set quit date,Not known,0
2019/20 Q2,E06000008,E12000002,Set quit date,Unlicensed NCP,0
2019/20 Q2,E06000008,E12000002,Set quit date,Varenicline,0
2019/20 Q2,E06000009,E12000002,Quit,Bupropion,7
2019/20 Q2,E06000009,E12000002,Quit,Licensed NCP,21
2019/20 Q2,E06000009,E12000002,Quit,Licensed NCP multiple,8
2019/20 Q2,E06000009,E12000002,Quit,Licensed NCP plus bup/var,0
2019/20 Q2,E06000009,E12000002,Quit,Med plus unlicensed NCP - conc,6
2019/20 Q2,E06000009,E12000002,Quit,Med plus unlicensed NCP - cons,1
2019/20 Q2,E06000009,E12000002,Quit,None,102
2019/20 Q2,E06000009,E12000002,Quit,Not known,0
2019/20 Q2,E06000009,E12000002,Quit,Unlicensed NCP,1
2019/20 Q2,E06000009,E12000002,Quit,Varenicline,1
2019/20 Q2,E06000009,E12000002,Set quit date,Bupropion,21
2019/20 Q2,E06000009,E12000002,Set quit date,Licensed NCP,46
2019/20 Q2,E06000009,E12000002,Set quit date,Licensed NCP multiple,29
2019/20 Q2,E06000009,E12000002,Set quit date,Licensed NCP plus bup/var,0
2019/20 Q2,E06000009,E12000002,Set quit date,Med plus unlicensed NCP - conc,6
2019/20 Q2,E06000009,E12000002,Set quit date,Med plus unlicensed NCP - cons,1
2019/20 Q2,E06000009,E12000002,Set quit date,None,311
2019/20 Q2,E06000009,E12000002,Set quit date,Not known,0
2019/20 Q2,E06000009,E12000002,Set quit date,Unlicensed NCP,2
2019/20 Q2,E06000009,E12000002,Set quit date,Varenicline,1
2019/20 Q2,E06000010,E12000003,Quit,Bupropion,1
2019/20 Q2,E06000010,E12000003,Quit,Licensed NCP,86
2019/20 Q2,E06000010,E12000003,Quit,Licensed NCP multiple,68
2019/20 Q2,E06000010,E12000003,Quit,Licensed NCP plus bup/var,8
2019/20 Q2,E06000010,E12000003,Quit,Med plus unlicensed NCP - conc,27
2019/20 Q2,E06000010,E12000003,Quit,Med plus unlicensed NCP - cons,5
2019/20 Q2,E06000010,E12000003,Quit,None,10
2019/20 Q2,E06000010,E12000003,Quit,Not known,0
2019/20 Q2,E06000010,E12000003,Quit,Unlicensed NCP,2
2019/20 Q2,E06000010,E12000003,Quit,Varenicline,78
2019/20 Q2,E06000010,E12000003,Set quit date,Bupropion,1
2019/20 Q2,E06000010,E12000003,Set quit date,Licensed NCP,161
2019/20 Q2,E06000010,E12000003,Set quit date,Licensed NCP multiple,133
2019/20 Q2,E06000010,E12000003,Set quit date,Licensed NCP plus bup/var,16
2019/20 Q2,E06000010,E12000003,Set quit date,Med plus unlicensed NCP - conc,33
2019/20 Q2,E06000010,E12000003,Set quit date,Med plus unlicensed NCP - cons,6
2019/20 Q2,E06000010,E12000003,Set quit date,None,16
2019/20 Q2,E06000010,E12000003,Set quit date,Not known,3
2019/20 Q2,E06000010,E12000003,Set quit date,Unlicensed NCP,3
2019/20 Q2,E06000010,E12000003,Set quit date,Varenicline,140
2019/20 Q2,E06000011,E12000003,Quit,Bupropion,0
2019/20 Q2,E06000011,E12000003,Quit,Licensed NCP,13
2019/20 Q2,E06000011,E12000003,Quit,Licensed NCP multiple,227
2019/20 Q2,E06000011,E12000003,Quit,Licensed NCP plus bup/var,0
2019/20 Q2,E06000011,E12000003,Quit,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000011,E12000003,Quit,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000011,E12000003,Quit,None,8
2019/20 Q2,E06000011,E12000003,Quit,Not known,0
2019/20 Q2,E06000011,E12000003,Quit,Unlicensed NCP,0
2019/20 Q2,E06000011,E12000003,Quit,Varenicline,173
2019/20 Q2,E06000011,E12000003,Set quit date,Bupropion,0
2019/20 Q2,E06000011,E12000003,Set quit date,Licensed NCP,26
2019/20 Q2,E06000011,E12000003,Set quit date,Licensed NCP multiple,412
2019/20 Q2,E06000011,E12000003,Set quit date,Licensed NCP plus bup/var,0
2019/20 Q2,E06000011,E12000003,Set quit date,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000011,E12000003,Set quit date,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000011,E12000003,Set quit date,None,12
2019/20 Q2,E06000011,E12000003,Set quit date,Not known,2
2019/20 Q2,E06000011,E12000003,Set quit date,Unlicensed NCP,0
2019/20 Q2,E06000011,E12000003,Set quit date,Varenicline,278
2019/20 Q2,E06000012,E12000003,Quit,Bupropion,0
2019/20 Q2,E06000012,E12000003,Quit,Licensed NCP,46
2019/20 Q2,E06000012,E12000003,Quit,Licensed NCP multiple,21
2019/20 Q2,E06000012,E12000003,Quit,Licensed NCP plus bup/var,7
2019/20 Q2,E06000012,E12000003,Quit,Med plus unlicensed NCP - conc,15
2019/20 Q2,E06000012,E12000003,Quit,Med plus unlicensed NCP - cons,1
2019/20 Q2,E06000012,E12000003,Quit,None,8
2019/20 Q2,E06000012,E12000003,Quit,Not known,0
2019/20 Q2,E06000012,E12000003,Quit,Unlicensed NCP,3
2019/20 Q2,E06000012,E12000003,Quit,Varenicline,96
2019/20 Q2,E06000012,E12000003,Set quit date,Bupropion,0
2019/20 Q2,E06000012,E12000003,Set quit date,Licensed NCP,103
2019/20 Q2,E06000012,E12000003,Set quit date,Licensed NCP multiple,65
2019/20 Q2,E06000012,E12000003,Set quit date,Licensed NCP plus bup/var,15
2019/20 Q2,E06000012,E12000003,Set quit date,Med plus unlicensed NCP - conc,17
2019/20 Q2,E06000012,E12000003,Set quit date,Med plus unlicensed NCP - cons,1
2019/20 Q2,E06000012,E12000003,Set quit date,None,10
2019/20 Q2,E06000012,E12000003,Set quit date,Not known,1
2019/20 Q2,E06000012,E12000003,Set quit date,Unlicensed NCP,4
2019/20 Q2,E06000012,E12000003,Set quit date,Varenicline,150
2019/20 Q2,E06000013,E12000003,Quit,Bupropion,0
2019/20 Q2,E06000013,E12000003,Quit,Licensed NCP,0
2019/20 Q2,E06000013,E12000003,Quit,Licensed NCP multiple,0
2019/20 Q2,E06000013,E12000003,Quit,Licensed NCP plus bup/var,0
2019/20 Q2,E06000013,E12000003,Quit,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000013,E12000003,Quit,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000013,E12000003,Quit,None,0
2019/20 Q2,E06000013,E12000003,Quit,Not known,31
2019/20 Q2,E06000013,E12000003,Quit,Unlicensed NCP,0
2019/20 Q2,E06000013,E12000003,Quit,Varenicline,0
2019/20 Q2,E06000013,E12000003,Set quit date,Bupropion,0
2019/20 Q2,E06000013,E12000003,Set quit date,Licensed NCP,0
2019/20 Q2,E06000013,E12000003,Set quit date,Licensed NCP multiple,0
2019/20 Q2,E06000013,E12000003,Set quit date,Licensed NCP plus bup/var,0
2019/20 Q2,E06000013,E12000003,Set quit date,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000013,E12000003,Set quit date,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000013,E12000003,Set quit date,None,0
2019/20 Q2,E06000013,E12000003,Set quit date,Not known,80
2019/20 Q2,E06000013,E12000003,Set quit date,Unlicensed NCP,0
2019/20 Q2,E06000013,E12000003,Set quit date,Varenicline,0
2019/20 Q2,E06000015,E12000004,Quit,Bupropion,0
2019/20 Q2,E06000015,E12000004,Quit,Licensed NCP,68
2019/20 Q2,E06000015,E12000004,Quit,Licensed NCP multiple,87
2019/20 Q2,E06000015,E12000004,Quit,Licensed NCP plus bup/var,2
2019/20 Q2,E06000015,E12000004,Quit,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000015,E12000004,Quit,Med plus unlicensed NCP - cons,7
2019/20 Q2,E06000015,E12000004,Quit,None,5
2019/20 Q2,E06000015,E12000004,Quit,Not known,1
2019/20 Q2,E06000015,E12000004,Quit,Unlicensed NCP,33
2019/20 Q2,E06000015,E12000004,Quit,Varenicline,136
2019/20 Q2,E06000015,E12000004,Set quit date,Bupropion,0
2019/20 Q2,E06000015,E12000004,Set quit date,Licensed NCP,135
2019/20 Q2,E06000015,E12000004,Set quit date,Licensed NCP multiple,155
2019/20 Q2,E06000015,E12000004,Set quit date,Licensed NCP plus bup/var,3
2019/20 Q2,E06000015,E12000004,Set quit date,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000015,E12000004,Set quit date,Med plus unlicensed NCP - cons,12
2019/20 Q2,E06000015,E12000004,Set quit date,None,12
2019/20 Q2,E06000015,E12000004,Set quit date,Not known,3
2019/20 Q2,E06000015,E12000004,Set quit date,Unlicensed NCP,50
2019/20 Q2,E06000015,E12000004,Set quit date,Varenicline,200
2019/20 Q2,E06000016,E12000004,Quit,Bupropion,1
2019/20 Q2,E06000016,E12000004,Quit,Licensed NCP,43
2019/20 Q2,E06000016,E12000004,Quit,Licensed NCP multiple,122
2019/20 Q2,E06000016,E12000004,Quit,Licensed NCP plus bup/var,12
2019/20 Q2,E06000016,E12000004,Quit,Med plus unlicensed NCP - conc,160
2019/20 Q2,E06000016,E12000004,Quit,Med plus unlicensed NCP - cons,3
2019/20 Q2,E06000016,E12000004,Quit,None,12
2019/20 Q2,E06000016,E12000004,Quit,Not known,0
2019/20 Q2,E06000016,E12000004,Quit,Unlicensed NCP,26
2019/20 Q2,E06000016,E12000004,Quit,Varenicline,110
2019/20 Q2,E06000016,E12000004,Set quit date,Bupropion,2
2019/20 Q2,E06000016,E12000004,Set quit date,Licensed NCP,92
2019/20 Q2,E06000016,E12000004,Set quit date,Licensed NCP multiple,226
2019/20 Q2,E06000016,E12000004,Set quit date,Licensed NCP plus bup/var,22
2019/20 Q2,E06000016,E12000004,Set quit date,Med plus unlicensed NCP - conc,234
2019/20 Q2,E06000016,E12000004,Set quit date,Med plus unlicensed NCP - cons,6
2019/20 Q2,E06000016,E12000004,Set quit date,None,17
2019/20 Q2,E06000016,E12000004,Set quit date,Not known,39
2019/20 Q2,E06000016,E12000004,Set quit date,Unlicensed NCP,50
2019/20 Q2,E06000016,E12000004,Set quit date,Varenicline,206
2019/20 Q2,E06000017,E12000004,Quit,Bupropion,0
2019/20 Q2,E06000017,E12000004,Quit,Licensed NCP,0
2019/20 Q2,E06000017,E12000004,Quit,Licensed NCP multiple,14
2019/20 Q2,E06000017,E12000004,Quit,Licensed NCP plus bup/var,0
2019/20 Q2,E06000017,E12000004,Quit,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000017,E12000004,Quit,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000017,E12000004,Quit,None,0
2019/20 Q2,E06000017,E12000004,Quit,Not known,0
2019/20 Q2,E06000017,E12000004,Quit,Unlicensed NCP,0
2019/20 Q2,E06000017,E12000004,Quit,Varenicline,7
2019/20 Q2,E06000017,E12000004,Set quit date,Bupropion,0
2019/20 Q2,E06000017,E12000004,Set quit date,Licensed NCP,0
2019/20 Q2,E06000017,E12000004,Set quit date,Licensed NCP multiple,32
2019/20 Q2,E06000017,E12000004,Set quit date,Licensed NCP plus bup/var,0
2019/20 Q2,E06000017,E12000004,Set quit date,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000017,E12000004,Set quit date,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000017,E12000004,Set quit date,None,0
2019/20 Q2,E06000017,E12000004,Set quit date,Not known,0
2019/20 Q2,E06000017,E12000004,Set quit date,Unlicensed NCP,0
2019/20 Q2,E06000017,E12000004,Set quit date,Varenicline,8
2019/20 Q2,E06000019,E12000005,Quit,Bupropion,0
2019/20 Q2,E06000019,E12000005,Quit,Licensed NCP,6
2019/20 Q2,E06000019,E12000005,Quit,Licensed NCP multiple,55
2019/20 Q2,E06000019,E12000005,Quit,Licensed NCP plus bup/var,0
2019/20 Q2,E06000019,E12000005,Quit,Med plus unlicensed NCP - conc,4
2019/20 Q2,E06000019,E12000005,Quit,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000019,E12000005,Quit,None,12
2019/20 Q2,E06000019,E12000005,Quit,Not known,0
2019/20 Q2,E06000019,E12000005,Quit,Unlicensed NCP,1
2019/20 Q2,E06000019,E12000005,Quit,Varenicline,0
2019/20 Q2,E06000019,E12000005,Set quit date,Bupropion,0
2019/20 Q2,E06000019,E12000005,Set quit date,Licensed NCP,8
2019/20 Q2,E06000019,E12000005,Set quit date,Licensed NCP multiple,136
2019/20 Q2,E06000019,E12000005,Set quit date,Licensed NCP plus bup/var,0
2019/20 Q2,E06000019,E12000005,Set quit date,Med plus unlicensed NCP - conc,4
2019/20 Q2,E06000019,E12000005,Set quit date,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000019,E12000005,Set quit date,None,22
2019/20 Q2,E06000019,E12000005,Set quit date,Not known,0
2019/20 Q2,E06000019,E12000005,Set quit date,Unlicensed NCP,1
2019/20 Q2,E06000019,E12000005,Set quit date,Varenicline,0
2019/20 Q2,E06000020,E12000005,Quit,Bupropion,0
2019/20 Q2,E06000020,E12000005,Quit,Licensed NCP,26
2019/20 Q2,E06000020,E12000005,Quit,Licensed NCP multiple,69
2019/20 Q2,E06000020,E12000005,Quit,Licensed NCP plus bup/var,0
2019/20 Q2,E06000020,E12000005,Quit,Med plus unlicensed NCP - conc,4
2019/20 Q2,E06000020,E12000005,Quit,Med plus unlicensed NCP - cons,4
2019/20 Q2,E06000020,E12000005,Quit,None,3
2019/20 Q2,E06000020,E12000005,Quit,Not known,0
2019/20 Q2,E06000020,E12000005,Quit,Unlicensed NCP,3
2019/20 Q2,E06000020,E12000005,Quit,Varenicline,84
2019/20 Q2,E06000020,E12000005,Set quit date,Bupropion,0
2019/20 Q2,E06000020,E12000005,Set quit date,Licensed NCP,58
2019/20 Q2,E06000020,E12000005,Set quit date,Licensed NCP multiple,218
2019/20 Q2,E06000020,E12000005,Set quit date,Licensed NCP plus bup/var,0
2019/20 Q2,E06000020,E12000005,Set quit date,Med plus unlicensed NCP - conc,14
2019/20 Q2,E06000020,E12000005,Set quit date,Med plus unlicensed NCP - cons,4
2019/20 Q2,E06000020,E12000005,Set quit date,None,17
2019/20 Q2,E06000020,E12000005,Set quit date,Not known,0
2019/20 Q2,E06000020,E12000005,Set quit date,Unlicensed NCP,6
2019/20 Q2,E06000020,E12000005,Set quit date,Varenicline,152
2019/20 Q2,E06000021,E12000005,Quit,Bupropion,0
2019/20 Q2,E06000021,E12000005,Quit,Licensed NCP,77
2019/20 Q2,E06000021,E12000005,Quit,Licensed NCP multiple,332
2019/20 Q2,E06000021,E12000005,Quit,Licensed NCP plus bup/var,1
2019/20 Q2,E06000021,E12000005,Quit,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000021,E12000005,Quit,Med plus unlicensed NCP - cons,0
2019/20 Q2,E06000021,E12000005,Quit,None,11
2019/20 Q2,E06000021,E12000005,Quit,Not known,37
2019/20 Q2,E06000021,E12000005,Quit,Unlicensed NCP,2
2019/20 Q2,E06000021,E12000005,Quit,Varenicline,233
2019/20 Q2,E06000021,E12000005,Set quit date,Bupropion,0
2019/20 Q2,E06000021,E12000005,Set quit date,Licensed NCP,93
2019/20 Q2,E06000021,E12000005,Set quit date,Licensed NCP multiple,490
2019/20 Q2,E06000021,E12000005,Set quit date,Licensed NCP plus bup/var,2
2019/20 Q2,E06000021,E12000005,Set quit date,Med plus unlicensed NCP - conc,0
2019/20 Q2,E06000021,E12000005,Set quit date,Med plus unlicensed NCP - cons,2
2019/20 Q2,E06000021,E12000005,Set quit date,None,14
2019/20 Q2,E06000021,E12000005,Set quit date,Not known,49
2019/20 Q2,E06000021,E12000005,Set quit date,Unlicensed NCP,4
2019/20 Q2,E06000021,E12000005,Set quit date,Varenicline,257
2019/20 Q2,E06000022,E12000009,Quit,Bupropion,1
2019/20 Q2,E06000022,E12000009,Quit,Licensed NCP,32
2019/20 Q2,E06000022,E12000009,Quit,Licensed NCP multiple,34
2019/20 Q2,E06000022,E12000009,Quit,Licensed NCP plus bup/var,2
2019/20 Q2,E06000022,E12000009,Quit,Med plus unlicensed NCP - conc,1
2019/20 Q2,E06000022,E12000009,Quit,Med plus unlicensed NCP - cons,3
2019/20 Q2,E06000022,E12000009,Quit,None,5
2019/20 Q2,E06000022,E12000009,Quit,Not known,0
2019/20 Q2,E06000022,E12000009,Quit,Unlicensed NCP,2
2019/20 Q2,E06000022,E12000009,Quit,Varenicline,44
2019/20 Q2,E06000022,E12000009,Set quit date,Bupropion,1
2019/20 Q2,E06000022,E12000009,Set quit date,Licensed NCP,42
2019/20 Q2,E06000022,E12000009,Set quit date,Licensed NCP multiple,75
2019/20 Q2,E06000022,E12000009,Set quit date,Licensed NCP plus bup/var,6
2019/20 Q2,E06000022,E12000009,Set quit date,Med plus unlicensed NCP - conc,1
2019/20 Q2,E06000022,E12000009,Set quit date,Med plus unlicensed NCP - cons,4
2019/20 Q2,E06000022,E12000009,Set quit date,None,10
2019/20 Q2,E06000022,E12000009,Set quit date,Not known,0
2019/20 Q2,E06000022,E12000009,Set quit date,Unlicensed NCP,3
2019/20 Q2,E06000022,E12000009,Set quit date,Varenicline,72
2019/20 Q2,E06000024,E12000009,Quit,Bupropion,1
2019/20 Q2,E06000024,E12000009,Quit,Licensed NCP,19
2019/20 Q2,E06000024,E12000009,Quit,Licensed NCP multiple,96
2019/20 Q2,E06000024,E12000009,Quit,Licensed NCP plus bup/var,13
2019/20 Q2,E06000024,E12000009,Quit,Med plus unlicensed NCP - conc,34
2019/20 Q2,E06000024,E12000009,Quit,Med plus unlicensed NCP - cons,2
2019/20 Q2,E06000024,E12000009,Quit,None,0
2019/20 Q2,E06000024,E12000009,Quit,Not known,0
2019/20 Q2,E06000024,E12000009,Quit,Unlicensed NCP,0
2019/20 Q2,E06000024,E12000009,Quit,Varenicline,108
2019/20 Q2,E06000024,E12000009,Set quit date,Bupropion,2
2019/20 Q2,E06000024,E12000009,Set quit date,Licensed NCP,60
2019/20 Q2,E06000024,E12000009,Set quit date,Licensed NCP multiple,253
2019/20 Q2,E06000024,E12000009,Set quit date,Licensed NCP plus bup/var,32
