Time Period,OrgCode,ParentOrgCode,QuitStatus,MonitoringCategory,Total
2019/20 Q2,E06000003,E12000001,Quit,Military base,0
2019/20 Q2,E06000003,E12000001,Quit,Other,0
2019/20 Q2,E06000003,E12000001,Quit,Pharmacy,35
2019/20 Q2,E06000003,E12000001,Quit,Prison,0
2019/20 Q2,E06000003,E12000001,Quit,Psychiatric hospital,0
2019/20 Q2,E06000003,E12000001,Quit,School,0
2019/20 Q2,E06000003,E12000001,Quit,Workplace,0
2019/20 Q2,E06000003,E12000001,Set quit date,Children's centre,0
2019/20 Q2,E06000003,E12000001,Set quit date,Community,203
2019/20 Q2,E06000003,E12000001,Set quit date,Community psychiatric,1
2019/20 Q2,E06000003,E12000001,Set quit date,Dental,0
2019/20 Q2,E06000003,E12000001,Set quit date,General practice,175
2019/20 Q2,E06000003,E12000001,Set quit date,Hospital,0
2019/20 Q2,E06000003,E12000001,Set quit date,Maternity,0
2019/20 Q2,E06000003,E12000001,Set quit date,Military base,0
2019/20 Q2,E06000003,E12000001,Set quit date,Other,0
2019/20 Q2,E06000003,E12000001,Set quit date,Pharmacy,169
2019/20 Q2,E06000003,E12000001,Set quit date,Prison,0
2019/20 Q2,E06000003,E12000001,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000003,E12000001,Set quit date,School,0
2019/20 Q2,E06000003,E12000001,Set quit date,Workplace,0
2019/20 Q2,E06000004,E12000001,Quit,Children's centre,0
2019/20 Q2,E06000004,E12000001,Quit,Community,269
2019/20 Q2,E06000004,E12000001,Quit,Community psychiatric,0
2019/20 Q2,E06000004,E12000001,Quit,Dental,0
2019/20 Q2,E06000004,E12000001,Quit,General practice,0
2019/20 Q2,E06000004,E12000001,Quit,Hospital,0
2019/20 Q2,E06000004,E12000001,Quit,Maternity,0
2019/20 Q2,E06000004,E12000001,Quit,Military base,0
2019/20 Q2,E06000004,E12000001,Quit,Other,0
2019/20 Q2,E06000004,E12000001,Quit,Pharmacy,28
2019/20 Q2,E06000004,E12000001,Quit,Prison,0
2019/20 Q2,E06000004,E12000001,Quit,Psychiatric hospital,0
2019/20 Q2,E06000004,E12000001,Quit,School,0
2019/20 Q2,E06000004,E12000001,Quit,Workplace,3
2019/20 Q2,E06000004,E12000001,Set quit date,Children's centre,0
2019/20 Q2,E06000004,E12000001,Set quit date,Community,638
2019/20 Q2,E06000004,E12000001,Set quit date,Community psychiatric,0
2019/20 Q2,E06000004,E12000001,Set quit date,Dental,0
2019/20 Q2,E06000004,E12000001,Set quit date,General practice,0
2019/20 Q2,E06000004,E12000001,Set quit date,Hospital,0
2019/20 Q2,E06000004,E12000001,Set quit date,Maternity,12
2019/20 Q2,E06000004,E12000001,Set quit date,Military base,0
2019/20 Q2,E06000004,E12000001,Set quit date,Other,0
2019/20 Q2,E06000004,E12000001,Set quit date,Pharmacy,117
2019/20 Q2,E06000004,E12000001,Set quit date,Prison,0
2019/20 Q2,E06000004,E12000001,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000004,E12000001,Set quit date,School,0
2019/20 Q2,E06000004,E12000001,Set quit date,Workplace,6
2019/20 Q2,E06000005,E12000001,Quit,Children's centre,0
2019/20 Q2,E06000005,E12000001,Quit,Community,56
2019/20 Q2,E06000005,E12000001,Quit,Community psychiatric,0
2019/20 Q2,E06000005,E12000001,Quit,Dental,0
2019/20 Q2,E06000005,E12000001,Quit,General practice,20
2019/20 Q2,E06000005,E12000001,Quit,Hospital,2
2019/20 Q2,E06000005,E12000001,Quit,Maternity,0
2019/20 Q2,E06000005,E12000001,Quit,Military base,0
2019/20 Q2,E06000005,E12000001,Quit,Other,2
2019/20 Q2,E06000005,E12000001,Quit,Pharmacy,0
2019/20 Q2,E06000005,E12000001,Quit,Prison,0
2019/20 Q2,E06000005,E12000001,Quit,Psychiatric hospital,0
2019/20 Q2,E06000005,E12000001,Quit,School,0
2019/20 Q2,E06000005,E12000001,Quit,Workplace,0
2019/20 Q2,E06000005,E12000001,Set quit date,Children's centre,0
2019/20 Q2,E06000005,E12000001,Set quit date,Community,73
2019/20 Q2,E06000005,E12000001,Set quit date,Community psychiatric,0
2019/20 Q2,E06000005,E12000001,Set quit date,Dental,0
2019/20 Q2,E06000005,E12000001,Set quit date,General practice,39
2019/20 Q2,E06000005,E12000001,Set quit date,Hospital,13
2019/20 Q2,E06000005,E12000001,Set quit date,Maternity,0
2019/20 Q2,E06000005,E12000001,Set quit date,Military base,0
2019/20 Q2,E06000005,E12000001,Set quit date,Other,7
2019/20 Q2,E06000005,E12000001,Set quit date,Pharmacy,0
2019/20 Q2,E06000005,E12000001,Set quit date,Prison,0
2019/20 Q2,E06000005,E12000001,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000005,E12000001,Set quit date,School,0
2019/20 Q2,E06000005,E12000001,Set quit date,Workplace,0
2019/20 Q2,E06000006,E12000002,Quit,Children's centre,22
2019/20 Q2,E06000006,E12000002,Quit,Community,171
2019/20 Q2,E06000006,E12000002,Quit,Community psychiatric,1
2019/20 Q2,E06000006,E12000002,Quit,Dental,0
2019/20 Q2,E06000006,E12000002,Quit,General practice,64
2019/20 Q2,E06000006,E12000002,Quit,Hospital,0
2019/20 Q2,E06000006,E12000002,Quit,Maternity,0
2019/20 Q2,E06000006,E12000002,Quit,Military base,0
2019/20 Q2,E06000006,E12000002,Quit,Other,6
2019/20 Q2,E06000006,E12000002,Quit,Pharmacy,0
2019/20 Q2,E06000006,E12000002,Quit,Prison,0
2019/20 Q2,E06000006,E12000002,Quit,Psychiatric hospital,0
2019/20 Q2,E06000006,E12000002,Quit,School,0
2019/20 Q2,E06000006,E12000002,Quit,Workplace,4
2019/20 Q2,E06000006,E12000002,Set quit date,Children's centre,30
2019/20 Q2,E06000006,E12000002,Set quit date,Community,292
2019/20 Q2,E06000006,E12000002,Set quit date,Community psychiatric,1
2019/20 Q2,E06000006,E12000002,Set quit date,Dental,0
2019/20 Q2,E06000006,E12000002,Set quit date,General practice,126
2019/20 Q2,E06000006,E12000002,Set quit date,Hospital,0
2019/20 Q2,E06000006,E12000002,Set quit date,Maternity,0
2019/20 Q2,E06000006,E12000002,Set quit date,Military base,0
2019/20 Q2,E06000006,E12000002,Set quit date,Other,9
2019/20 Q2,E06000006,E12000002,Set quit date,Pharmacy,0
2019/20 Q2,E06000006,E12000002,Set quit date,Prison,0
2019/20 Q2,E06000006,E12000002,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000006,E12000002,Set quit date,School,0
2019/20 Q2,E06000006,E12000002,Set quit date,Workplace,8
2019/20 Q2,E06000007,E12000002,Quit,Children's centre,0
2019/20 Q2,E06000007,E12000002,Quit,Community,270
2019/20 Q2,E06000007,E12000002,Quit,Community psychiatric,0
2019/20 Q2,E06000007,E12000002,Quit,Dental,0
2019/20 Q2,E06000007,E12000002,Quit,General practice,43
2019/20 Q2,E06000007,E12000002,Quit,Hospital,28
2019/20 Q2,E06000007,E12000002,Quit,Maternity,17
2019/20 Q2,E06000007,E12000002,Quit,Military base,0
2019/20 Q2,E06000007,E12000002,Quit,Other,0
2019/20 Q2,E06000007,E12000002,Quit,Pharmacy,0
2019/20 Q2,E06000007,E12000002,Quit,Prison,7
2019/20 Q2,E06000007,E12000002,Quit,Psychiatric hospital,0
2019/20 Q2,E06000007,E12000002,Quit,School,1
2019/20 Q2,E06000007,E12000002,Quit,Workplace,10
2019/20 Q2,E06000007,E12000002,Set quit date,Children's centre,0
2019/20 Q2,E06000007,E12000002,Set quit date,Community,325
2019/20 Q2,E06000007,E12000002,Set quit date,Community psychiatric,0
2019/20 Q2,E06000007,E12000002,Set quit date,Dental,0
2019/20 Q2,E06000007,E12000002,Set quit date,General practice,54
2019/20 Q2,E06000007,E12000002,Set quit date,Hospital,35
2019/20 Q2,E06000007,E12000002,Set quit date,Maternity,30
2019/20 Q2,E06000007,E12000002,Set quit date,Military base,0
2019/20 Q2,E06000007,E12000002,Set quit date,Other,0
2019/20 Q2,E06000007,E12000002,Set quit date,Pharmacy,0
2019/20 Q2,E06000007,E12000002,Set quit date,Prison,9
2019/20 Q2,E06000007,E12000002,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000007,E12000002,Set quit date,School,1
2019/20 Q2,E06000007,E12000002,Set quit date,Workplace,15
2019/20 Q2,E06000008,E12000002,Quit,Children's centre,0
2019/20 Q2,E06000008,E12000002,Quit,Community,8
2019/20 Q2,E06000008,E12000002,Quit,Community psychiatric,0
2019/20 Q2,E06000008,E12000002,Quit,Dental,0
2019/20 Q2,E06000008,E12000002,Quit,General practice,5
2019/20 Q2,E06000008,E12000002,Quit,Hospital,0
2019/20 Q2,E06000008,E12000002,Quit,Maternity,4
2019/20 Q2,E06000008,E12000002,Quit,Military base,0
2019/20 Q2,E06000008,E12000002,Quit,Other,0
2019/20 Q2,E06000008,E12000002,Quit,Pharmacy,147
2019/20 Q2,E06000008,E12000002,Quit,Prison,0
2019/20 Q2,E06000008,E12000002,Quit,Psychiatric hospital,0
2019/20 Q2,E06000008,E12000002,Quit,School,0
2019/20 Q2,E06000008,E12000002,Quit,Workplace,0
2019/20 Q2,E06000008,E12000002,Set quit date,Children's centre,0
2019/20 Q2,E06000008,E12000002,Set quit date,Community,28
2019/20 Q2,E06000008,E12000002,Set quit date,Community psychiatric,1
2019/20 Q2,E06000008,E12000002,Set quit date,Dental,0
2019/20 Q2,E06000008,E12000002,Set quit date,General practice,13
2019/20 Q2,E06000008,E12000002,Set quit date,Hospital,0
2019/20 Q2,E06000008,E12000002,Set quit date,Maternity,16
2019/20 Q2,E06000008,E12000002,Set quit date,Military base,0
2019/20 Q2,E06000008,E12000002,Set quit date,Other,0
2019/20 Q2,E06000008,E12000002,Set quit date,Pharmacy,456
2019/20 Q2,E06000008,E12000002,Set quit date,Prison,0
2019/20 Q2,E06000008,E12000002,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000008,E12000002,Set quit date,School,0
2019/20 Q2,E06000008,E12000002,Set quit date,Workplace,0
2019/20 Q2,E06000009,E12000002,Quit,Children's centre,3
2019/20 Q2,E06000009,E12000002,Quit,Community,0
2019/20 Q2,E06000009,E12000002,Quit,Community psychiatric,0
2019/20 Q2,E06000009,E12000002,Quit,Dental,0
2019/20 Q2,E06000009,E12000002,Quit,General practice,28
2019/20 Q2,E06000009,E12000002,Quit,Hospital,89
2019/20 Q2,E06000009,E12000002,Quit,Maternity,23
2019/20 Q2,E06000009,E12000002,Quit,Military base,0
2019/20 Q2,E06000009,E12000002,Quit,Other,0
2019/20 Q2,E06000009,E12000002,Quit,Pharmacy,4
2019/20 Q2,E06000009,E12000002,Quit,Prison,0
2019/20 Q2,E06000009,E12000002,Quit,Psychiatric hospital,0
2019/20 Q2,E06000009,E12000002,Quit,School,0
2019/20 Q2,E06000009,E12000002,Quit,Workplace,0
2019/20 Q2,E06000009,E12000002,Set quit date,Children's centre,16
2019/20 Q2,E06000009,E12000002,Set quit date,Community,3
2019/20 Q2,E06000009,E12000002,Set quit date,Community psychiatric,0
2019/20 Q2,E06000009,E12000002,Set quit date,Dental,0
2019/20 Q2,E06000009,E12000002,Set quit date,General practice,123
2019/20 Q2,E06000009,E12000002,Set quit date,Hospital,202
2019/20 Q2,E06000009,E12000002,Set quit date,Maternity,55
2019/20 Q2,E06000009,E12000002,Set quit date,Military base,0
2019/20 Q2,E06000009,E12000002,Set quit date,Other,0
2019/20 Q2,E06000009,E12000002,Set quit date,Pharmacy,18
2019/20 Q2,E06000009,E12000002,Set quit date,Prison,0
2019/20 Q2,E06000009,E12000002,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000009,E12000002,Set quit date,School,0
2019/20 Q2,E06000009,E12000002,Set quit date,Workplace,0
2019/20 Q2,E06000010,E12000003,Quit,Children's centre,1
2019/20 Q2,E06000010,E12000003,Quit,Community,131
2019/20 Q2,E06000010,E12000003,Quit,Community psychiatric,1
2019/20 Q2,E06000010,E12000003,Quit,Dental,5
2019/20 Q2,E06000010,E12000003,Quit,General practice,52
2019/20 Q2,E06000010,E12000003,Quit,Hospital,39
2019/20 Q2,E06000010,E12000003,Quit,Maternity,0
2019/20 Q2,E06000010,E12000003,Quit,Military base,0
2019/20 Q2,E06000010,E12000003,Quit,Other,44
2019/20 Q2,E06000010,E12000003,Quit,Pharmacy,10
2019/20 Q2,E06000010,E12000003,Quit,Prison,0
2019/20 Q2,E06000010,E12000003,Quit,Psychiatric hospital,1
2019/20 Q2,E06000010,E12000003,Quit,School,0
2019/20 Q2,E06000010,E12000003,Quit,Workplace,1
2019/20 Q2,E06000010,E12000003,Set quit date,Children's centre,1
2019/20 Q2,E06000010,E12000003,Set quit date,Community,233
2019/20 Q2,E06000010,E12000003,Set quit date,Community psychiatric,1
2019/20 Q2,E06000010,E12000003,Set quit date,Dental,5
2019/20 Q2,E06000010,E12000003,Set quit date,General practice,105
2019/20 Q2,E06000010,E12000003,Set quit date,Hospital,69
2019/20 Q2,E06000010,E12000003,Set quit date,Maternity,0
2019/20 Q2,E06000010,E12000003,Set quit date,Military base,0
2019/20 Q2,E06000010,E12000003,Set quit date,Other,78
2019/20 Q2,E06000010,E12000003,Set quit date,Pharmacy,17
2019/20 Q2,E06000010,E12000003,Set quit date,Prison,0
2019/20 Q2,E06000010,E12000003,Set quit date,Psychiatric hospital,1
2019/20 Q2,E06000010,E12000003,Set quit date,School,0
2019/20 Q2,E06000010,E12000003,Set quit date,Workplace,2
2019/20 Q2,E06000011,E12000003,Quit,Children's centre,0
2019/20 Q2,E06000011,E12000003,Quit,Community,408
2019/20 Q2,E06000011,E12000003,Quit,Community psychiatric,4
2019/20 Q2,E06000011,E12000003,Quit,Dental,0
2019/20 Q2,E06000011,E12000003,Quit,General practice,5
2019/20 Q2,E06000011,E12000003,Quit,Hospital,4
2019/20 Q2,E06000011,E12000003,Quit,Maternity,0
2019/20 Q2,E06000011,E12000003,Quit,Military base,0
2019/20 Q2,E06000011,E12000003,Quit,Other,0
2019/20 Q2,E06000011,E12000003,Quit,Pharmacy,0
2019/20 Q2,E06000011,E12000003,Quit,Prison,0
2019/20 Q2,E06000011,E12000003,Quit,Psychiatric hospital,0
2019/20 Q2,E06000011,E12000003,Quit,School,0
2019/20 Q2,E06000011,E12000003,Quit,Workplace,0
2019/20 Q2,E06000011,E12000003,Set quit date,Children's centre,0
2019/20 Q2,E06000011,E12000003,Set quit date,Community,709
2019/20 Q2,E06000011,E12000003,Set quit date,Community psychiatric,8
2019/20 Q2,E06000011,E12000003,Set quit date,Dental,0
2019/20 Q2,E06000011,E12000003,Set quit date,General practice,8
2019/20 Q2,E06000011,E12000003,Set quit date,Hospital,5
2019/20 Q2,E06000011,E12000003,Set quit date,Maternity,0
2019/20 Q2,E06000011,E12000003,Set quit date,Military base,0
2019/20 Q2,E06000011,E12000003,Set quit date,Other,0
2019/20 Q2,E06000011,E12000003,Set quit date,Pharmacy,0
2019/20 Q2,E06000011,E12000003,Set quit date,Prison,0
2019/20 Q2,E06000011,E12000003,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000011,E12000003,Set quit date,School,0
2019/20 Q2,E06000011,E12000003,Set quit date,Workplace,0
2019/20 Q2,E06000012,E12000003,Quit,Children's centre,28
2019/20 Q2,E06000012,E12000003,Quit,Community,0
2019/20 Q2,E06000012,E12000003,Quit,Community psychiatric,0
2019/20 Q2,E06000012,E12000003,Quit,Dental,0
2019/20 Q2,E06000012,E12000003,Quit,General practice,129
2019/20 Q2,E06000012,E12000003,Quit,Hospital,14
2019/20 Q2,E06000012,E12000003,Quit,Maternity,0
2019/20 Q2,E06000012,E12000003,Quit,Military base,0
2019/20 Q2,E06000012,E12000003,Quit,Other,26
2019/20 Q2,E06000012,E12000003,Quit,Pharmacy,0
2019/20 Q2,E06000012,E12000003,Quit,Prison,0
2019/20 Q2,E06000012,E12000003,Quit,Psychiatric hospital,0
2019/20 Q2,E06000012,E12000003,Quit,School,0
2019/20 Q2,E06000012,E12000003,Quit,Workplace,0
2019/20 Q2,E06000012,E12000003,Set quit date,Children's centre,62
2019/20 Q2,E06000012,E12000003,Set quit date,Community,0
2019/20 Q2,E06000012,E12000003,Set quit date,Community psychiatric,0
2019/20 Q2,E06000012,E12000003,Set quit date,Dental,0
2019/20 Q2,E06000012,E12000003,Set quit date,General practice,230
2019/20 Q2,E06000012,E12000003,Set quit date,Hospital,26
2019/20 Q2,E06000012,E12000003,Set quit date,Maternity,0
2019/20 Q2,E06000012,E12000003,Set quit date,Military base,0
2019/20 Q2,E06000012,E12000003,Set quit date,Other,48
2019/20 Q2,E06000012,E12000003,Set quit date,Pharmacy,0
2019/20 Q2,E06000012,E12000003,Set quit date,Prison,0
2019/20 Q2,E06000012,E12000003,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000012,E12000003,Set quit date,School,0
2019/20 Q2,E06000012,E12000003,Set quit date,Workplace,0
2019/20 Q2,E06000013,E12000003,Quit,Children's centre,0
2019/20 Q2,E06000013,E12000003,Quit,Community,20
2019/20 Q2,E06000013,E12000003,Quit,Community psychiatric,0
2019/20 Q2,E06000013,E12000003,Quit,Dental,0
2019/20 Q2,E06000013,E12000003,Quit,General practice,11
2019/20 Q2,E06000013,E12000003,Quit,Hospital,0
2019/20 Q2,E06000013,E12000003,Quit,Maternity,0
2019/20 Q2,E06000013,E12000003,Quit,Military base,0
2019/20 Q2,E06000013,E12000003,Quit,Other,0
2019/20 Q2,E06000013,E12000003,Quit,Pharmacy,0
2019/20 Q2,E06000013,E12000003,Quit,Prison,0
2019/20 Q2,E06000013,E12000003,Quit,Psychiatric hospital,0
2019/20 Q2,E06000013,E12000003,Quit,School,0
2019/20 Q2,E06000013,E12000003,Quit,Workplace,0
2019/20 Q2,E06000013,E12000003,Set quit date,Children's centre,0
2019/20 Q2,E06000013,E12000003,Set quit date,Community,47
2019/20 Q2,E06000013,E12000003,Set quit date,Community psychiatric,0
2019/20 Q2,E06000013,E12000003,Set quit date,Dental,0
2019/20 Q2,E06000013,E12000003,Set quit date,General practice,25
2019/20 Q2,E06000013,E12000003,Set quit date,Hospital,0
2019/20 Q2,E06000013,E12000003,Set quit date,Maternity,8
2019/20 Q2,E06000013,E12000003,Set quit date,Military base,0
2019/20 Q2,E06000013,E12000003,Set quit date,Other,0
2019/20 Q2,E06000013,E12000003,Set quit date,Pharmacy,0
2019/20 Q2,E06000013,E12000003,Set quit date,Prison,0
2019/20 Q2,E06000013,E12000003,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000013,E12000003,Set quit date,School,0
2019/20 Q2,E06000013,E12000003,Set quit date,Workplace,0
2019/20 Q2,E06000015,E12000004,Quit,Children's centre,0
2019/20 Q2,E06000015,E12000004,Quit,Community,339
2019/20 Q2,E06000015,E12000004,Quit,Community psychiatric,0
2019/20 Q2,E06000015,E12000004,Quit,Dental,0
2019/20 Q2,E06000015,E12000004,Quit,General practice,0
2019/20 Q2,E06000015,E12000004,Quit,Hospital,0
2019/20 Q2,E06000015,E12000004,Quit,Maternity,0
2019/20 Q2,E06000015,E12000004,Quit,Military base,0
2019/20 Q2,E06000015,E12000004,Quit,Other,0
2019/20 Q2,E06000015,E12000004,Quit,Pharmacy,0
2019/20 Q2,E06000015,E12000004,Quit,Prison,0
2019/20 Q2,E06000015,E12000004,Quit,Psychiatric hospital,0
2019/20 Q2,E06000015,E12000004,Quit,School,0
2019/20 Q2,E06000015,E12000004,Quit,Workplace,0
2019/20 Q2,E06000015,E12000004,Set quit date,Children's centre,0
2019/20 Q2,E06000015,E12000004,Set quit date,Community,570
2019/20 Q2,E06000015,E12000004,Set quit date,Community psychiatric,0
2019/20 Q2,E06000015,E12000004,Set quit date,Dental,0
2019/20 Q2,E06000015,E12000004,Set quit date,General practice,0
2019/20 Q2,E06000015,E12000004,Set quit date,Hospital,0
2019/20 Q2,E06000015,E12000004,Set quit date,Maternity,0
2019/20 Q2,E06000015,E12000004,Set quit date,Military base,0
2019/20 Q2,E06000015,E12000004,Set quit date,Other,0
2019/20 Q2,E06000015,E12000004,Set quit date,Pharmacy,0
2019/20 Q2,E06000015,E12000004,Set quit date,Prison,0
2019/20 Q2,E06000015,E12000004,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000015,E12000004,Set quit date,School,0
2019/20 Q2,E06000015,E12000004,Set quit date,Workplace,0
2019/20 Q2,E06000016,E12000004,Quit,Children's centre,0
2019/20 Q2,E06000016,E12000004,Quit,Community,204
2019/20 Q2,E06000016,E12000004,Quit,Community psychiatric,0
2019/20 Q2,E06000016,E12000004,Quit,Dental,0
2019/20 Q2,E06000016,E12000004,Quit,General practice,216
2019/20 Q2,E06000016,E12000004,Quit,Hospital,25
2019/20 Q2,E06000016,E12000004,Quit,Maternity,0
2019/20 Q2,E06000016,E12000004,Quit,Military base,0
2019/20 Q2,E06000016,E12000004,Quit,Other,32
2019/20 Q2,E06000016,E12000004,Quit,Pharmacy,5
2019/20 Q2,E06000016,E12000004,Quit,Prison,0
2019/20 Q2,E06000016,E12000004,Quit,Psychiatric hospital,0
2019/20 Q2,E06000016,E12000004,Quit,School,0
2019/20 Q2,E06000016,E12000004,Quit,Workplace,7
2019/20 Q2,E06000016,E12000004,Set quit date,Children's centre,0
2019/20 Q2,E06000016,E12000004,Set quit date,Community,353
2019/20 Q2,E06000016,E12000004,Set quit date,Community psychiatric,0
2019/20 Q2,E06000016,E12000004,Set quit date,Dental,0
2019/20 Q2,E06000016,E12000004,Set quit date,General practice,426
2019/20 Q2,E06000016,E12000004,Set quit date,Hospital,40
2019/20 Q2,E06000016,E12000004,Set quit date,Maternity,0
2019/20 Q2,E06000016,E12000004,Set quit date,Military base,0
2019/20 Q2,E06000016,E12000004,Set quit date,Other,57
2019/20 Q2,E06000016,E12000004,Set quit date,Pharmacy,6
2019/20 Q2,E06000016,E12000004,Set quit date,Prison,0
2019/20 Q2,E06000016,E12000004,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000016,E12000004,Set quit date,School,0
2019/20 Q2,E06000016,E12000004,Set quit date,Workplace,12
2019/20 Q2,E06000017,E12000004,Quit,Children's centre,0
2019/20 Q2,E06000017,E12000004,Quit,Community,21
2019/20 Q2,E06000017,E12000004,Quit,Community psychiatric,0
2019/20 Q2,E06000017,E12000004,Quit,Dental,0
2019/20 Q2,E06000017,E12000004,Quit,General practice,0
2019/20 Q2,E06000017,E12000004,Quit,Hospital,0
2019/20 Q2,E06000017,E12000004,Quit,Maternity,0
2019/20 Q2,E06000017,E12000004,Quit,Military base,0
2019/20 Q2,E06000017,E12000004,Quit,Other,0
2019/20 Q2,E06000017,E12000004,Quit,Pharmacy,0
2019/20 Q2,E06000017,E12000004,Quit,Prison,0
2019/20 Q2,E06000017,E12000004,Quit,Psychiatric hospital,0
2019/20 Q2,E06000017,E12000004,Quit,School,0
2019/20 Q2,E06000017,E12000004,Quit,Workplace,0
2019/20 Q2,E06000017,E12000004,Set quit date,Children's centre,0
2019/20 Q2,E06000017,E12000004,Set quit date,Community,40
2019/20 Q2,E06000017,E12000004,Set quit date,Community psychiatric,0
2019/20 Q2,E06000017,E12000004,Set quit date,Dental,0
2019/20 Q2,E06000017,E12000004,Set quit date,General practice,0
2019/20 Q2,E06000017,E12000004,Set quit date,Hospital,0
2019/20 Q2,E06000017,E12000004,Set quit date,Maternity,0
2019/20 Q2,E06000017,E12000004,Set quit date,Military base,0
2019/20 Q2,E06000017,E12000004,Set quit date,Other,0
2019/20 Q2,E06000017,E12000004,Set quit date,Pharmacy,0
2019/20 Q2,E06000017,E12000004,Set quit date,Prison,0
2019/20 Q2,E06000017,E12000004,Set quit date,Psychiatric hospital,0
2019/20 Q2,E06000017,E12000004,Set quit date,School,0
2019/20 Q2,E06000017,E12000004,Set quit date,Workplace,0
2019/20 Q2,E06000019,E12000005,Quit,Children's centre,0
2019/20 Q2,E06000019,E12000005,Quit,Community,43
2019/20 Q2,E06000019,E12000005,Quit,Community psychiatric,1
2019/20 Q2,E06000019,E12000005,Quit,Dental,0
2019/20 Q2,E06000019,E12000005,Quit,General practice,1
2019/20 Q2,E06000019,E12000005,Quit,Hospital,0
2019/20 Q2,E06000019,E12000005,Quit,Maternity,1
2019/20 Q2,E06000019,E12000005,Quit,Military base,0
2019/20 Q2,E06000019,E12000005,Quit,Other,0
2019/20 Q2,E06000019,E12000005,Quit,Pharmacy,31
2019/20 Q2,E06000019,E12000005,Quit,Prison,0
2019/20 Q2,E06000019,E12000005,Quit,Psychiatric hospital,1
2019/20 Q2,E06000019,E12000005,Quit,School,0
2019/20 Q2,E06000019,E12000005,Quit,Workplace,0
2019/20 Q2,E06000019,E12000005,Set quit date,Children's centre,0
2019/20 Q2,E06000019,E12000005,Set quit date,Community,87
2019/20 Q2,E06000019,E12000005,Set quit date,Community psychiatric,1
2019/20 Q2,E06000019,E12000005,Set quit date,Dental,0
2019/20 Q2,E06000019,E12000005,Set quit date,General practice,1
2019/20 Q2,E06000019,E12000005,Set quit date,Hospital,8
2019/20 Q2,E06000019,E12000005,Set quit date,Maternity,4
2019/20 Q2,E06000019,E12000005,Set quit date,Military base,0
2019/20 Q2,E06000019,E12000005,Set quit date,Other,0
2019/20 Q2,E06000019,E12000005,Set quit date,Pharmacy,69
2019/20 Q2,E06000019,E12000005,Set quit date,Prison,0
2019/20 Q2,E06000019,E12000005,Set quit date,Psychiatric hospital,1
2019/20 Q2,E06000019,E12000005,Set quit date,School,0
2019/20 Q2,E06000019,E12000005,Set quit date,Workplace,0
2019/20 Q2,E06000020,E12000005,Quit,Children's centre,0
