actual_cost,ccg,date,items,quantity,row_id,row_name,setting
1679.15,01K,2018-10-01,140,4073,A82026,THE JAMES COCHRANE PRACT.,4
892.98,01K,2018-10-01,80,2029,A82027,STATION HOUSE SURGERY,4
734.53,01H,2018-10-01,92,2401,A82028,CASTLEHEAD MEDICAL CENTRE,4
47.13,01H,2018-10-01,33,471,A82029,THE CROFT SURGERY,4
354.22,01K,2018-10-01,96,1308,A82030,LUNESDALE SURGERY,4
23.75,01H,2018-10-01,38,539,A82031,SHAP MEDICAL PRACTICE,4
512.34,01H,2018-10-01,107,3214,A82032,MARYPORT HEALTH SERVICES,4
204.18,01K,2018-10-01,55,1947,A82033,WATERLOO HOUSE SURGERY,4
731.56,01K,2018-10-01,72,2082,A82034,STONELEIGH SURGERY,4
465.59,01H,2018-10-01,77,2249,A82035,BIRBECK MEDICAL GROUP,4
672.33,01H,2018-10-01,54,1507,A82036,THE LAKES MEDICAL PRACTICE,4
281.09,01H,2018-10-01,49,1485,A82037,SILLOTH GROUP MEDICAL PRACTICE,4
18.57,01H,2018-10-01,20,470,A82038,TEMPLE SOWERBY MEDICAL PRACTICE,4
887.71,01K,2018-10-01,80,2362,A82039,DALTON SURGERY,4
412.88,01H,2018-10-01,55,1802,A82041,LOWTHER MEDICAL CENTRE,4
816.09,01H,2018-10-01,105,3130,A82044,FELLVIEW HEALTHCARE,4
835.47,01H,2018-10-01,34,1447,A82045,WIGTON GROUP MEDICAL PRACTICE,4
132.04,01K,2018-10-01,42,999,A82046,WINDERMERE HEALTH CENTRE,4
1133.13,01H,2018-10-01,101,3296,A82047,JAMES STREET GROUP PRACT,4
259.24,01H,2018-10-01,39,1215,A82048,BEECHWOOD GROUP PRACTICE,4
375.52,01H,2018-10-01,31,1152,A82049,ORCHARD HOUSE SURGERY,4
305.63,01H,2018-10-01,41,882,A82050,OXFORD STREET SURGERY,4
558.91,01K,2018-10-01,73,1711,A82053,NUTWOOD MEDICAL PRACTICE,4
176.4,01H,2018-10-01,14,557,A82055,ASPATRIA MEDICAL GROUP,4
46.13,01H,2018-10-01,28,876,A82058,QUEEN STREET MEDICAL PRACTICE,4
27.87,01H,2018-10-01,1,30,A82060,WHITEHAVEN MEDICAL CENTRE,4
139.88,01K,2018-10-01,21,644,A82062,ATKINSON HEALTH CENTRE,4
230.26,01H,2018-10-01,24,841,A82064,WESTCROFT HOUSE SURGERY,4
257.15,01K,2018-10-01,27,624,A82065,PENINSULA MEDICAL PRACTICE,4
497.86,01K,2018-10-01,56,1071,A82068,ULVERSTON COMMUNITY HEALTH CENTRE,4
416.86,01K,2018-10-01,32,966,A82070,ST. MARY'S SURGERY,4
201.15,01K,2018-10-01,47,917,A82071,BURNETT EDGAR MEDICAL CTR,4
444.77,01K,2018-10-01,53,1618,A82072,RISEDALE SURGERY,4
434.5,01H,2018-10-01,31,954,A82075,MANSION HOUSE SURGERY,4
410.97,01K,2018-10-01,27,940,A82077,LIVERPOOL HOUSE SURGERY,4
249.55,01K,2018-10-01,24,597,A82608,SEDBERGH MEDICAL PRACTICE,4
84.47,01H,2018-10-01,8,177,A82617,KIRKOSWALD SURGERY,4
2.23,01H,2018-10-01,10,70,A82620,GLENRIDDING HEALTH CENTRE,4
28.46,01K,2018-10-01,10,364,A82621,ASKAM SURGERY,4
168.22,01H,2018-10-01,38,1173,A82623,SOLWAY HEALTH SERVICES,4
166.62,01K,2018-10-01,15,494,A82629,THE FAMILY PRACTICE,4
172.19,01H,2018-10-01,36,611,A82631,COURT THORN SURGERY,4
240.73,01H,2018-10-01,32,927,A82646,LONGTOWN MEDICAL CENTRE,4
170.47,01K,2018-10-01,34,616,A82647,CARTMEL SURGERY,4
17.91,01K,2018-10-01,14,420,A82650,HAVERTHWAITE SURGERY,4
100.2,01K,2018-10-01,6,226,A82651,DUDDON VALLEY MEDICAL PRACTICE,4
362.62,01H,2018-10-01,59,1438,A82654,WARWICK SQUARE GROUP PRACTICE,4
827.07,00D,2018-10-01,214,2891,A83001,ST ANDREW'S MEDICAL PRACTICE,4
516.39,00D,2018-10-01,172,2472,A83003,WILLINGTON MEDICAL GROUP,4
53.91,00D,2018-10-01,21,378,A83004,AVENUE FAMILY PRACTICE,4
515.81,00C,2018-10-01,116,2308,A83005,WHINFIELD MEDICAL PRACTICE,4
486.95,00C,2018-10-01,91,1332,A83006,ORCHARD COURT SURGERY,4
794.05,00D,2018-10-01,153,3165,A83007,BLACKHALL AND PETERLEE PRACTICE,4
268.01,00D,2018-10-01,102,1393,A83008,HALLGARTH SURGERY,4
512.37,00J,2018-10-01,120,1670,A83009,BRIDGE END SURGERY,4
524.7,00C,2018-10-01,134,2453,A83010,MOORLANDS SURGERY,4
641.8,00J,2018-10-01,106,1680,A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,4
854.67,00D,2018-10-01,125,1791,A83012,WILLIAM BROWN CENTRE,4
725.67,00C,2018-10-01,122,2282,A83013,NEASHAM ROAD SURGERY,4
389.43,00J,2018-10-01,79,1153,A83014,BELMONT & SHERBURN MEDICAL GROUP,4
1064.28,00D,2018-10-01,144,2869,A83015,STATION VIEW MEDICAL CENTRE,4
574.48,00J,2018-10-01,153,2275,A83016,TANFIELD VIEW MEDICAL GROUP,4
494.33,00D,2018-10-01,109,1505,A83017,PHOENIX MEDICAL GROUP,4
935.87,00J,2018-10-01,230,3461,A83018,CONSETT MEDICAL CENTRE,4
152.91,00D,2018-10-01,38,531,A83019,STATION ROAD SURGERY,4
564.87,00D,2018-10-01,143,3138,A83020,NORTH HOUSE SURGERY,4
1172.12,00D,2018-10-01,169,3281,A83021,AUCKLAND MEDICAL GROUP,4
1211.48,00J,2018-10-01,270,4523,A83022,THE MEDICAL GROUP,4
787.76,00J,2018-10-01,112,2133,A83023,STANLEY MEDICAL GROUP,4
439.46,00J,2018-10-01,79,1017,A83024,WEST RAINTON SURGERY,4
979.65,00D,2018-10-01,197,3711,A83025,BISHOPGATE MEDICAL CENTRE,4
103.68,00J,2018-10-01,59,569,A83026,SACRISTON MEDICAL CENTRE,4
31.58,00J,2018-10-01,68,686,A83027,COXHOE MEDICAL PRACTICE,4
650.51,00J,2018-10-01,174,2204,A83028,MIDDLE CHARE MEDICAL GROUP,4
435.31,00J,2018-10-01,40,787,A83029,GREAT LUMLEY SURGERY,4
694.47,00J,2018-10-01,115,2090,A83030,DUNELM MEDICAL PRACTICE,4
484.15,00C,2018-10-01,110,1703,A83031,CARMEL MEDICAL PRACTICE,4
427.42,00D,2018-10-01,59,1354,A83032,WOODVIEW MEDICAL PRACTICE,4
434.91,00J,2018-10-01,119,1644,A83033,PELTON & FELLROSE MEDICAL GROUP,4
906.86,00C,2018-10-01,93,1557,A83034,BLACKETTS MEDICAL PRACTICE,4
397.18,00D,2018-10-01,73,1415,A83035,THE WEARDALE PRACTICE,4
1010.11,00J,2018-10-01,183,3245,A83036,CHASTLETON MEDICAL GROUP,4
1392.8,00D,2018-10-01,269,4805,A83037,BEWICK CRESCENT SURGERY,4
224.45,00J,2018-10-01,60,883,A83038,CEDARS MEDICAL GROUP,4
759.61,00C,2018-10-01,127,1972,A83040,CLIFTON COURT MEDICAL PRACTICE,4
338.17,00D,2018-10-01,62,1023,A83041,MURTON MEDICAL CENTRE,4
107.5,00D,2018-10-01,40,545,A83042,DR SIMPSON & PARTNERS,4
205.66,00D,2018-10-01,24,364,A83043,OLD FORGE SURGERY,4
359.68,00D,2018-10-01,77,1039,A83044,THE HORDEN GROUP PRACTICE,4
684.25,00D,2018-10-01,193,2672,A83045,FERRYHILL AND CHILTON MEDICAL PRACTICE,4
584.26,00D,2018-10-01,140,2161,A83046,BARNARD CASTLE SURGERY,4
765.33,00C,2018-10-01,120,2075,A83047,DENMARK STREET SURGERY,4
737.18,00C,2018-10-01,72,1161,A83048,ROCKLIFFE COURT SURGERY,4
359.89,00J,2018-10-01,109,1474,A83049,QUEENS ROAD SURGERY,4
487.3,00J,2018-10-01,171,2416,A83050,CESTRIA HEALTH CENTRE,4
243.17,00D,2018-10-01,119,1897,A83051,MARLBOROUGH SURGERY,4
431.42,00D,2018-10-01,172,1862,A83052,BISHOPS CLOSE MEDICAL PRACTICE,4
842.74,00D,2018-10-01,130,2628,A83054,SKERNE MEDICAL GROUP,4
267.08,00J,2018-10-01,39,545,A83055,CHEVELEY PARK MEDICAL CTR,4
525.81,00D,2018-10-01,87,1826,A83057,EAST DURHAM MEDICAL GROUP,4
164.76,00D,2018-10-01,7,252,A83060,PINFOLD MEDICAL PRACTICE,4
12.25,00D,2018-10-01,27,336,A83061,GAINFORD SURGERY,4
375.04,00D,2018-10-01,87,1596,A83066,JUBILEE MEDICAL GROUP,4
293.41,00C,2018-10-01,127,1116,A83070,ST GEORGE'S MEDICAL PRACTICE,4
228.63,00D,2018-10-01,16,224,A83071,THE NEW SEAHAM MEDICAL GROUP,4
150.89,00J,2018-10-01,43,557,A83072,LANCHESTER MEDICAL CENTRE,4
268.06,00J,2018-10-01,36,569,A83073,DRS LAMBERT & NG,4
959.8,00D,2018-10-01,148,2556,A83074,PEASE WAY MEDICAL CENTRE,4
342.12,00D,2018-10-01,63,1061,A83075,BYRON MEDICAL PRACTICE,4
9.68,00D,2018-10-01,11,147,A83603,OXFORD ROAD MEDICAL PRACTICE,4
138.79,00D,2018-10-01,27,388,A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,4
10.62,00D,2018-10-01,6,84,A83616,BEVAN MEDICAL GROUP,4
151.96,00J,2018-10-01,37,592,A83617,BROWNEY HOUSE SURGERY,4
497.32,00J,2018-10-01,97,1820,A83618,OAKFIELDS HEALTH GROUP,4
80.16,00D,2018-10-01,27,273,A83619,SOUTHDENE MEDICAL CENTRE,4
113.3,00J,2018-10-01,15,245,A83622,THE HAVEN SURGERY,4
216.98,00D,2018-10-01,16,302,A83626,EVENWOOD MEDICAL PRACTICE,4
77.64,00D,2018-10-01,42,336,A83627,SILVERDALE FAMILY PRACTICE,4
99.92,00J,2018-10-01,10,338,A83630,DENHOLM HOUSE,4
6.69,00J,2018-10-01,6,168,A83632,CRAGHEAD MEDICAL CENTRE,4
95.85,00D,2018-10-01,41,942,A83634,WEST CORNFORTH MEDICAL CENTRE,4
122.76,00J,2018-10-01,39,813,A83635,BOWBURN MEDICAL CENTRE,4
194.35,00J,2018-10-01,37,511,A83636,LEADGATE SURGERY,4
289.62,00J,2018-10-01,41,838,A83637,GARDINER CRESCENT,4
439.54,00C,2018-10-01,90,1008,A83641,PARKGATE SURGERY,4
236.37,00J,2018-10-01,27,443,A83644,ANNFIELD PLAIN SURGERY,4
83.21,00L,2018-10-01,21,623,A84002,THE ROTHBURY PRACTICE,4
821.79,00L,2018-10-01,135,2418,A84003,LINTONVILLE MEDICAL GROUP,4
708.47,00L,2018-10-01,127,3387,A84005,BEDLINGTONSHIRE MED.GROUP,4
873.79,00L,2018-10-01,212,3539,A84006,ALNWICK MEDICAL GROUP,4
1107.16,00L,2018-10-01,192,2624,A84007,PONTELAND MEDICAL GROUP,4
125.16,00L,2018-10-01,29,560,A84008,BELFORD MEDICAL PRACTICE,4
836.32,00L,2018-10-01,164,3721,A84009,RAILWAY MEDICAL GROUP,4
415.5,00L,2018-10-01,121,2297,A84011,WHITE MEDICAL GROUP,4
93.31,00L,2018-10-01,48,1246,A84013,THE GABLES MEDICAL GROUP,4
1228.26,00L,2018-10-01,115,3368,A84014,MARINE MEDICAL GROUP,4
156.6,00L,2018-10-01,19,238,A84015,LABURNUM SURGERY,4
137.92,00L,2018-10-01,31,742,A84016,PRUDHOE MEDICAL GROUP,4
240.55,00L,2018-10-01,83,1492,A84018,CORBRIDGE HEALTH CENTRE,4
144.8,00L,2018-10-01,66,1274,A84020,GUIDEPOST MEDICAL GROUP,4
482.39,00L,2018-10-01,149,2212,A84022,COQUET MEDICAL GROUP,4
893.15,00L,2018-10-01,119,2633,A84024,BURN BRAE MEDICAL GROUP,4
403.89,00L,2018-10-01,61,1311,A84025,CRAMLINGTON MEDICAL GROUP,4
382.65,00L,2018-10-01,84,1533,A84026,WELL CLOSE MEDICAL GROUP,4
27.62,00L,2018-10-01,36,378,A84027,BELLINGHAM PRACTICE,4
921.93,00L,2018-10-01,144,3349,A84028,SEATON PARK MEDICAL GROUP,4
97.82,00L,2018-10-01,20,210,A84029,WIDDRINGTON SURGERY,4
428.77,00L,2018-10-01,120,1769,A84030,VILLAGE MEDICAL GROUP,4
914.04,00L,2018-10-01,75,2536,A84031,GREYSTOKE SURGERY,4
105.41,00L,2018-10-01,28,511,A84032,CHEVIOT MEDICAL GROUP,4
956.6,00L,2018-10-01,80,1889,A84033,THE SELE MEDICAL PRACTICE,4
126.82,00L,2018-10-01,45,527,A84034,HALTWHISTLE MEDICAL GROUP,4
82.88,00L,2018-10-01,53,897,A84035,RIVERSDALE SURGERY,4
696.37,00L,2018-10-01,233,3469,A84036,WELLWAY MEDICAL GROUP,4
107.13,00L,2018-10-01,40,637,A84037,NETHERFIELD HOUSE,4
327.92,00L,2018-10-01,65,1283,A84038,FORUM FAMILY PRACTICE,4
569.89,00L,2018-10-01,60,1443,A84039,GAS HOUSE LANE SURGERY,4
144.32,00L,2018-10-01,31,406,A84040,HUMSHAUGH & WARK MED GRP,4
22.38,00L,2018-10-01,20,315,A84042,SCOTS GAP MEDICAL GROUP,4
424.63,00L,2018-10-01,92,1942,A84043,BROCKWELL MEDICAL GROUP,4
179.28,00L,2018-10-01,52,987,A84044,UNION BRAE & NORHAM PRAC,4
551.26,00L,2018-10-01,66,1278,A84045,HAYDON BRIDGE & ALLENDALE MEDICAL PRACT,4
212.48,00L,2018-10-01,47,834,A84047,BRANCH END SURGERY,4
2.84,00L,2018-10-01,6,63,A84604,THE GLENDALE SURGERY,4
6.22,00L,2018-10-01,13,181,A84609,FELTON SURGERY,4
149.54,00L,2018-10-01,12,429,A84614,THE ADDERLANE SURGERY,4
113.84,00L,2018-10-01,17,700,A84619,ELSDON AVENUE SURGERY,4
134.37,13T,2018-10-01,96,1316,A85001,FELL TOWER MEDICAL CENTRE,4
63.02,13T,2018-10-01,26,597,A85002,BENSHAM FAMILY PRACTICE,4
325.08,13T,2018-10-01,84,1321,A85003,ROWLANDS GILL MEDICAL CENTRE,4
404.03,13T,2018-10-01,205,2226,A85004,LONGRIGG MEDICAL CENTRE,4
2328.46,13T,2018-10-01,297,6444,A85005,OXFORD TCE & RAWLING RD MEDICAL GROUP,4
231.03,13T,2018-10-01,102,1373,A85006,GLENPARK MEDICAL CENTRE,4
288.0,13T,2018-10-01,121,1757,A85007,FELL COTTAGE SURGERY,4
1266.83,13T,2018-10-01,315,4791,A85008,BIRTLEY MEDICAL GROUP,4
824.93,13T,2018-10-01,146,2513,A85009,CROWHALL MEDICAL CENTRE,4
1205.96,13T,2018-10-01,113,2478,A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,4
695.44,13T,2018-10-01,181,2820,A85011,ST. ALBANS MEDICAL GROUP,4
142.91,13T,2018-10-01,42,408,A85012,METRO INTERCHANGE SURGERY,4
17.73,13T,2018-10-01,17,224,A85013,MILLENNIUM FAMILY PRACTICE,4
1555.22,13T,2018-10-01,120,3058,A85014,CRAWCROOK MEDICAL CENTRE,4
660.04,13T,2018-10-01,229,2514,A85016,WREKENTON MEDICAL GROUP,4
193.44,13T,2018-10-01,41,683,A85017,BEWICK ROAD SURGERY,4
132.03,13T,2018-10-01,42,576,A85018,OLDWELL SURGERY,4
235.07,13T,2018-10-01,67,1465,A85019,CENTRAL GATESHEAD MEDICAL GROUP,4
545.12,13T,2018-10-01,171,2512,A85020,WHICKHAM COTTAGE MEDICAL CENTRE,4
8.49,13T,2018-10-01,23,182,A85021,SECOND STREET SURGERY,4
92.37,13T,2018-10-01,68,539,A85023,TEAMS MEDICAL PRACTICE,4
49.46,13T,2018-10-01,30,336,A85024,CHOPWELL PRIMARY HEALTHCARE CENTRE,4
100.53,13T,2018-10-01,42,352,A85026,BEACON VIEW MEDICAL CENTRE,4
183.6,13T,2018-10-01,19,327,A85609,108 RAWLING ROAD(RAWLING ROAD PRACTICE),4
252.15,13T,2018-10-01,72,567,A85611,PELAW MEDICAL PRACTICE,4
219.09,13T,2018-10-01,36,534,A85614,THE BRIDGES MEDICAL PRACTICE,4
92.39,13T,2018-10-01,63,630,A85616,HOLLYHURST MEDICAL CENTRE,4
136.1,13T,2018-10-01,40,519,A85617,SUNNISIDE SURGERY,4
123.34,13T,2018-10-01,26,458,A85620,GRANGE ROAD MEDICAL PRACTICE,4
1.02,13T,2018-10-01,3,17,A85621,GATDOC OOH,2
431.89,13T,2018-10-01,181,2162,A86003,SAVILLE MEDICAL GROUP,4
357.6,13T,2018-10-01,74,1978,A86004,PROSPECT MEDICAL CENTRE,4
404.67,99C,2018-10-01,163,1862,A86005,WEST FARM SURGERY,4
214.86,13T,2018-10-01,113,1331,A86006,ROSEWORTH SURGERY,4
18.19,13T,2018-10-01,26,406,A86007,AVENUE MEDICAL PRACTICE,4
653.64,13T,2018-10-01,194,2967,A86008,PARK MEDICAL GROUP,4
399.43,13T,2018-10-01,75,973,A86010,BIDDLESTONE HEALTH GROUP,4
528.68,13T,2018-10-01,145,2310,A86011,WALKER MEDICAL GROUP,4
706.79,13T,2018-10-01,117,2159,A86012,WEST ROAD MEDICAL CENTRE,4
518.76,13T,2018-10-01,139,1799,A86013,DENTON PARK MEDICAL GROUP,4
326.17,13T,2018-10-01,76,1651,A86015,HOLLY MEDICAL GROUP,4
225.26,99C,2018-10-01,130,1515,A86016,LANE END SURGERY,4
679.21,13T,2018-10-01,163,2792,A86017,CRUDDAS PARK SURGERY,4
532.07,13T,2018-10-01,228,3501,A86018,THE GROVE MEDICAL GROUP,4
174.96,13T,2018-10-01,26,707,A86020,THE SURGERY-OSBORNE ROAD,4
496.18,13T,2018-10-01,168,2384,A86021,HOLMSIDE MEDICAL GROUP,4
505.72,13T,2018-10-01,149,1760,A86022,PARKWAY MEDICAL GROUP,4
614.15,13T,2018-10-01,141,2129,A86023,BENFIELD PARK MEDICAL GROUP,4
246.14,13T,2018-10-01,59,957,A86024,HEATON ROAD SURGERY,4
535.05,13T,2018-10-01,163,2145,A86025,WESTERHOPE MEDICAL GROUP,4
1122.35,13T,2018-10-01,271,3054,A86026,THROCKLEY PRIMARY CARE CENTRE,4
122.86,13T,2018-10-01,69,951,A86028,REGENT MEDICAL CENTRE,4
770.23,13T,2018-10-01,240,2817,A86029,THORNFIELD MEDICAL GROUP,4
448.86,13T,2018-10-01,126,1944,A86030,BETTS AVENUE MEDICAL GROUP,4
269.53,13T,2018-10-01,82,1233,A86031,FENHAM HALL SURGERY,4
280.84,13T,2018-10-01,75,1319,A86033,BRUNTON PARK,4
177.61,13T,2018-10-01,43,639,A86035,BROADWAY MEDICAL CENTRE,4
236.64,13T,2018-10-01,132,1881,A86036,GOSFORTH MEMORIAL MED.CTR,4
208.21,13T,2018-10-01,51,603,A86037,GRAINGER & SCOTSWOOD MEDICAL PRACTICES,4
444.78,13T,2018-10-01,77,1421,A86038,NEWBURN SURGERY,4
166.77,13T,2018-10-01,83,1456,A86040,ST. ANTHONY'S HEALTH CENTRE,4
422.92,99C,2018-10-01,127,1852,A86041,SWARLAND AVENUE SURGERY,4
383.07,13T,2018-10-01,128,1525,A86601,DENTON TURRET MEDICAL CENTRE,4
399.13,99C,2018-10-01,109,1754,A87002,SPRING TERRACE HEALTH CENTRE,4
800.81,99C,2018-10-01,194,3234,A87003,PORTUGAL PLACE HEALTH CTR,4
777.51,99C,2018-10-01,288,4245,A87004,COLLINGWOOD SURGERY,4
171.42,99C,2018-10-01,96,1400,A87005,WHITLEY BAY HEALTH CENTRE,4
306.88,99C,2018-10-01,123,1493,A87006,49 MARINE AVENUE SURGERY,4
561.55,99C,2018-10-01,188,2364,A87007,FOREST HALL MEDICAL GROUP,4
488.18,99C,2018-10-01,73,1322,A87008,MARINE AVENUE MEDICAL CTR,4
427.55,99C,2018-10-01,128,1560,A87009,PRIORY MEDICAL GROUP,4
237.8,99C,2018-10-01,78,1464,A87011,BEAUMONT PARK SURGERY,4
590.59,99C,2018-10-01,149,2398,A87012,WIDEOPEN MEDICAL CENTRE,4
217.36,99C,2018-10-01,103,1157,A87013,BEWICKE MEDICAL CENTRE,4
313.74,99C,2018-10-01,95,1380,A87015,APPLEBY SURGERY,4
745.05,99C,2018-10-01,140,1957,A87016,THE VILLAGE GREEN SURGERY,4
973.51,99C,2018-10-01,110,1888,A87017,WOODLANDS PARK HEALTH CTR,4
