actual_cost,ccg,date,items,quantity,row_id,row_name,setting
654.65,00K,2018-07-01,42,1336,A81067,ALMA MEDICAL CENTRE,4
570.29,00K,2018-07-01,71,1246,A81070,MCKENZIE GROUP PRACTICE,4
342.72,00K,2018-07-01,18,504,A81602,DR RASOOL,4
311.94,00K,2018-07-01,20,562,A81608,ELM TREE SURGERY,4
373.63,00K,2018-07-01,29,870,A81610,THE ROSEBERRY PRACTICE,4
301.36,00M,2018-07-01,43,1223,A81611,PARKWAY MEDICAL CENTRE,4
286.58,00K,2018-07-01,28,534,A81612,THE PATEL PRACTICE,4
528.58,00M,2018-07-01,139,3132,A81618,HUNTCLIFF SURGERY,4
3.9,00M,2018-07-01,8,84,A81621,THORNTREE SURGERY,4
206.78,00K,2018-07-01,43,700,A81622,GLADSTONE HOUSE SURGERY,4
754.34,00K,2018-07-01,33,981,A81629,RIVERSIDE MEDICAL PRACTICE,4
456.64,00K,2018-07-01,26,942,A81631,WEST VIEW MILLENIUM SURGERY A,4
651.14,01K,2018-07-01,57,1725,A82003,ULVERSTON HEALTH CENTRE (MURRAY),4
195.87,01H,2018-07-01,16,263,A82004,ALSTON MEDICAL PRACTICE,4
146.21,01K,2018-07-01,44,1143,A82005,AMBLESIDE HEALTH CENTRE,4
454.57,01H,2018-07-01,34,1079,A82006,APPLEBY MEDICAL PRACTICE,4
506.63,01K,2018-07-01,70,2000,A82007,DUKE STREET SURGERY,4
690.13,01K,2018-07-01,83,2578,A82008,NORWOOD MEDICAL CENTRE,4
732.89,01K,2018-07-01,76,2214,A82009,BRIDGEGATE MEDICAL CENTRE,4
533.87,01K,2018-07-01,50,1399,A82010,ABBEY ROAD SURGERY,4
861.1,01H,2018-07-01,127,2661,A82012,BRAMPTON MEDICAL PRACTICE,4
247.11,01H,2018-07-01,58,1571,A82013,UPPER EDEN MEDICAL PRACTICE,4
222.68,01H,2018-07-01,49,497,A82014,CALDBECK SURGERY,4
182.87,01H,2018-07-01,31,948,A82015,WARWICK ROAD SURGERY,4
1233.47,01H,2018-07-01,171,5574,A82016,CARLISLE HEALTHCARE,4
684.92,01H,2018-07-01,66,2346,A82018,SPENCER ST SURGERY,4
374.36,01H,2018-07-01,43,1211,A82019,FUSEHILL MEDICAL PRACTICE,4
1076.44,01H,2018-07-01,87,3101,A82020,EDEN MEDICAL GROUP,4
1364.78,01H,2018-07-01,107,3645,A82021,CASTLEGATE AND DERWENT SURGERY,4
186.19,01H,2018-07-01,59,791,A82022,DALSTON MEDICAL GROUP,4
181.56,01H,2018-07-01,29,868,A82023,DISTINGTON SURGERY,4
166.94,01H,2018-07-01,42,1206,A82024,SEASCALE HEALTH CENTRE,4
672.77,01K,2018-07-01,96,2158,A82025,CAPTAIN FRENCH SURGERY,4
1623.48,01K,2018-07-01,145,4107,A82026,THE JAMES COCHRANE PRACT.,4
922.89,01K,2018-07-01,73,1824,A82027,STATION HOUSE SURGERY,4
622.54,01H,2018-07-01,85,2220,A82028,CASTLEHEAD MEDICAL CENTRE,4
213.22,01H,2018-07-01,32,532,A82029,THE CROFT SURGERY,4
404.45,01K,2018-07-01,77,1023,A82030,LUNESDALE SURGERY,4
13.58,01H,2018-07-01,31,385,A82031,SHAP MEDICAL PRACTICE,4
684.93,01H,2018-07-01,110,3399,A82032,MARYPORT HEALTH SERVICES,4
176.54,01K,2018-07-01,61,1840,A82033,WATERLOO HOUSE SURGERY,4
724.3,01K,2018-07-01,76,2298,A82034,STONELEIGH SURGERY,4
686.56,01H,2018-07-01,97,2106,A82035,BIRBECK MEDICAL GROUP,4
1215.25,01H,2018-07-01,61,2253,A82036,THE LAKES MEDICAL PRACTICE,4
369.93,01H,2018-07-01,39,1200,A82037,SILLOTH GROUP MEDICAL PRACTICE,4
22.85,01H,2018-07-01,20,487,A82038,TEMPLE SOWERBY MEDICAL PRACTICE,4
1229.76,01K,2018-07-01,81,2490,A82039,DALTON SURGERY,4
336.95,01H,2018-07-01,75,2305,A82041,LOWTHER MEDICAL CENTRE,4
739.95,01H,2018-07-01,122,3944,A82044,FELLVIEW HEALTHCARE,4
575.68,01H,2018-07-01,38,1380,A82045,WIGTON GROUP MEDICAL PRACTICE,4
216.92,01K,2018-07-01,41,808,A82046,WINDERMERE HEALTH CENTRE,4
588.75,01H,2018-07-01,75,2339,A82047,JAMES STREET GROUP PRACT,4
249.76,01H,2018-07-01,38,1178,A82048,BEECHWOOD GROUP PRACTICE,4
293.98,01H,2018-07-01,30,1124,A82049,ORCHARD HOUSE SURGERY,4
491.9,01H,2018-07-01,33,867,A82050,OXFORD STREET SURGERY,4
598.6,01K,2018-07-01,80,1677,A82053,NUTWOOD MEDICAL PRACTICE,4
174.48,01H,2018-07-01,17,477,A82055,ASPATRIA MEDICAL GROUP,4
199.81,01H,2018-07-01,25,776,A82058,QUEEN STREET MEDICAL PRACTICE,4
211.82,01H,2018-07-01,15,445,A82060,WHITEHAVEN MEDICAL CENTRE,4
166.18,01K,2018-07-01,23,714,A82062,ATKINSON HEALTH CENTRE,4
262.36,01H,2018-07-01,17,632,A82064,WESTCROFT HOUSE SURGERY,4
361.76,01K,2018-07-01,44,962,A82065,PENINSULA MEDICAL PRACTICE,4
310.62,01K,2018-07-01,38,714,A82068,ULVERSTON COMMUNITY HEALTH CENTRE,4
199.53,01K,2018-07-01,24,728,A82070,ST. MARY'S SURGERY,4
146.82,01K,2018-07-01,41,924,A82071,BURNETT EDGAR MEDICAL CTR,4
551.85,01K,2018-07-01,53,1624,A82072,RISEDALE SURGERY,4
0.3,01K,2018-07-01,1,7,A82074,ARNSIDE SURGERY,4
399.31,01H,2018-07-01,37,1055,A82075,MANSION HOUSE SURGERY,4
89.53,01K,2018-07-01,21,686,A82077,LIVERPOOL HOUSE SURGERY,4
249.36,01K,2018-07-01,28,667,A82608,SEDBERGH MEDICAL PRACTICE,4
150.86,01H,2018-07-01,11,193,A82617,KIRKOSWALD SURGERY,4
2.83,01H,2018-07-01,13,112,A82620,GLENRIDDING HEALTH CENTRE,4
6.98,01K,2018-07-01,7,224,A82621,ASKAM SURGERY,4
420.27,01H,2018-07-01,44,1406,A82623,SOLWAY HEALTH SERVICES,4
87.48,01K,2018-07-01,13,422,A82629,THE FAMILY PRACTICE,4
248.29,01H,2018-07-01,42,802,A82631,COURT THORN SURGERY,4
138.51,01H,2018-07-01,30,884,A82646,LONGTOWN MEDICAL CENTRE,4
128.28,01K,2018-07-01,38,797,A82647,CARTMEL SURGERY,4
289.21,01K,2018-07-01,13,549,A82650,HAVERTHWAITE SURGERY,4
99.97,01K,2018-07-01,7,254,A82651,DUDDON VALLEY MEDICAL PRACTICE,4
281.21,01H,2018-07-01,58,1348,A82654,WARWICK SQUARE GROUP PRACTICE,4
676.85,00D,2018-07-01,152,1932,A83001,ST ANDREW'S MEDICAL PRACTICE,4
466.28,00D,2018-07-01,158,2256,A83003,WILLINGTON MEDICAL GROUP,4
102.4,00D,2018-07-01,19,259,A83004,AVENUE FAMILY PRACTICE,4
421.55,00C,2018-07-01,117,2407,A83005,WHINFIELD MEDICAL PRACTICE,4
496.72,00C,2018-07-01,84,1097,A83006,ORCHARD COURT SURGERY,4
815.48,00D,2018-07-01,141,2725,A83007,BLACKHALL AND PETERLEE PRACTICE,4
221.8,00D,2018-07-01,93,1213,A83008,HALLGARTH SURGERY,4
313.54,00J,2018-07-01,98,1370,A83009,BRIDGE END SURGERY,4
638.44,00C,2018-07-01,130,2570,A83010,MOORLANDS SURGERY,4
715.67,00J,2018-07-01,131,1939,A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,4
756.3,00D,2018-07-01,113,1822,A83012,WILLIAM BROWN CENTRE,4
644.96,00C,2018-07-01,127,2220,A83013,NEASHAM ROAD SURGERY,4
547.16,00J,2018-07-01,94,1266,A83014,BELMONT & SHERBURN MEDICAL GROUP,4
1200.68,00D,2018-07-01,143,2642,A83015,STATION VIEW MEDICAL CENTRE,4
526.71,00J,2018-07-01,133,2194,A83016,TANFIELD VIEW MEDICAL GROUP,4
341.33,00D,2018-07-01,91,1378,A83017,PHOENIX MEDICAL GROUP,4
645.82,00J,2018-07-01,188,2838,A83018,CONSETT MEDICAL CENTRE,4
23.98,00D,2018-07-01,37,490,A83019,STATION ROAD SURGERY,4
686.95,00D,2018-07-01,128,2762,A83020,NORTH HOUSE SURGERY,4
1136.92,00D,2018-07-01,158,2998,A83021,AUCKLAND MEDICAL GROUP,4
1094.4,00J,2018-07-01,229,4031,A83022,THE MEDICAL GROUP,4
724.97,00J,2018-07-01,98,1742,A83023,STANLEY MEDICAL GROUP,4
320.11,00J,2018-07-01,81,1134,A83024,WEST RAINTON SURGERY,4
1010.51,00D,2018-07-01,209,3737,A83025,BISHOPGATE MEDICAL CENTRE,4
190.99,00J,2018-07-01,60,704,A83026,SACRISTON MEDICAL CENTRE,4
84.61,00J,2018-07-01,44,448,A83027,COXHOE MEDICAL PRACTICE,4
702.2,00J,2018-07-01,125,1992,A83028,MIDDLE CHARE MEDICAL GROUP,4
300.14,00J,2018-07-01,23,444,A83029,GREAT LUMLEY SURGERY,4
573.64,00J,2018-07-01,105,2006,A83030,DUNELM MEDICAL PRACTICE,4
718.12,00C,2018-07-01,118,1679,A83031,CARMEL MEDICAL PRACTICE,4
373.03,00D,2018-07-01,58,1566,A83032,WOODVIEW MEDICAL PRACTICE,4
251.66,00J,2018-07-01,118,1569,A83033,PELTON & FELLROSE MEDICAL GROUP,4
937.11,00C,2018-07-01,120,2327,A83034,BLACKETTS MEDICAL PRACTICE,4
327.49,00D,2018-07-01,59,1148,A83035,THE WEARDALE PRACTICE,4
879.17,00J,2018-07-01,170,3021,A83036,CHASTLETON MEDICAL GROUP,4
1328.94,00D,2018-07-01,223,3981,A83037,BEWICK CRESCENT SURGERY,4
167.31,00J,2018-07-01,56,841,A83038,CEDARS MEDICAL GROUP,4
682.05,00C,2018-07-01,106,1565,A83040,CLIFTON COURT MEDICAL PRACTICE,4
911.52,00D,2018-07-01,60,1444,A83041,MURTON MEDICAL CENTRE,4
279.27,00D,2018-07-01,54,1053,A83042,DR SIMPSON & PARTNERS,4
79.2,00D,2018-07-01,23,315,A83043,OLD FORGE SURGERY,4
409.24,00D,2018-07-01,51,998,A83044,THE HORDEN GROUP PRACTICE,4
572.21,00D,2018-07-01,183,2601,A83045,FERRYHILL AND CHILTON MEDICAL PRACTICE,4
594.73,00D,2018-07-01,144,2338,A83046,BARNARD CASTLE SURGERY,4
624.73,00C,2018-07-01,106,1893,A83047,DENMARK STREET SURGERY,4
735.68,00C,2018-07-01,59,1061,A83048,ROCKLIFFE COURT SURGERY,4
675.56,00J,2018-07-01,101,1562,A83049,QUEENS ROAD SURGERY,4
375.72,00J,2018-07-01,135,1885,A83050,CESTRIA HEALTH CENTRE,4
407.97,00D,2018-07-01,104,1386,A83051,MARLBOROUGH SURGERY,4
276.29,00D,2018-07-01,122,1320,A83052,BISHOPS CLOSE MEDICAL PRACTICE,4
511.25,00D,2018-07-01,114,2106,A83054,SKERNE MEDICAL GROUP,4
339.33,00J,2018-07-01,37,670,A83055,CHEVELEY PARK MEDICAL CTR,4
280.7,00D,2018-07-01,64,1135,A83057,EAST DURHAM MEDICAL GROUP,4
10.29,00D,2018-07-01,9,280,A83060,PINFOLD MEDICAL PRACTICE,4
134.47,00D,2018-07-01,30,408,A83061,GAINFORD SURGERY,4
392.0,00D,2018-07-01,110,1902,A83066,JUBILEE MEDICAL GROUP,4
253.7,00C,2018-07-01,83,748,A83070,ST GEORGE'S MEDICAL PRACTICE,4
284.28,00D,2018-07-01,22,266,A83071,THE NEW SEAHAM MEDICAL GROUP,4
131.44,00J,2018-07-01,34,409,A83072,LANCHESTER MEDICAL CENTRE,4
245.94,00J,2018-07-01,34,467,A83073,DRS LAMBERT & NG,4
566.13,00D,2018-07-01,125,2164,A83074,PEASE WAY MEDICAL CENTRE,4
317.93,00D,2018-07-01,66,1291,A83075,BYRON MEDICAL PRACTICE,4
3.28,00J,2018-07-01,11,77,A83076,DIPTON SURGERY,4
40.23,00D,2018-07-01,11,168,A83603,OXFORD ROAD MEDICAL PRACTICE,4
86.01,00D,2018-07-01,24,373,A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,4
2.3,00D,2018-07-01,2,31,A83616,BEVAN MEDICAL GROUP,4
351.6,00J,2018-07-01,39,653,A83617,BROWNEY HOUSE SURGERY,4
425.38,00J,2018-07-01,98,1748,A83618,OAKFIELDS HEALTH GROUP,4
63.63,00D,2018-07-01,21,252,A83619,SOUTHDENE MEDICAL CENTRE,4
60.12,00J,2018-07-01,22,245,A83622,THE HAVEN SURGERY,4
233.09,00D,2018-07-01,23,455,A83626,EVENWOOD MEDICAL PRACTICE,4
85.72,00D,2018-07-01,32,245,A83627,SILVERDALE FAMILY PRACTICE,4
32.37,00J,2018-07-01,4,198,A83630,DENHOLM HOUSE,4
5.34,00J,2018-07-01,6,168,A83632,CRAGHEAD MEDICAL CENTRE,4
51.42,00D,2018-07-01,35,604,A83634,WEST CORNFORTH MEDICAL CENTRE,4
169.82,00J,2018-07-01,43,926,A83635,BOWBURN MEDICAL CENTRE,4
194.24,00J,2018-07-01,45,585,A83636,LEADGATE SURGERY,4
201.87,00J,2018-07-01,41,726,A83637,GARDINER CRESCENT,4
266.49,00C,2018-07-01,66,637,A83641,PARKGATE SURGERY,4
203.27,00J,2018-07-01,24,427,A83644,ANNFIELD PLAIN SURGERY,4
53.0,00L,2018-07-01,19,441,A84002,THE ROTHBURY PRACTICE,4
663.54,00L,2018-07-01,112,2081,A84003,LINTONVILLE MEDICAL GROUP,4
649.96,00L,2018-07-01,113,2952,A84005,BEDLINGTONSHIRE MED.GROUP,4
650.89,00L,2018-07-01,202,3602,A84006,ALNWICK MEDICAL GROUP,4
938.98,00L,2018-07-01,152,1943,A84007,PONTELAND MEDICAL GROUP,4
105.42,00L,2018-07-01,32,518,A84008,BELFORD MEDICAL PRACTICE,4
733.62,00L,2018-07-01,124,2690,A84009,RAILWAY MEDICAL GROUP,4
426.74,00L,2018-07-01,102,1718,A84011,WHITE MEDICAL GROUP,4
206.76,00L,2018-07-01,48,1255,A84013,THE GABLES MEDICAL GROUP,4
462.75,00L,2018-07-01,76,2067,A84014,MARINE MEDICAL GROUP,4
117.1,00L,2018-07-01,18,189,A84015,LABURNUM SURGERY,4
141.69,00L,2018-07-01,40,1008,A84016,PRUDHOE MEDICAL GROUP,4
326.47,00L,2018-07-01,93,1645,A84018,CORBRIDGE HEALTH CENTRE,4
193.51,00L,2018-07-01,68,1414,A84020,GUIDEPOST MEDICAL GROUP,4
450.99,00L,2018-07-01,131,2045,A84022,COQUET MEDICAL GROUP,4
750.37,00L,2018-07-01,103,2195,A84024,BURN BRAE MEDICAL GROUP,4
323.31,00L,2018-07-01,60,1379,A84025,CRAMLINGTON MEDICAL GROUP,4
287.98,00L,2018-07-01,85,1492,A84026,WELL CLOSE MEDICAL GROUP,4
20.98,00L,2018-07-01,39,351,A84027,BELLINGHAM PRACTICE,4
557.8,00L,2018-07-01,127,2868,A84028,SEATON PARK MEDICAL GROUP,4
152.19,00L,2018-07-01,25,308,A84029,WIDDRINGTON SURGERY,4
534.48,00L,2018-07-01,123,2169,A84030,VILLAGE MEDICAL GROUP,4
707.33,00L,2018-07-01,77,2194,A84031,GREYSTOKE SURGERY,4
67.06,00L,2018-07-01,34,364,A84032,CHEVIOT MEDICAL GROUP,4
744.37,00L,2018-07-01,81,1776,A84033,THE SELE MEDICAL PRACTICE,4
86.35,00L,2018-07-01,39,541,A84034,HALTWHISTLE MEDICAL GROUP,4
74.81,00L,2018-07-01,45,742,A84035,RIVERSDALE SURGERY,4
756.31,00L,2018-07-01,222,3326,A84036,WELLWAY MEDICAL GROUP,4
111.6,00L,2018-07-01,39,532,A84037,NETHERFIELD HOUSE,4
483.34,00L,2018-07-01,72,1606,A84038,FORUM FAMILY PRACTICE,4
580.46,00L,2018-07-01,54,1345,A84039,GAS HOUSE LANE SURGERY,4
112.35,00L,2018-07-01,29,366,A84040,HUMSHAUGH & WARK MED GRP,4
19.51,00L,2018-07-01,20,294,A84042,SCOTS GAP MEDICAL GROUP,4
413.35,00L,2018-07-01,86,2123,A84043,BROCKWELL MEDICAL GROUP,4
102.82,00L,2018-07-01,46,1031,A84044,UNION BRAE & NORHAM PRAC,4
371.24,00L,2018-07-01,58,1053,A84045,HAYDON BRIDGE & ALLENDALE MEDICAL PRACT,4
101.07,00L,2018-07-01,48,672,A84047,BRANCH END SURGERY,4
4.9,00L,2018-07-01,10,151,A84604,THE GLENDALE SURGERY,4
2.99,00L,2018-07-01,8,119,A84609,FELTON SURGERY,4
152.61,00L,2018-07-01,17,430,A84614,THE ADDERLANE SURGERY,4
82.02,00L,2018-07-01,14,476,A84619,ELSDON AVENUE SURGERY,4
112.13,13T,2018-07-01,92,1278,A85001,FELL TOWER MEDICAL CENTRE,4
81.56,13T,2018-07-01,34,704,A85002,BENSHAM FAMILY PRACTICE,4
389.76,13T,2018-07-01,88,1736,A85003,ROWLANDS GILL MEDICAL CENTRE,4
285.94,13T,2018-07-01,207,2100,A85004,LONGRIGG MEDICAL CENTRE,4
2238.17,13T,2018-07-01,290,6538,A85005,OXFORD TCE & RAWLING RD MEDICAL GROUP,4
200.68,13T,2018-07-01,82,1134,A85006,GLENPARK MEDICAL CENTRE,4
687.09,13T,2018-07-01,145,2658,A85007,FELL COTTAGE SURGERY,4
2399.74,13T,2018-07-01,324,6378,A85008,BIRTLEY MEDICAL GROUP,4
575.7,13T,2018-07-01,121,2053,A85009,CROWHALL MEDICAL CENTRE,4
810.64,13T,2018-07-01,97,2199,A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,4
835.58,13T,2018-07-01,199,3366,A85011,ST. ALBANS MEDICAL GROUP,4
138.43,13T,2018-07-01,36,366,A85012,METRO INTERCHANGE SURGERY,4
11.9,13T,2018-07-01,13,196,A85013,MILLENNIUM FAMILY PRACTICE,4
1283.87,13T,2018-07-01,118,2834,A85014,CRAWCROOK MEDICAL CENTRE,4
607.39,13T,2018-07-01,210,2420,A85016,WREKENTON MEDICAL GROUP,4
201.56,13T,2018-07-01,62,1000,A85017,BEWICK ROAD SURGERY,4
237.58,13T,2018-07-01,41,557,A85018,OLDWELL SURGERY,4
195.85,13T,2018-07-01,70,1514,A85019,CENTRAL GATESHEAD MEDICAL GROUP,4
588.72,13T,2018-07-01,204,3099,A85020,WHICKHAM COTTAGE MEDICAL CENTRE,4
6.57,13T,2018-07-01,19,154,A85021,SECOND STREET SURGERY,4
51.87,13T,2018-07-01,69,525,A85023,TEAMS MEDICAL PRACTICE,4
47.23,13T,2018-07-01,23,350,A85024,CHOPWELL PRIMARY HEALTHCARE CENTRE,4
47.9,13T,2018-07-01,47,412,A85026,BEACON VIEW MEDICAL CENTRE,4
66.32,13T,2018-07-01,22,305,A85609,108 RAWLING ROAD(RAWLING ROAD PRACTICE),4
256.0,13T,2018-07-01,67,553,A85611,PELAW MEDICAL PRACTICE,4
144.84,13T,2018-07-01,27,422,A85614,THE BRIDGES MEDICAL PRACTICE,4
75.37,13T,2018-07-01,65,686,A85616,HOLLYHURST MEDICAL CENTRE,4
98.41,13T,2018-07-01,31,280,A85617,SUNNISIDE SURGERY,4
284.48,13T,2018-07-01,34,734,A85620,GRANGE ROAD MEDICAL PRACTICE,4
343.3,13T,2018-07-01,178,2026,A86003,SAVILLE MEDICAL GROUP,4
405.88,13T,2018-07-01,73,1976,A86004,PROSPECT MEDICAL CENTRE,4
509.38,99C,2018-07-01,156,2127,A86005,WEST FARM SURGERY,4
345.01,13T,2018-07-01,106,1210,A86006,ROSEWORTH SURGERY,4
11.85,13T,2018-07-01,22,287,A86007,AVENUE MEDICAL PRACTICE,4
339.8,13T,2018-07-01,201,2786,A86008,PARK MEDICAL GROUP,4
380.94,13T,2018-07-01,68,956,A86010,BIDDLESTONE HEALTH GROUP,4
492.6,13T,2018-07-01,115,1883,A86011,WALKER MEDICAL GROUP,4
354.02,13T,2018-07-01,105,2083,A86012,WEST ROAD MEDICAL CENTRE,4
434.67,13T,2018-07-01,116,1451,A86013,DENTON PARK MEDICAL GROUP,4
340.65,13T,2018-07-01,66,1154,A86015,HOLLY MEDICAL GROUP,4
254.86,99C,2018-07-01,101,1442,A86016,LANE END SURGERY,4
683.38,13T,2018-07-01,153,2515,A86017,CRUDDAS PARK SURGERY,4
946.49,13T,2018-07-01,218,3340,A86018,THE GROVE MEDICAL GROUP,4
194.94,13T,2018-07-01,21,567,A86020,THE SURGERY-OSBORNE ROAD,4
446.17,13T,2018-07-01,167,1943,A86021,HOLMSIDE MEDICAL GROUP,4
649.6,13T,2018-07-01,118,1393,A86022,PARKWAY MEDICAL GROUP,4
389.32,13T,2018-07-01,114,1605,A86023,BENFIELD PARK MEDICAL GROUP,4
348.76,13T,2018-07-01,90,1158,A86024,HEATON ROAD SURGERY,4
528.5,13T,2018-07-01,154,1781,A86025,WESTERHOPE MEDICAL GROUP,4
677.87,13T,2018-07-01,100,1471,A86026,THROCKLEY PRIMARY CARE CENTRE,4
5.76,13T,2018-07-01,2,168,A86027,NEWCASTLE MEDICAL CENTRE,4
98.74,13T,2018-07-01,52,722,A86028,REGENT MEDICAL CENTRE,4
557.47,13T,2018-07-01,190,2293,A86029,THORNFIELD MEDICAL GROUP,4
464.67,13T,2018-07-01,131,1853,A86030,BETTS AVENUE MEDICAL GROUP,4
174.38,13T,2018-07-01,96,1239,A86031,FENHAM HALL SURGERY,4
343.19,13T,2018-07-01,81,1323,A86033,BRUNTON PARK,4
90.46,13T,2018-07-01,33,400,A86035,BROADWAY MEDICAL CENTRE,4
307.04,13T,2018-07-01,131,1923,A86036,GOSFORTH MEMORIAL MED.CTR,4
173.33,13T,2018-07-01,48,539,A86037,GRAINGER & SCOTSWOOD MEDICAL PRACTICES,4
526.95,13T,2018-07-01,82,1579,A86038,NEWBURN SURGERY,4
230.74,13T,2018-07-01,64,997,A86040,ST. ANTHONY'S HEALTH CENTRE,4
654.77,99C,2018-07-01,118,1928,A86041,SWARLAND AVENUE SURGERY,4
330.08,13T,2018-07-01,110,1558,A86601,DENTON TURRET MEDICAL CENTRE,4
488.21,99C,2018-07-01,138,1686,A87002,SPRING TERRACE HEALTH CENTRE,4
807.28,99C,2018-07-01,188,3272,A87003,PORTUGAL PLACE HEALTH CTR,4
709.76,99C,2018-07-01,252,3401,A87004,COLLINGWOOD SURGERY,4
65.48,99C,2018-07-01,105,1496,A87005,WHITLEY BAY HEALTH CENTRE,4
203.93,99C,2018-07-01,100,1185,A87006,49 MARINE AVENUE SURGERY,4
570.05,99C,2018-07-01,148,2131,A87007,FOREST HALL MEDICAL GROUP,4
412.63,99C,2018-07-01,52,1077,A87008,MARINE AVENUE MEDICAL CTR,4
472.43,99C,2018-07-01,140,1893,A87009,PRIORY MEDICAL GROUP,4
233.57,99C,2018-07-01,69,1128,A87011,BEAUMONT PARK SURGERY,4
908.46,99C,2018-07-01,208,2850,A87012,WIDEOPEN MEDICAL CENTRE,4
344.28,99C,2018-07-01,93,1264,A87013,BEWICKE MEDICAL CENTRE,4
235.04,99C,2018-07-01,80,1149,A87015,APPLEBY SURGERY,4
1300.78,99C,2018-07-01,140,2559,A87016,THE VILLAGE GREEN SURGERY,4
