actual_cost,ccg,date,items,quantity,row_id,row_name,setting
880.15,00K,2018-11-01,55,1455,A81040,MARSH HOUSE MEDICAL PRACTICE,4
314.29,00K,2018-11-01,48,1321,A81041,HART MEDICAL PRACTICE,4
444.73,00M,2018-11-01,124,2544,A81042,SOUTH GRANGE MEDICAL GROUP PRACTICE,4
438.68,00M,2018-11-01,48,1471,A81043,THE MANOR HOUSE SURGERY,4
645.52,00K,2018-11-01,128,2242,A81044,MCKENZIE HOUSE SURGERY,4
305.55,00M,2018-11-01,65,1361,A81045,THE COATHAM ROAD SURGERY,4
1098.08,00K,2018-11-01,96,2688,A81046,WOODLANDS FAMILY MEDICAL CENTRE,4
356.09,00M,2018-11-01,113,1575,A81048,ZETLAND MEDICAL PRACTICE,4
225.34,00M,2018-11-01,29,668,A81049,KINGS MEDICAL CENTRE,4
323.68,00M,2018-11-01,38,877,A81051,CAMBRIDGE MEDICAL GROUP,4
587.45,00M,2018-11-01,93,1804,A81052,THE GREEN HOUSE SURGERY,4
163.7,00M,2018-11-01,45,731,A81053,WOODSIDE SURGERY,4
514.9,00M,2018-11-01,87,1759,A81054,THE SALTSCAR SURGERY,4
374.43,00K,2018-11-01,18,644,A81056,MELROSE SURGERY,4
1147.51,00K,2018-11-01,67,2110,A81057,KINGSWAY MEDICAL CENTRE,4
132.67,00M,2018-11-01,69,1899,A81058,COULBY MEDICAL PRACTICE,4
119.25,00K,2018-11-01,28,804,A81060,THE KOH PRACTICE,4
200.53,00K,2018-11-01,26,674,A81063,THE HEADLAND MEDICAL CENTRE,4
219.82,00M,2018-11-01,19,515,A81064,THE DISCOVERY PRACTICE,4
117.75,00M,2018-11-01,19,554,A81065,THE ESTON SURGERY,4
254.24,00K,2018-11-01,17,532,A81066,PARK LANE SURGERY,4
919.68,00K,2018-11-01,54,1674,A81067,ALMA MEDICAL CENTRE,4
259.08,00K,2018-11-01,75,1060,A81070,MCKENZIE GROUP PRACTICE,4
472.59,00K,2018-11-01,20,588,A81602,DR RASOOL,4
356.96,00K,2018-11-01,13,520,A81608,ELM TREE SURGERY,4
360.13,00K,2018-11-01,25,758,A81610,THE ROSEBERRY PRACTICE,4
324.08,00M,2018-11-01,57,1701,A81611,PARKWAY MEDICAL CENTRE,4
318.21,00K,2018-11-01,22,593,A81612,THE PATEL PRACTICE,4
688.74,00M,2018-11-01,153,3190,A81618,HUNTCLIFF SURGERY,4
7.4,00M,2018-11-01,11,154,A81621,THORNTREE SURGERY,4
122.87,00K,2018-11-01,42,609,A81622,GLADSTONE HOUSE SURGERY,4
871.14,00K,2018-11-01,37,1126,A81629,RIVERSIDE MEDICAL PRACTICE,4
446.68,00K,2018-11-01,29,898,A81631,WEST VIEW MILLENIUM SURGERY A,4
55.4,00K,2018-11-01,5,56,A81634,THE ARRIVAL PRACTICE,4
748.52,01K,2018-11-01,65,2212,A82003,ULVERSTON HEALTH CENTRE (MURRAY),4
94.15,01H,2018-11-01,10,205,A82004,ALSTON MEDICAL PRACTICE,4
135.68,01K,2018-11-01,30,842,A82005,AMBLESIDE HEALTH CENTRE,4
424.82,01H,2018-11-01,28,902,A82006,APPLEBY MEDICAL PRACTICE,4
371.63,01K,2018-11-01,74,1953,A82007,DUKE STREET SURGERY,4
823.28,01K,2018-11-01,97,2997,A82008,NORWOOD MEDICAL CENTRE,4
564.96,01K,2018-11-01,71,2162,A82009,BRIDGEGATE MEDICAL CENTRE,4
276.83,01K,2018-11-01,60,1473,A82010,ABBEY ROAD SURGERY,4
1054.42,01H,2018-11-01,186,3606,A82012,BRAMPTON MEDICAL PRACTICE,4
217.78,01H,2018-11-01,47,1264,A82013,UPPER EDEN MEDICAL PRACTICE,4
199.7,01H,2018-11-01,60,625,A82014,CALDBECK SURGERY,4
181.87,01H,2018-11-01,29,941,A82015,WARWICK ROAD SURGERY,4
1503.11,01H,2018-11-01,163,5323,A82016,CARLISLE HEALTHCARE,4
846.29,01H,2018-11-01,58,2176,A82018,SPENCER ST SURGERY,4
279.96,01H,2018-11-01,56,1648,A82019,FUSEHILL MEDICAL PRACTICE,4
1568.41,01H,2018-11-01,92,3219,A82020,EDEN MEDICAL GROUP,4
961.17,01H,2018-11-01,92,3108,A82021,CASTLEGATE AND DERWENT SURGERY,4
180.46,01H,2018-11-01,45,623,A82022,DALSTON MEDICAL GROUP,4
145.48,01H,2018-11-01,29,864,A82023,DISTINGTON SURGERY,4
168.58,01H,2018-11-01,37,1094,A82024,SEASCALE HEALTH CENTRE,4
712.08,01K,2018-11-01,86,2505,A82025,CAPTAIN FRENCH SURGERY,4
1450.46,01K,2018-11-01,133,3702,A82026,THE JAMES COCHRANE PRACT.,4
1164.64,01K,2018-11-01,93,2784,A82027,STATION HOUSE SURGERY,4
774.1,01H,2018-11-01,79,2308,A82028,CASTLEHEAD MEDICAL CENTRE,4
44.51,01H,2018-11-01,32,457,A82029,THE CROFT SURGERY,4
202.34,01K,2018-11-01,74,788,A82030,LUNESDALE SURGERY,4
16.1,01H,2018-11-01,34,406,A82031,SHAP MEDICAL PRACTICE,4
432.29,01H,2018-11-01,91,2696,A82032,MARYPORT HEALTH SERVICES,4
215.04,01K,2018-11-01,60,2101,A82033,WATERLOO HOUSE SURGERY,4
633.38,01K,2018-11-01,71,2134,A82034,STONELEIGH SURGERY,4
703.2,01H,2018-11-01,64,1831,A82035,BIRBECK MEDICAL GROUP,4
935.14,01H,2018-11-01,67,2079,A82036,THE LAKES MEDICAL PRACTICE,4
205.41,01H,2018-11-01,42,1251,A82037,SILLOTH GROUP MEDICAL PRACTICE,4
92.33,01H,2018-11-01,22,530,A82038,TEMPLE SOWERBY MEDICAL PRACTICE,4
957.46,01K,2018-11-01,76,2171,A82039,DALTON SURGERY,4
352.2,01H,2018-11-01,89,2710,A82041,LOWTHER MEDICAL CENTRE,4
1416.37,01H,2018-11-01,154,4769,A82044,FELLVIEW HEALTHCARE,4
317.47,01H,2018-11-01,41,1395,A82045,WIGTON GROUP MEDICAL PRACTICE,4
103.52,01K,2018-11-01,38,813,A82046,WINDERMERE HEALTH CENTRE,4
668.41,01H,2018-11-01,82,2598,A82047,JAMES STREET GROUP PRACT,4
240.57,01H,2018-11-01,40,1206,A82048,BEECHWOOD GROUP PRACTICE,4
398.75,01H,2018-11-01,32,1151,A82049,ORCHARD HOUSE SURGERY,4
208.71,01H,2018-11-01,35,760,A82050,OXFORD STREET SURGERY,4
530.84,01K,2018-11-01,85,1924,A82053,NUTWOOD MEDICAL PRACTICE,4
183.95,01H,2018-11-01,16,624,A82055,ASPATRIA MEDICAL GROUP,4
166.94,01H,2018-11-01,43,1544,A82058,QUEEN STREET MEDICAL PRACTICE,4
121.04,01K,2018-11-01,23,770,A82062,ATKINSON HEALTH CENTRE,4
487.24,01H,2018-11-01,25,757,A82064,WESTCROFT HOUSE SURGERY,4
259.92,01K,2018-11-01,38,946,A82065,PENINSULA MEDICAL PRACTICE,4
172.72,01K,2018-11-01,46,915,A82068,ULVERSTON COMMUNITY HEALTH CENTRE,4
386.74,01K,2018-11-01,40,1150,A82070,ST. MARY'S SURGERY,4
253.68,01K,2018-11-01,47,1012,A82071,BURNETT EDGAR MEDICAL CTR,4
660.33,01K,2018-11-01,62,2020,A82072,RISEDALE SURGERY,4
184.74,01H,2018-11-01,37,1094,A82075,MANSION HOUSE SURGERY,4
201.92,01K,2018-11-01,21,686,A82077,LIVERPOOL HOUSE SURGERY,4
227.99,01K,2018-11-01,24,618,A82608,SEDBERGH MEDICAL PRACTICE,4
198.09,01H,2018-11-01,16,277,A82617,KIRKOSWALD SURGERY,4
2.21,01H,2018-11-01,7,70,A82620,GLENRIDDING HEALTH CENTRE,4
21.01,01K,2018-11-01,12,392,A82621,ASKAM SURGERY,4
336.56,01H,2018-11-01,42,1220,A82623,SOLWAY HEALTH SERVICES,4
89.85,01K,2018-11-01,13,436,A82629,THE FAMILY PRACTICE,4
248.99,01H,2018-11-01,44,809,A82631,COURT THORN SURGERY,4
140.34,01H,2018-11-01,29,778,A82646,LONGTOWN MEDICAL CENTRE,4
94.35,01K,2018-11-01,33,588,A82647,CARTMEL SURGERY,4
194.88,01K,2018-11-01,16,448,A82650,HAVERTHWAITE SURGERY,4
101.39,01K,2018-11-01,8,282,A82651,DUDDON VALLEY MEDICAL PRACTICE,4
319.91,01H,2018-11-01,58,1448,A82654,WARWICK SQUARE GROUP PRACTICE,4
707.24,00D,2018-11-01,178,2450,A83001,ST ANDREW'S MEDICAL PRACTICE,4
484.18,00D,2018-11-01,145,2041,A83003,WILLINGTON MEDICAL GROUP,4
119.01,00D,2018-11-01,18,210,A83004,AVENUE FAMILY PRACTICE,4
544.32,00C,2018-11-01,121,2334,A83005,WHINFIELD MEDICAL PRACTICE,4
541.17,00C,2018-11-01,82,1264,A83006,ORCHARD COURT SURGERY,4
673.33,00D,2018-11-01,113,2335,A83007,BLACKHALL AND PETERLEE PRACTICE,4
169.98,00D,2018-11-01,81,1078,A83008,HALLGARTH SURGERY,4
352.75,00J,2018-11-01,102,1621,A83009,BRIDGE END SURGERY,4
475.0,00C,2018-11-01,122,2139,A83010,MOORLANDS SURGERY,4
353.76,00J,2018-11-01,110,1675,A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,4
846.3,00D,2018-11-01,113,1761,A83012,WILLIAM BROWN CENTRE,4
787.8,00C,2018-11-01,110,1983,A83013,NEASHAM ROAD SURGERY,4
403.24,00J,2018-11-01,86,1297,A83014,BELMONT & SHERBURN MEDICAL GROUP,4
744.23,00D,2018-11-01,151,2294,A83015,STATION VIEW MEDICAL CENTRE,4
429.07,00J,2018-11-01,162,2233,A83016,TANFIELD VIEW MEDICAL GROUP,4
542.6,00D,2018-11-01,116,1516,A83017,PHOENIX MEDICAL GROUP,4
781.44,00J,2018-11-01,202,2885,A83018,CONSETT MEDICAL CENTRE,4
193.8,00D,2018-11-01,27,518,A83019,STATION ROAD SURGERY,4
451.18,00D,2018-11-01,128,2555,A83020,NORTH HOUSE SURGERY,4
764.24,00D,2018-11-01,150,2601,A83021,AUCKLAND MEDICAL GROUP,4
1112.35,00J,2018-11-01,260,4298,A83022,THE MEDICAL GROUP,4
696.33,00J,2018-11-01,105,1774,A83023,STANLEY MEDICAL GROUP,4
260.14,00J,2018-11-01,74,897,A83024,WEST RAINTON SURGERY,4
1028.42,00D,2018-11-01,233,3746,A83025,BISHOPGATE MEDICAL CENTRE,4
187.46,00J,2018-11-01,66,751,A83026,SACRISTON MEDICAL CENTRE,4
21.85,00J,2018-11-01,45,504,A83027,COXHOE MEDICAL PRACTICE,4
625.13,00J,2018-11-01,168,2045,A83028,MIDDLE CHARE MEDICAL GROUP,4
233.1,00J,2018-11-01,26,563,A83029,GREAT LUMLEY SURGERY,4
1132.34,00J,2018-11-01,102,2193,A83030,DUNELM MEDICAL PRACTICE,4
536.05,00C,2018-11-01,113,1639,A83031,CARMEL MEDICAL PRACTICE,4
426.12,00D,2018-11-01,61,1401,A83032,WOODVIEW MEDICAL PRACTICE,4
465.88,00J,2018-11-01,121,1728,A83033,PELTON & FELLROSE MEDICAL GROUP,4
896.14,00C,2018-11-01,91,1634,A83034,BLACKETTS MEDICAL PRACTICE,4
426.34,00D,2018-11-01,61,1100,A83035,THE WEARDALE PRACTICE,4
691.03,00J,2018-11-01,167,2993,A83036,CHASTLETON MEDICAL GROUP,4
1648.28,00D,2018-11-01,235,4426,A83037,BEWICK CRESCENT SURGERY,4
95.49,00J,2018-11-01,65,771,A83038,CEDARS MEDICAL GROUP,4
761.81,00C,2018-11-01,139,2115,A83040,CLIFTON COURT MEDICAL PRACTICE,4
519.5,00D,2018-11-01,41,827,A83041,MURTON MEDICAL CENTRE,4
197.85,00D,2018-11-01,39,497,A83043,OLD FORGE SURGERY,4
506.92,00D,2018-11-01,65,1074,A83044,THE HORDEN GROUP PRACTICE,4
797.88,00D,2018-11-01,183,2587,A83045,FERRYHILL AND CHILTON MEDICAL PRACTICE,4
640.46,00D,2018-11-01,131,2104,A83046,BARNARD CASTLE SURGERY,4
928.69,00C,2018-11-01,122,2139,A83047,DENMARK STREET SURGERY,4
347.95,00C,2018-11-01,54,737,A83048,ROCKLIFFE COURT SURGERY,4
653.75,00J,2018-11-01,124,1648,A83049,QUEENS ROAD SURGERY,4
849.12,00J,2018-11-01,194,3074,A83050,CESTRIA HEALTH CENTRE,4
467.35,00D,2018-11-01,122,1709,A83051,MARLBOROUGH SURGERY,4
462.23,00D,2018-11-01,153,1661,A83052,BISHOPS CLOSE MEDICAL PRACTICE,4
465.02,00D,2018-11-01,100,1940,A83054,SKERNE MEDICAL GROUP,4
315.53,00J,2018-11-01,50,654,A83055,CHEVELEY PARK MEDICAL CTR,4
492.13,00D,2018-11-01,94,1720,A83057,EAST DURHAM MEDICAL GROUP,4
5.16,00D,2018-11-01,6,168,A83060,PINFOLD MEDICAL PRACTICE,4
84.22,00D,2018-11-01,30,380,A83061,GAINFORD SURGERY,4
333.49,00D,2018-11-01,79,1535,A83066,JUBILEE MEDICAL GROUP,4
195.35,00C,2018-11-01,86,833,A83070,ST GEORGE'S MEDICAL PRACTICE,4
159.98,00D,2018-11-01,24,280,A83071,THE NEW SEAHAM MEDICAL GROUP,4
255.02,00J,2018-11-01,54,720,A83072,LANCHESTER MEDICAL CENTRE,4
279.79,00J,2018-11-01,35,548,A83073,DRS LAMBERT & NG,4
761.23,00D,2018-11-01,100,2092,A83074,PEASE WAY MEDICAL CENTRE,4
225.22,00D,2018-11-01,76,1170,A83075,BYRON MEDICAL PRACTICE,4
3.0,00J,2018-11-01,7,53,A83076,DIPTON SURGERY,4
9.06,00D,2018-11-01,11,168,A83603,OXFORD ROAD MEDICAL PRACTICE,4
138.34,00D,2018-11-01,28,423,A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,4
40.16,00D,2018-11-01,5,98,A83616,BEVAN MEDICAL GROUP,4
187.73,00J,2018-11-01,39,678,A83617,BROWNEY HOUSE SURGERY,4
475.72,00J,2018-11-01,115,1924,A83618,OAKFIELDS HEALTH GROUP,4
61.46,00D,2018-11-01,14,182,A83619,SOUTHDENE MEDICAL CENTRE,4
64.22,00J,2018-11-01,24,322,A83622,THE HAVEN SURGERY,4
347.18,00D,2018-11-01,19,386,A83626,EVENWOOD MEDICAL PRACTICE,4
134.27,00D,2018-11-01,39,315,A83627,SILVERDALE FAMILY PRACTICE,4
107.52,00J,2018-11-01,8,177,A83630,DENHOLM HOUSE,4
6.13,00J,2018-11-01,6,168,A83632,CRAGHEAD MEDICAL CENTRE,4
53.59,00D,2018-11-01,29,621,A83634,WEST CORNFORTH MEDICAL CENTRE,4
224.75,00J,2018-11-01,37,1011,A83635,BOWBURN MEDICAL CENTRE,4
188.05,00J,2018-11-01,33,480,A83636,LEADGATE SURGERY,4
238.88,00J,2018-11-01,42,805,A83637,GARDINER CRESCENT,4
337.68,00C,2018-11-01,51,917,A83641,PARKGATE SURGERY,4
183.38,00J,2018-11-01,28,443,A83644,ANNFIELD PLAIN SURGERY,4
81.66,00L,2018-11-01,27,784,A84002,THE ROTHBURY PRACTICE,4
861.83,00L,2018-11-01,140,2453,A84003,LINTONVILLE MEDICAL GROUP,4
946.17,00L,2018-11-01,137,3846,A84005,BEDLINGTONSHIRE MED.GROUP,4
652.92,00L,2018-11-01,179,3077,A84006,ALNWICK MEDICAL GROUP,4
1070.66,00L,2018-11-01,142,2333,A84007,PONTELAND MEDICAL GROUP,4
160.25,00L,2018-11-01,32,581,A84008,BELFORD MEDICAL PRACTICE,4
699.25,00L,2018-11-01,148,2963,A84009,RAILWAY MEDICAL GROUP,4
547.48,00L,2018-11-01,104,1932,A84011,WHITE MEDICAL GROUP,4
109.53,00L,2018-11-01,43,1080,A84013,THE GABLES MEDICAL GROUP,4
871.74,00L,2018-11-01,86,2296,A84014,MARINE MEDICAL GROUP,4
100.51,00L,2018-11-01,16,196,A84015,LABURNUM SURGERY,4
171.15,00L,2018-11-01,29,714,A84016,PRUDHOE MEDICAL GROUP,4
536.35,00L,2018-11-01,79,1718,A84018,CORBRIDGE HEALTH CENTRE,4
178.11,00L,2018-11-01,74,1273,A84020,GUIDEPOST MEDICAL GROUP,4
551.52,00L,2018-11-01,144,2258,A84022,COQUET MEDICAL GROUP,4
584.22,00L,2018-11-01,115,2246,A84024,BURN BRAE MEDICAL GROUP,4
561.17,00L,2018-11-01,71,1538,A84025,CRAMLINGTON MEDICAL GROUP,4
369.11,00L,2018-11-01,94,1582,A84026,WELL CLOSE MEDICAL GROUP,4
20.05,00L,2018-11-01,24,273,A84027,BELLINGHAM PRACTICE,4
991.67,00L,2018-11-01,149,3349,A84028,SEATON PARK MEDICAL GROUP,4
102.94,00L,2018-11-01,26,322,A84029,WIDDRINGTON SURGERY,4
331.7,00L,2018-11-01,114,1714,A84030,VILLAGE MEDICAL GROUP,4
546.8,00L,2018-11-01,66,2199,A84031,GREYSTOKE SURGERY,4
93.82,00L,2018-11-01,23,364,A84032,CHEVIOT MEDICAL GROUP,4
670.93,00L,2018-11-01,54,1407,A84033,THE SELE MEDICAL PRACTICE,4
86.25,00L,2018-11-01,35,492,A84034,HALTWHISTLE MEDICAL GROUP,4
97.45,00L,2018-11-01,56,973,A84035,RIVERSDALE SURGERY,4
684.33,00L,2018-11-01,231,3490,A84036,WELLWAY MEDICAL GROUP,4
85.39,00L,2018-11-01,48,560,A84037,NETHERFIELD HOUSE,4
331.13,00L,2018-11-01,58,938,A84038,FORUM FAMILY PRACTICE,4
270.27,00L,2018-11-01,52,1191,A84039,GAS HOUSE LANE SURGERY,4
105.46,00L,2018-11-01,21,392,A84040,HUMSHAUGH & WARK MED GRP,4
64.08,00L,2018-11-01,21,364,A84042,SCOTS GAP MEDICAL GROUP,4
632.14,00L,2018-11-01,101,2389,A84043,BROCKWELL MEDICAL GROUP,4
230.47,00L,2018-11-01,50,1008,A84044,UNION BRAE & NORHAM PRAC,4
386.32,00L,2018-11-01,76,1152,A84045,HAYDON BRIDGE & ALLENDALE MEDICAL PRACT,4
160.03,00L,2018-11-01,37,707,A84047,BRANCH END SURGERY,4
5.15,00L,2018-11-01,8,140,A84604,THE GLENDALE SURGERY,4
8.98,00L,2018-11-01,18,240,A84609,FELTON SURGERY,4
125.96,00L,2018-11-01,14,548,A84614,THE ADDERLANE SURGERY,4
99.5,00L,2018-11-01,12,420,A84619,ELSDON AVENUE SURGERY,4
167.74,13T,2018-11-01,115,1427,A85001,FELL TOWER MEDICAL CENTRE,4
31.92,13T,2018-11-01,29,483,A85002,BENSHAM FAMILY PRACTICE,4
458.77,13T,2018-11-01,114,1908,A85003,ROWLANDS GILL MEDICAL CENTRE,4
271.26,13T,2018-11-01,212,2034,A85004,LONGRIGG MEDICAL CENTRE,4
2281.1,13T,2018-11-01,310,6639,A85005,OXFORD TCE & RAWLING RD MEDICAL GROUP,4
277.75,13T,2018-11-01,110,1258,A85006,GLENPARK MEDICAL CENTRE,4
1018.61,13T,2018-11-01,177,3612,A85007,FELL COTTAGE SURGERY,4
1682.85,13T,2018-11-01,335,6073,A85008,BIRTLEY MEDICAL GROUP,4
484.33,13T,2018-11-01,112,1838,A85009,CROWHALL MEDICAL CENTRE,4
973.29,13T,2018-11-01,114,2347,A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,4
1068.93,13T,2018-11-01,206,3960,A85011,ST. ALBANS MEDICAL GROUP,4
211.33,13T,2018-11-01,37,375,A85012,METRO INTERCHANGE SURGERY,4
15.33,13T,2018-11-01,15,210,A85013,MILLENNIUM FAMILY PRACTICE,4
1997.48,13T,2018-11-01,139,3738,A85014,CRAWCROOK MEDICAL CENTRE,4
746.24,13T,2018-11-01,252,2726,A85016,WREKENTON MEDICAL GROUP,4
115.37,13T,2018-11-01,67,840,A85017,BEWICK ROAD SURGERY,4
304.87,13T,2018-11-01,43,762,A85018,OLDWELL SURGERY,4
255.39,13T,2018-11-01,66,1535,A85019,CENTRAL GATESHEAD MEDICAL GROUP,4
379.13,13T,2018-11-01,177,2214,A85020,WHICKHAM COTTAGE MEDICAL CENTRE,4
6.35,13T,2018-11-01,17,140,A85021,SECOND STREET SURGERY,4
118.91,13T,2018-11-01,65,539,A85023,TEAMS MEDICAL PRACTICE,4
13.08,13T,2018-11-01,29,329,A85024,CHOPWELL PRIMARY HEALTHCARE CENTRE,4
100.49,13T,2018-11-01,43,380,A85026,BEACON VIEW MEDICAL CENTRE,4
390.88,13T,2018-11-01,20,447,A85609,108 RAWLING ROAD(RAWLING ROAD PRACTICE),4
397.16,13T,2018-11-01,70,597,A85611,PELAW MEDICAL PRACTICE,4
271.33,13T,2018-11-01,36,609,A85614,THE BRIDGES MEDICAL PRACTICE,4
59.54,13T,2018-11-01,64,651,A85616,HOLLYHURST MEDICAL CENTRE,4
108.48,13T,2018-11-01,27,364,A85617,SUNNISIDE SURGERY,4
148.31,13T,2018-11-01,26,460,A85620,GRANGE ROAD MEDICAL PRACTICE,4
0.46,13T,2018-11-01,1,7,A85621,GATDOC OOH,2
511.54,13T,2018-11-01,164,2171,A86003,SAVILLE MEDICAL GROUP,4
390.87,13T,2018-11-01,66,1773,A86004,PROSPECT MEDICAL CENTRE,4
400.56,99C,2018-11-01,166,1966,A86005,WEST FARM SURGERY,4
162.94,13T,2018-11-01,127,1505,A86006,ROSEWORTH SURGERY,4
9.51,13T,2018-11-01,15,217,A86007,AVENUE MEDICAL PRACTICE,4
565.43,13T,2018-11-01,165,2806,A86008,PARK MEDICAL GROUP,4
385.37,13T,2018-11-01,73,1027,A86010,BIDDLESTONE HEALTH GROUP,4
591.64,13T,2018-11-01,139,2192,A86011,WALKER MEDICAL GROUP,4
337.58,13T,2018-11-01,106,1692,A86012,WEST ROAD MEDICAL CENTRE,4
367.74,13T,2018-11-01,122,1359,A86013,DENTON PARK MEDICAL GROUP,4
309.55,13T,2018-11-01,55,1039,A86015,HOLLY MEDICAL GROUP,4
188.57,99C,2018-11-01,165,1701,A86016,LANE END SURGERY,4
676.9,13T,2018-11-01,160,2665,A86017,CRUDDAS PARK SURGERY,4
906.33,13T,2018-11-01,218,3383,A86018,THE GROVE MEDICAL GROUP,4
154.46,13T,2018-11-01,21,644,A86020,THE SURGERY-OSBORNE ROAD,4
290.95,13T,2018-11-01,130,1796,A86021,HOLMSIDE MEDICAL GROUP,4
670.64,13T,2018-11-01,136,2237,A86022,PARKWAY MEDICAL GROUP,4
599.07,13T,2018-11-01,142,1927,A86023,BENFIELD PARK MEDICAL GROUP,4
273.27,13T,2018-11-01,58,1027,A86024,HEATON ROAD SURGERY,4
382.11,13T,2018-11-01,149,1842,A86025,WESTERHOPE MEDICAL GROUP,4
573.78,13T,2018-11-01,120,1451,A86026,THROCKLEY PRIMARY CARE CENTRE,4
2.85,13T,2018-11-01,1,84,A86027,NEWCASTLE MEDICAL CENTRE,4
101.05,13T,2018-11-01,53,660,A86028,REGENT MEDICAL CENTRE,4
662.11,13T,2018-11-01,220,2621,A86029,THORNFIELD MEDICAL GROUP,4
414.78,13T,2018-11-01,143,2106,A86030,BETTS AVENUE MEDICAL GROUP,4
183.02,13T,2018-11-01,81,1183,A86031,FENHAM HALL SURGERY,4
116.72,13T,2018-11-01,60,966,A86033,BRUNTON PARK,4
93.3,13T,2018-11-01,38,414,A86035,BROADWAY MEDICAL CENTRE,4
369.67,13T,2018-11-01,134,1793,A86036,GOSFORTH MEMORIAL MED.CTR,4
285.56,13T,2018-11-01,42,583,A86037,GRAINGER & SCOTSWOOD MEDICAL PRACTICES,4
309.72,13T,2018-11-01,81,1381,A86038,NEWBURN SURGERY,4
183.21,13T,2018-11-01,92,1292,A86040,ST. ANTHONY'S HEALTH CENTRE,4
395.35,99C,2018-11-01,129,1831,A86041,SWARLAND AVENUE SURGERY,4
219.98,13T,2018-11-01,91,1254,A86601,DENTON TURRET MEDICAL CENTRE,4
331.87,99C,2018-11-01,96,1399,A87002,SPRING TERRACE HEALTH CENTRE,4
674.1,99C,2018-11-01,159,2613,A87003,PORTUGAL PLACE HEALTH CTR,4
895.56,99C,2018-11-01,283,3794,A87004,COLLINGWOOD SURGERY,4
170.32,99C,2018-11-01,105,1519,A87005,WHITLEY BAY HEALTH CENTRE,4
355.28,99C,2018-11-01,115,1360,A87006,49 MARINE AVENUE SURGERY,4
608.83,99C,2018-11-01,171,2437,A87007,FOREST HALL MEDICAL GROUP,4
420.47,99C,2018-11-01,61,972,A87008,MARINE AVENUE MEDICAL CTR,4
265.28,99C,2018-11-01,126,1485,A87009,PRIORY MEDICAL GROUP,4
242.78,99C,2018-11-01,78,1331,A87011,BEAUMONT PARK SURGERY,4
459.66,99C,2018-11-01,187,2396,A87012,WIDEOPEN MEDICAL CENTRE,4
212.91,99C,2018-11-01,100,1150,A87013,BEWICKE MEDICAL CENTRE,4
290.95,99C,2018-11-01,86,1359,A87015,APPLEBY SURGERY,4
606.46,99C,2018-11-01,120,1744,A87016,THE VILLAGE GREEN SURGERY,4
646.81,99C,2018-11-01,118,1546,A87017,WOODLANDS PARK HEALTH CTR,4
