actual_cost,ccg,date,items,quantity,row_id,row_name,setting
301.92,00M,2018-06-01,69,2012,A81032,THE GARTH,4
1237.74,00K,2018-06-01,97,3152,A81034,THORNABY & BARWICK MEDICAL GROUP,4
48.84,00M,2018-06-01,47,1120,A81035,NEWLANDS MEDICAL CENTRE,4
1802.35,00K,2018-06-01,145,4423,A81036,NORTON MEDICAL CENTRE,4
22.57,00M,2018-06-01,20,504,A81037,THE ERIMUS PRACTICE,4
77.13,00M,2018-06-01,14,219,A81038,HIRSEL MEDICAL CENTRE,4
930.76,00K,2018-06-01,64,1875,A81039,EAGLESCLIFFE MEDICAL PRACTICE,4
993.87,00K,2018-06-01,47,1352,A81040,MARSH HOUSE MEDICAL PRACTICE,4
145.47,00K,2018-06-01,64,1386,A81041,HART MEDICAL PRACTICE,4
525.08,00M,2018-06-01,99,1885,A81042,SOUTH GRANGE MEDICAL GROUP PRACTICE,4
353.42,00M,2018-06-01,46,1408,A81043,THE MANOR HOUSE SURGERY,4
525.73,00K,2018-06-01,135,2243,A81044,MCKENZIE HOUSE SURGERY,4
196.01,00M,2018-06-01,68,1270,A81045,THE COATHAM ROAD SURGERY,4
1012.07,00K,2018-06-01,100,2942,A81046,WOODLANDS FAMILY MEDICAL CENTRE,4
416.11,00M,2018-06-01,136,1525,A81048,ZETLAND MEDICAL PRACTICE,4
151.29,00M,2018-06-01,23,499,A81049,KINGS MEDICAL CENTRE,4
335.76,00M,2018-06-01,39,1028,A81051,CAMBRIDGE MEDICAL GROUP,4
388.14,00M,2018-06-01,98,1979,A81052,THE GREEN HOUSE SURGERY,4
107.34,00M,2018-06-01,48,655,A81053,WOODSIDE SURGERY,4
327.39,00M,2018-06-01,79,1451,A81054,THE SALTSCAR SURGERY,4
393.28,00K,2018-06-01,23,830,A81056,MELROSE SURGERY,4
788.19,00K,2018-06-01,47,1516,A81057,KINGSWAY MEDICAL CENTRE,4
172.6,00M,2018-06-01,48,1363,A81058,COULBY MEDICAL PRACTICE,4
122.63,00K,2018-06-01,23,720,A81060,THE KOH PRACTICE,4
54.89,00K,2018-06-01,25,462,A81063,THE HEADLAND MEDICAL CENTRE,4
243.71,00M,2018-06-01,23,599,A81064,THE DISCOVERY PRACTICE,4
63.21,00M,2018-06-01,15,420,A81065,THE ESTON SURGERY,4
328.54,00K,2018-06-01,19,562,A81066,PARK LANE SURGERY,4
707.17,00K,2018-06-01,43,1438,A81067,ALMA MEDICAL CENTRE,4
406.98,00K,2018-06-01,65,1240,A81070,MCKENZIE GROUP PRACTICE,4
154.24,00K,2018-06-01,10,280,A81602,DR RASOOL,4
149.43,00K,2018-06-01,14,338,A81608,ELM TREE SURGERY,4
661.23,00K,2018-06-01,32,1038,A81610,THE ROSEBERRY PRACTICE,4
247.7,00M,2018-06-01,44,1260,A81611,PARKWAY MEDICAL CENTRE,4
320.75,00K,2018-06-01,46,620,A81612,THE PATEL PRACTICE,4
339.67,00M,2018-06-01,124,2705,A81618,HUNTCLIFF SURGERY,4
3.3,00M,2018-06-01,5,63,A81621,THORNTREE SURGERY,4
117.33,00K,2018-06-01,39,546,A81622,GLADSTONE HOUSE SURGERY,4
607.98,00K,2018-06-01,26,919,A81629,RIVERSIDE MEDICAL PRACTICE,4
278.82,00K,2018-06-01,22,822,A81631,WEST VIEW MILLENIUM SURGERY A,4
415.51,01K,2018-06-01,61,2187,A82003,ULVERSTON HEALTH CENTRE (MURRAY),4
169.1,01H,2018-06-01,15,282,A82004,ALSTON MEDICAL PRACTICE,4
210.97,01K,2018-06-01,40,970,A82005,AMBLESIDE HEALTH CENTRE,4
286.87,01H,2018-06-01,28,846,A82006,APPLEBY MEDICAL PRACTICE,4
320.54,01K,2018-06-01,56,1422,A82007,DUKE STREET SURGERY,4
764.72,01K,2018-06-01,84,2511,A82008,NORWOOD MEDICAL CENTRE,4
657.24,01K,2018-06-01,79,2275,A82009,BRIDGEGATE MEDICAL CENTRE,4
829.11,01K,2018-06-01,54,1639,A82010,ABBEY ROAD SURGERY,4
908.91,01H,2018-06-01,115,2749,A82012,BRAMPTON MEDICAL PRACTICE,4
189.93,01H,2018-06-01,44,1140,A82013,UPPER EDEN MEDICAL PRACTICE,4
218.29,01H,2018-06-01,43,561,A82014,CALDBECK SURGERY,4
37.33,01H,2018-06-01,31,819,A82015,WARWICK ROAD SURGERY,4
1928.25,01H,2018-06-01,194,6483,A82016,CARLISLE HEALTHCARE,4
568.55,01H,2018-06-01,63,2351,A82018,SPENCER ST SURGERY,4
441.64,01H,2018-06-01,42,1268,A82019,FUSEHILL MEDICAL PRACTICE,4
910.73,01H,2018-06-01,85,2992,A82020,EDEN MEDICAL GROUP,4
1026.53,01H,2018-06-01,98,3336,A82021,CASTLEGATE AND DERWENT SURGERY,4
356.13,01H,2018-06-01,53,821,A82022,DALSTON MEDICAL GROUP,4
47.27,01H,2018-06-01,30,721,A82023,DISTINGTON SURGERY,4
244.9,01H,2018-06-01,44,1276,A82024,SEASCALE HEALTH CENTRE,4
464.48,01K,2018-06-01,72,1758,A82025,CAPTAIN FRENCH SURGERY,4
1423.05,01K,2018-06-01,155,4374,A82026,THE JAMES COCHRANE PRACT.,4
672.74,01K,2018-06-01,61,1744,A82027,STATION HOUSE SURGERY,4
721.65,01H,2018-06-01,77,1901,A82028,CASTLEHEAD MEDICAL CENTRE,4
145.88,01H,2018-06-01,22,373,A82029,THE CROFT SURGERY,4
475.38,01K,2018-06-01,68,980,A82030,LUNESDALE SURGERY,4
18.86,01H,2018-06-01,37,511,A82031,SHAP MEDICAL PRACTICE,4
867.75,01H,2018-06-01,116,3610,A82032,MARYPORT HEALTH SERVICES,4
288.24,01K,2018-06-01,66,2007,A82033,WATERLOO HOUSE SURGERY,4
949.78,01K,2018-06-01,79,2418,A82034,STONELEIGH SURGERY,4
491.09,01H,2018-06-01,67,1960,A82035,BIRBECK MEDICAL GROUP,4
970.5,01H,2018-06-01,57,1781,A82036,THE LAKES MEDICAL PRACTICE,4
375.22,01H,2018-06-01,40,1268,A82037,SILLOTH GROUP MEDICAL PRACTICE,4
27.48,01H,2018-06-01,21,537,A82038,TEMPLE SOWERBY MEDICAL PRACTICE,4
696.06,01K,2018-06-01,70,2088,A82039,DALTON SURGERY,4
670.28,01H,2018-06-01,92,2822,A82041,LOWTHER MEDICAL CENTRE,4
1040.71,01H,2018-06-01,137,4402,A82044,FELLVIEW HEALTHCARE,4
504.12,01H,2018-06-01,32,1252,A82045,WIGTON GROUP MEDICAL PRACTICE,4
150.14,01K,2018-06-01,40,834,A82046,WINDERMERE HEALTH CENTRE,4
829.59,01H,2018-06-01,82,2565,A82047,JAMES STREET GROUP PRACT,4
311.48,01H,2018-06-01,38,1143,A82048,BEECHWOOD GROUP PRACTICE,4
299.02,01H,2018-06-01,26,927,A82049,ORCHARD HOUSE SURGERY,4
235.76,01H,2018-06-01,37,935,A82050,OXFORD STREET SURGERY,4
782.2,01K,2018-06-01,73,1786,A82053,NUTWOOD MEDICAL PRACTICE,4
157.29,01H,2018-06-01,18,587,A82055,ASPATRIA MEDICAL GROUP,4
247.95,01H,2018-06-01,38,1234,A82058,QUEEN STREET MEDICAL PRACTICE,4
204.51,01H,2018-06-01,19,578,A82060,WHITEHAVEN MEDICAL CENTRE,4
140.25,01K,2018-06-01,20,660,A82062,ATKINSON HEALTH CENTRE,4
318.7,01H,2018-06-01,22,822,A82064,WESTCROFT HOUSE SURGERY,4
178.28,01K,2018-06-01,38,659,A82065,PENINSULA MEDICAL PRACTICE,4
159.13,01K,2018-06-01,40,840,A82068,ULVERSTON COMMUNITY HEALTH CENTRE,4
180.49,01K,2018-06-01,28,826,A82070,ST. MARY'S SURGERY,4
139.92,01K,2018-06-01,40,843,A82071,BURNETT EDGAR MEDICAL CTR,4
756.36,01K,2018-06-01,57,1890,A82072,RISEDALE SURGERY,4
0.72,01K,2018-06-01,1,28,A82074,ARNSIDE SURGERY,4
177.36,01H,2018-06-01,33,910,A82075,MANSION HOUSE SURGERY,4
53.96,01K,2018-06-01,18,618,A82077,LIVERPOOL HOUSE SURGERY,4
248.22,01K,2018-06-01,24,590,A82608,SEDBERGH MEDICAL PRACTICE,4
12.72,01H,2018-06-01,12,203,A82617,KIRKOSWALD SURGERY,4
3.02,01H,2018-06-01,16,133,A82620,GLENRIDDING HEALTH CENTRE,4
6.64,01K,2018-06-01,6,196,A82621,ASKAM SURGERY,4
191.83,01H,2018-06-01,37,1234,A82623,SOLWAY HEALTH SERVICES,4
92.76,01K,2018-06-01,14,492,A82629,THE FAMILY PRACTICE,4
164.41,01H,2018-06-01,29,541,A82631,COURT THORN SURGERY,4
87.08,01H,2018-06-01,27,778,A82646,LONGTOWN MEDICAL CENTRE,4
148.84,01K,2018-06-01,42,871,A82647,CARTMEL SURGERY,4
71.5,01K,2018-06-01,12,364,A82650,HAVERTHWAITE SURGERY,4
101.27,01K,2018-06-01,8,282,A82651,DUDDON VALLEY MEDICAL PRACTICE,4
348.15,01H,2018-06-01,60,1453,A82654,WARWICK SQUARE GROUP PRACTICE,4
781.8,00D,2018-06-01,187,2480,A83001,ST ANDREW'S MEDICAL PRACTICE,4
456.1,00D,2018-06-01,136,2159,A83003,WILLINGTON MEDICAL GROUP,4
68.3,00D,2018-06-01,20,329,A83004,AVENUE FAMILY PRACTICE,4
466.18,00C,2018-06-01,111,2157,A83005,WHINFIELD MEDICAL PRACTICE,4
618.16,00C,2018-06-01,89,1104,A83006,ORCHARD COURT SURGERY,4
675.67,00D,2018-06-01,123,2193,A83007,BLACKHALL AND PETERLEE PRACTICE,4
218.7,00D,2018-06-01,96,1206,A83008,HALLGARTH SURGERY,4
705.77,00J,2018-06-01,137,1979,A83009,BRIDGE END SURGERY,4
387.53,00C,2018-06-01,97,1995,A83010,MOORLANDS SURGERY,4
689.8,00J,2018-06-01,119,1751,A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,4
936.42,00D,2018-06-01,115,1851,A83012,WILLIAM BROWN CENTRE,4
607.39,00C,2018-06-01,113,2050,A83013,NEASHAM ROAD SURGERY,4
592.03,00J,2018-06-01,81,1289,A83014,BELMONT & SHERBURN MEDICAL GROUP,4
1129.73,00D,2018-06-01,124,2591,A83015,STATION VIEW MEDICAL CENTRE,4
512.34,00J,2018-06-01,116,2049,A83016,TANFIELD VIEW MEDICAL GROUP,4
434.96,00D,2018-06-01,90,1309,A83017,PHOENIX MEDICAL GROUP,4
1343.98,00J,2018-06-01,238,4304,A83018,CONSETT MEDICAL CENTRE,4
145.88,00D,2018-06-01,29,426,A83019,STATION ROAD SURGERY,4
604.15,00D,2018-06-01,117,2306,A83020,NORTH HOUSE SURGERY,4
831.93,00D,2018-06-01,124,2337,A83021,AUCKLAND MEDICAL GROUP,4
837.62,00J,2018-06-01,250,3986,A83022,THE MEDICAL GROUP,4
677.76,00J,2018-06-01,95,1891,A83023,STANLEY MEDICAL GROUP,4
216.06,00J,2018-06-01,73,831,A83024,WEST RAINTON SURGERY,4
942.4,00D,2018-06-01,190,3333,A83025,BISHOPGATE MEDICAL CENTRE,4
167.99,00J,2018-06-01,71,852,A83026,SACRISTON MEDICAL CENTRE,4
88.3,00J,2018-06-01,36,553,A83027,COXHOE MEDICAL PRACTICE,4
952.9,00J,2018-06-01,205,2550,A83028,MIDDLE CHARE MEDICAL GROUP,4
304.18,00J,2018-06-01,26,633,A83029,GREAT LUMLEY SURGERY,4
961.3,00J,2018-06-01,92,1922,A83030,DUNELM MEDICAL PRACTICE,4
506.69,00C,2018-06-01,138,1801,A83031,CARMEL MEDICAL PRACTICE,4
391.52,00D,2018-06-01,56,1182,A83032,WOODVIEW MEDICAL PRACTICE,4
448.58,00J,2018-06-01,119,1663,A83033,PELTON & FELLROSE MEDICAL GROUP,4
871.37,00C,2018-06-01,98,1759,A83034,BLACKETTS MEDICAL PRACTICE,4
327.16,00D,2018-06-01,61,1058,A83035,THE WEARDALE PRACTICE,4
575.75,00J,2018-06-01,150,2596,A83036,CHASTLETON MEDICAL GROUP,4
1230.77,00D,2018-06-01,218,3860,A83037,BEWICK CRESCENT SURGERY,4
249.15,00J,2018-06-01,58,890,A83038,CEDARS MEDICAL GROUP,4
699.13,00C,2018-06-01,114,1804,A83040,CLIFTON COURT MEDICAL PRACTICE,4
144.02,00D,2018-06-01,34,533,A83041,MURTON MEDICAL CENTRE,4
276.68,00D,2018-06-01,49,915,A83042,DR SIMPSON & PARTNERS,4
208.74,00D,2018-06-01,30,602,A83043,OLD FORGE SURGERY,4
447.22,00D,2018-06-01,73,1214,A83044,THE HORDEN GROUP PRACTICE,4
580.79,00D,2018-06-01,185,2549,A83045,FERRYHILL AND CHILTON MEDICAL PRACTICE,4
646.09,00D,2018-06-01,133,2285,A83046,BARNARD CASTLE SURGERY,4
609.03,00C,2018-06-01,109,1614,A83047,DENMARK STREET SURGERY,4
346.61,00C,2018-06-01,48,709,A83048,ROCKLIFFE COURT SURGERY,4
740.98,00J,2018-06-01,91,1689,A83049,QUEENS ROAD SURGERY,4
978.78,00J,2018-06-01,169,2587,A83050,CESTRIA HEALTH CENTRE,4
172.21,00D,2018-06-01,57,1001,A83051,MARLBOROUGH SURGERY,4
420.42,00D,2018-06-01,146,1719,A83052,BISHOPS CLOSE MEDICAL PRACTICE,4
571.86,00D,2018-06-01,86,1990,A83054,SKERNE MEDICAL GROUP,4
173.17,00J,2018-06-01,31,487,A83055,CHEVELEY PARK MEDICAL CTR,4
233.88,00D,2018-06-01,56,1085,A83057,EAST DURHAM MEDICAL GROUP,4
10.61,00D,2018-06-01,8,231,A83060,PINFOLD MEDICAL PRACTICE,4
119.41,00D,2018-06-01,26,373,A83061,GAINFORD SURGERY,4
327.36,00D,2018-06-01,85,1502,A83066,JUBILEE MEDICAL GROUP,4
681.01,00C,2018-06-01,107,1417,A83070,ST GEORGE'S MEDICAL PRACTICE,4
25.47,00D,2018-06-01,10,175,A83071,THE NEW SEAHAM MEDICAL GROUP,4
190.13,00J,2018-06-01,22,396,A83072,LANCHESTER MEDICAL CENTRE,4
318.39,00J,2018-06-01,52,763,A83073,DRS LAMBERT & NG,4
543.81,00D,2018-06-01,122,1884,A83074,PEASE WAY MEDICAL CENTRE,4
200.89,00D,2018-06-01,56,983,A83075,BYRON MEDICAL PRACTICE,4
101.98,00J,2018-06-01,64,791,A83076,DIPTON SURGERY,4
49.85,00D,2018-06-01,10,140,A83603,OXFORD ROAD MEDICAL PRACTICE,4
85.84,00D,2018-06-01,20,324,A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,4
9.13,00D,2018-06-01,2,56,A83616,BEVAN MEDICAL GROUP,4
273.24,00J,2018-06-01,32,557,A83617,BROWNEY HOUSE SURGERY,4
330.29,00J,2018-06-01,56,1027,A83618,OAKFIELDS HEALTH GROUP,4
63.93,00D,2018-06-01,23,245,A83619,SOUTHDENE MEDICAL CENTRE,4
57.85,00J,2018-06-01,18,196,A83622,THE HAVEN SURGERY,4
168.22,00D,2018-06-01,19,322,A83626,EVENWOOD MEDICAL PRACTICE,4
73.74,00D,2018-06-01,39,315,A83627,SILVERDALE FAMILY PRACTICE,4
61.56,00J,2018-06-01,5,228,A83630,DENHOLM HOUSE,4
9.98,00J,2018-06-01,9,280,A83632,CRAGHEAD MEDICAL CENTRE,4
49.08,00D,2018-06-01,32,541,A83634,WEST CORNFORTH MEDICAL CENTRE,4
113.47,00J,2018-06-01,27,708,A83635,BOWBURN MEDICAL CENTRE,4
243.45,00J,2018-06-01,35,546,A83636,LEADGATE SURGERY,4
191.31,00J,2018-06-01,38,659,A83637,GARDINER CRESCENT,4
578.33,00C,2018-06-01,86,924,A83641,PARKGATE SURGERY,4
207.5,00J,2018-06-01,24,347,A83644,ANNFIELD PLAIN SURGERY,4
72.72,00L,2018-06-01,16,420,A84002,THE ROTHBURY PRACTICE,4
747.22,00L,2018-06-01,108,2230,A84003,LINTONVILLE MEDICAL GROUP,4
864.32,00L,2018-06-01,123,3439,A84005,BEDLINGTONSHIRE MED.GROUP,4
710.21,00L,2018-06-01,179,3041,A84006,ALNWICK MEDICAL GROUP,4
781.43,00L,2018-06-01,130,2044,A84007,PONTELAND MEDICAL GROUP,4
100.64,00L,2018-06-01,40,616,A84008,BELFORD MEDICAL PRACTICE,4
1020.93,00L,2018-06-01,170,4207,A84009,RAILWAY MEDICAL GROUP,4
417.54,00L,2018-06-01,96,1752,A84011,WHITE MEDICAL GROUP,4
142.01,00L,2018-06-01,45,1118,A84013,THE GABLES MEDICAL GROUP,4
776.5,00L,2018-06-01,84,2397,A84014,MARINE MEDICAL GROUP,4
133.04,00L,2018-06-01,12,147,A84015,LABURNUM SURGERY,4
52.78,00L,2018-06-01,21,497,A84016,PRUDHOE MEDICAL GROUP,4
304.45,00L,2018-06-01,89,1673,A84018,CORBRIDGE HEALTH CENTRE,4
162.48,00L,2018-06-01,64,1277,A84020,GUIDEPOST MEDICAL GROUP,4
359.04,00L,2018-06-01,133,1974,A84022,COQUET MEDICAL GROUP,4
544.78,00L,2018-06-01,106,2070,A84024,BURN BRAE MEDICAL GROUP,4
300.67,00L,2018-06-01,48,994,A84025,CRAMLINGTON MEDICAL GROUP,4
374.07,00L,2018-06-01,113,2076,A84026,WELL CLOSE MEDICAL GROUP,4
31.47,00L,2018-06-01,42,532,A84027,BELLINGHAM PRACTICE,4
671.98,00L,2018-06-01,140,3051,A84028,SEATON PARK MEDICAL GROUP,4
91.94,00L,2018-06-01,23,294,A84029,WIDDRINGTON SURGERY,4
389.91,00L,2018-06-01,131,1445,A84030,VILLAGE MEDICAL GROUP,4
505.62,00L,2018-06-01,66,1868,A84031,GREYSTOKE SURGERY,4
72.53,00L,2018-06-01,25,463,A84032,CHEVIOT MEDICAL GROUP,4
479.39,00L,2018-06-01,62,1427,A84033,THE SELE MEDICAL PRACTICE,4
129.5,00L,2018-06-01,34,430,A84034,HALTWHISTLE MEDICAL GROUP,4
124.17,00L,2018-06-01,50,910,A84035,RIVERSDALE SURGERY,4
924.78,00L,2018-06-01,240,4000,A84036,WELLWAY MEDICAL GROUP,4
115.47,00L,2018-06-01,38,585,A84037,NETHERFIELD HOUSE,4
384.94,00L,2018-06-01,65,1346,A84038,FORUM FAMILY PRACTICE,4
376.56,00L,2018-06-01,54,1334,A84039,GAS HOUSE LANE SURGERY,4
102.73,00L,2018-06-01,26,329,A84040,HUMSHAUGH & WARK MED GRP,4
27.59,00L,2018-06-01,21,413,A84042,SCOTS GAP MEDICAL GROUP,4
378.91,00L,2018-06-01,81,1976,A84043,BROCKWELL MEDICAL GROUP,4
230.46,00L,2018-06-01,56,1458,A84044,UNION BRAE & NORHAM PRAC,4
434.92,00L,2018-06-01,64,1328,A84045,HAYDON BRIDGE & ALLENDALE MEDICAL PRACT,4
102.68,00L,2018-06-01,39,728,A84047,BRANCH END SURGERY,4
2.21,00L,2018-06-01,5,56,A84604,THE GLENDALE SURGERY,4
2.42,00L,2018-06-01,6,105,A84609,FELTON SURGERY,4
74.57,00L,2018-06-01,14,406,A84614,THE ADDERLANE SURGERY,4
95.75,00L,2018-06-01,16,567,A84619,ELSDON AVENUE SURGERY,4
137.45,13T,2018-06-01,95,1192,A85001,FELL TOWER MEDICAL CENTRE,4
62.48,13T,2018-06-01,28,499,A85002,BENSHAM FAMILY PRACTICE,4
337.72,13T,2018-06-01,80,1418,A85003,ROWLANDS GILL MEDICAL CENTRE,4
490.84,13T,2018-06-01,199,2108,A85004,LONGRIGG MEDICAL CENTRE,4
2599.25,13T,2018-06-01,304,7214,A85005,OXFORD TCE & RAWLING RD MEDICAL GROUP,4
240.91,13T,2018-06-01,90,1385,A85006,GLENPARK MEDICAL CENTRE,4
458.52,13T,2018-06-01,143,2564,A85007,FELL COTTAGE SURGERY,4
1595.49,13T,2018-06-01,301,4997,A85008,BIRTLEY MEDICAL GROUP,4
803.75,13T,2018-06-01,139,2473,A85009,CROWHALL MEDICAL CENTRE,4
1107.03,13T,2018-06-01,99,2207,A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,4
1016.18,13T,2018-06-01,203,3575,A85011,ST. ALBANS MEDICAL GROUP,4
66.57,13T,2018-06-01,38,378,A85012,METRO INTERCHANGE SURGERY,4
57.41,13T,2018-06-01,14,147,A85013,MILLENNIUM FAMILY PRACTICE,4
2589.96,13T,2018-06-01,157,4795,A85014,CRAWCROOK MEDICAL CENTRE,4
732.25,13T,2018-06-01,194,2300,A85016,WREKENTON MEDICAL GROUP,4
120.01,13T,2018-06-01,47,660,A85017,BEWICK ROAD SURGERY,4
87.28,13T,2018-06-01,36,450,A85018,OLDWELL SURGERY,4
140.98,13T,2018-06-01,64,1155,A85019,CENTRAL GATESHEAD MEDICAL GROUP,4
416.85,13T,2018-06-01,143,2365,A85020,WHICKHAM COTTAGE MEDICAL CENTRE,4
5.22,13T,2018-06-01,16,129,A85021,SECOND STREET SURGERY,4
150.5,13T,2018-06-01,57,525,A85023,TEAMS MEDICAL PRACTICE,4
48.2,13T,2018-06-01,29,371,A85024,CHOPWELL PRIMARY HEALTHCARE CENTRE,4
98.09,13T,2018-06-01,36,352,A85026,BEACON VIEW MEDICAL CENTRE,4
62.31,13T,2018-06-01,16,240,A85609,108 RAWLING ROAD(RAWLING ROAD PRACTICE),4
319.43,13T,2018-06-01,64,532,A85611,PELAW MEDICAL PRACTICE,4
154.61,13T,2018-06-01,28,450,A85614,THE BRIDGES MEDICAL PRACTICE,4
374.15,13T,2018-06-01,64,867,A85616,HOLLYHURST MEDICAL CENTRE,4
172.74,13T,2018-06-01,36,451,A85617,SUNNISIDE SURGERY,4
134.27,13T,2018-06-01,30,516,A85620,GRANGE ROAD MEDICAL PRACTICE,4
0.25,13T,2018-06-01,1,3,A85621,GATDOC OOH,2
483.05,13T,2018-06-01,134,1577,A86003,SAVILLE MEDICAL GROUP,4
299.57,13T,2018-06-01,58,1467,A86004,PROSPECT MEDICAL CENTRE,4
561.83,99C,2018-06-01,163,2046,A86005,WEST FARM SURGERY,4
225.18,13T,2018-06-01,87,1253,A86006,ROSEWORTH SURGERY,4
9.88,13T,2018-06-01,15,210,A86007,AVENUE MEDICAL PRACTICE,4
452.82,13T,2018-06-01,186,2965,A86008,PARK MEDICAL GROUP,4
374.86,13T,2018-06-01,60,863,A86010,BIDDLESTONE HEALTH GROUP,4
524.17,13T,2018-06-01,124,2072,A86011,WALKER MEDICAL GROUP,4
225.07,13T,2018-06-01,85,1759,A86012,WEST ROAD MEDICAL CENTRE,4
284.8,13T,2018-06-01,106,1265,A86013,DENTON PARK MEDICAL GROUP,4
376.12,13T,2018-06-01,75,1424,A86015,HOLLY MEDICAL GROUP,4
244.08,99C,2018-06-01,105,1316,A86016,LANE END SURGERY,4
1241.94,13T,2018-06-01,180,4022,A86017,CRUDDAS PARK SURGERY,4
1045.92,13T,2018-06-01,254,3900,A86018,THE GROVE MEDICAL GROUP,4
154.34,13T,2018-06-01,30,686,A86020,THE SURGERY-OSBORNE ROAD,4
357.79,13T,2018-06-01,156,1820,A86021,HOLMSIDE MEDICAL GROUP,4
633.48,13T,2018-06-01,114,1464,A86022,PARKWAY MEDICAL GROUP,4
427.74,13T,2018-06-01,116,1923,A86023,BENFIELD PARK MEDICAL GROUP,4
369.94,13T,2018-06-01,89,1291,A86024,HEATON ROAD SURGERY,4
348.48,13T,2018-06-01,137,1636,A86025,WESTERHOPE MEDICAL GROUP,4
440.44,13T,2018-06-01,113,1478,A86026,THROCKLEY PRIMARY CARE CENTRE,4
2.14,13T,2018-06-01,2,84,A86027,NEWCASTLE MEDICAL CENTRE,4
179.41,13T,2018-06-01,50,670,A86028,REGENT MEDICAL CENTRE,4
655.2,13T,2018-06-01,208,2466,A86029,THORNFIELD MEDICAL GROUP,4
575.47,13T,2018-06-01,125,1880,A86030,BETTS AVENUE MEDICAL GROUP,4
102.23,13T,2018-06-01,85,1149,A86031,FENHAM HALL SURGERY,4
386.52,13T,2018-06-01,78,1416,A86033,BRUNTON PARK,4
118.46,13T,2018-06-01,38,477,A86035,BROADWAY MEDICAL CENTRE,4
312.37,13T,2018-06-01,119,1840,A86036,GOSFORTH MEMORIAL MED.CTR,4
139.57,13T,2018-06-01,43,434,A86037,GRAINGER & SCOTSWOOD MEDICAL PRACTICES,4
184.25,13T,2018-06-01,62,939,A86038,NEWBURN SURGERY,4
229.67,13T,2018-06-01,63,1178,A86040,ST. ANTHONY'S HEALTH CENTRE,4
369.07,99C,2018-06-01,113,1768,A86041,SWARLAND AVENUE SURGERY,4
215.97,13T,2018-06-01,114,1406,A86601,DENTON TURRET MEDICAL CENTRE,4
512.15,99C,2018-06-01,125,1453,A87002,SPRING TERRACE HEALTH CENTRE,4
822.29,99C,2018-06-01,187,3009,A87003,PORTUGAL PLACE HEALTH CTR,4
486.59,99C,2018-06-01,239,3382,A87004,COLLINGWOOD SURGERY,4
153.67,99C,2018-06-01,101,1138,A87005,WHITLEY BAY HEALTH CENTRE,4
278.0,99C,2018-06-01,117,1498,A87006,49 MARINE AVENUE SURGERY,4
462.01,99C,2018-06-01,171,2066,A87007,FOREST HALL MEDICAL GROUP,4
252.34,99C,2018-06-01,53,884,A87008,MARINE AVENUE MEDICAL CTR,4
596.95,99C,2018-06-01,131,1882,A87009,PRIORY MEDICAL GROUP,4
283.46,99C,2018-06-01,57,1129,A87011,BEAUMONT PARK SURGERY,4
811.02,99C,2018-06-01,172,2624,A87012,WIDEOPEN MEDICAL CENTRE,4
388.74,99C,2018-06-01,116,1789,A87013,BEWICKE MEDICAL CENTRE,4
267.29,99C,2018-06-01,67,1100,A87015,APPLEBY SURGERY,4
