actual_cost,ccg,date,items,quantity,row_id,row_name,setting
411.78,01K,2018-08-01,68,1402,A82025,CAPTAIN FRENCH SURGERY,4
1941.5,01K,2018-08-01,165,4971,A82026,THE JAMES COCHRANE PRACT.,4
872.22,01K,2018-08-01,64,1802,A82027,STATION HOUSE SURGERY,4
651.5,01H,2018-08-01,80,2050,A82028,CASTLEHEAD MEDICAL CENTRE,4
121.37,01H,2018-08-01,37,536,A82029,THE CROFT SURGERY,4
370.47,01K,2018-08-01,87,1117,A82030,LUNESDALE SURGERY,4
14.77,01H,2018-08-01,27,357,A82031,SHAP MEDICAL PRACTICE,4
839.4,01H,2018-08-01,113,3623,A82032,MARYPORT HEALTH SERVICES,4
187.24,01K,2018-08-01,54,1744,A82033,WATERLOO HOUSE SURGERY,4
680.23,01K,2018-08-01,70,2134,A82034,STONELEIGH SURGERY,4
572.32,01H,2018-08-01,84,2158,A82035,BIRBECK MEDICAL GROUP,4
1224.13,01H,2018-08-01,63,2086,A82036,THE LAKES MEDICAL PRACTICE,4
495.46,01H,2018-08-01,52,1602,A82037,SILLOTH GROUP MEDICAL PRACTICE,4
19.71,01H,2018-08-01,16,334,A82038,TEMPLE SOWERBY MEDICAL PRACTICE,4
1150.69,01K,2018-08-01,85,2637,A82039,DALTON SURGERY,4
339.76,01H,2018-08-01,68,2100,A82041,LOWTHER MEDICAL CENTRE,4
902.94,01H,2018-08-01,112,3476,A82044,FELLVIEW HEALTHCARE,4
311.51,01H,2018-08-01,34,1066,A82045,WIGTON GROUP MEDICAL PRACTICE,4
151.11,01K,2018-08-01,36,752,A82046,WINDERMERE HEALTH CENTRE,4
915.18,01H,2018-08-01,97,3117,A82047,JAMES STREET GROUP PRACT,4
254.07,01H,2018-08-01,39,1108,A82048,BEECHWOOD GROUP PRACTICE,4
350.53,01H,2018-08-01,23,900,A82049,ORCHARD HOUSE SURGERY,4
176.07,01H,2018-08-01,33,863,A82050,OXFORD STREET SURGERY,4
643.19,01K,2018-08-01,87,2052,A82053,NUTWOOD MEDICAL PRACTICE,4
132.26,01H,2018-08-01,16,550,A82055,ASPATRIA MEDICAL GROUP,4
212.97,01H,2018-08-01,30,958,A82058,QUEEN STREET MEDICAL PRACTICE,4
64.48,01H,2018-08-01,4,112,A82060,WHITEHAVEN MEDICAL CENTRE,4
171.42,01K,2018-08-01,21,700,A82062,ATKINSON HEALTH CENTRE,4
326.86,01H,2018-08-01,20,716,A82064,WESTCROFT HOUSE SURGERY,4
152.91,01K,2018-08-01,21,455,A82065,PENINSULA MEDICAL PRACTICE,4
450.23,01K,2018-08-01,47,854,A82068,ULVERSTON COMMUNITY HEALTH CENTRE,4
316.71,01K,2018-08-01,34,981,A82070,ST. MARY'S SURGERY,4
295.48,01K,2018-08-01,40,980,A82071,BURNETT EDGAR MEDICAL CTR,4
552.81,01K,2018-08-01,62,2077,A82072,RISEDALE SURGERY,4
238.23,01H,2018-08-01,29,898,A82075,MANSION HOUSE SURGERY,4
188.3,01K,2018-08-01,28,984,A82077,LIVERPOOL HOUSE SURGERY,4
290.27,01K,2018-08-01,23,578,A82608,SEDBERGH MEDICAL PRACTICE,4
95.59,01H,2018-08-01,23,401,A82617,KIRKOSWALD SURGERY,4
4.07,01H,2018-08-01,17,140,A82620,GLENRIDDING HEALTH CENTRE,4
10.0,01K,2018-08-01,9,280,A82621,ASKAM SURGERY,4
294.73,01H,2018-08-01,43,1458,A82623,SOLWAY HEALTH SERVICES,4
91.93,01K,2018-08-01,13,464,A82629,THE FAMILY PRACTICE,4
169.53,01H,2018-08-01,38,604,A82631,COURT THORN SURGERY,4
92.66,01H,2018-08-01,25,750,A82646,LONGTOWN MEDICAL CENTRE,4
321.27,01K,2018-08-01,45,1146,A82647,CARTMEL SURGERY,4
264.6,01K,2018-08-01,17,541,A82650,HAVERTHWAITE SURGERY,4
99.43,01K,2018-08-01,7,226,A82651,DUDDON VALLEY MEDICAL PRACTICE,4
206.05,01H,2018-08-01,48,1031,A82654,WARWICK SQUARE GROUP PRACTICE,4
1143.02,00D,2018-08-01,206,2967,A83001,ST ANDREW'S MEDICAL PRACTICE,4
461.23,00D,2018-08-01,151,2081,A83003,WILLINGTON MEDICAL GROUP,4
105.17,00D,2018-08-01,21,315,A83004,AVENUE FAMILY PRACTICE,4
520.51,00C,2018-08-01,123,2904,A83005,WHINFIELD MEDICAL PRACTICE,4
643.75,00C,2018-08-01,106,1455,A83006,ORCHARD COURT SURGERY,4
713.73,00D,2018-08-01,126,2396,A83007,BLACKHALL AND PETERLEE PRACTICE,4
379.32,00D,2018-08-01,97,1299,A83008,HALLGARTH SURGERY,4
617.16,00J,2018-08-01,107,1743,A83009,BRIDGE END SURGERY,4
520.43,00C,2018-08-01,129,2561,A83010,MOORLANDS SURGERY,4
720.3,00J,2018-08-01,126,1929,A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,4
568.05,00D,2018-08-01,108,1698,A83012,WILLIAM BROWN CENTRE,4
947.79,00C,2018-08-01,135,2792,A83013,NEASHAM ROAD SURGERY,4
569.19,00J,2018-08-01,84,1408,A83014,BELMONT & SHERBURN MEDICAL GROUP,4
980.76,00D,2018-08-01,130,2498,A83015,STATION VIEW MEDICAL CENTRE,4
743.53,00J,2018-08-01,154,2500,A83016,TANFIELD VIEW MEDICAL GROUP,4
407.64,00D,2018-08-01,109,1427,A83017,PHOENIX MEDICAL GROUP,4
908.97,00J,2018-08-01,183,3150,A83018,CONSETT MEDICAL CENTRE,4
249.78,00D,2018-08-01,33,568,A83019,STATION ROAD SURGERY,4
558.23,00D,2018-08-01,134,2578,A83020,NORTH HOUSE SURGERY,4
1057.58,00D,2018-08-01,159,2834,A83021,AUCKLAND MEDICAL GROUP,4
1214.81,00J,2018-08-01,248,4236,A83022,THE MEDICAL GROUP,4
790.47,00J,2018-08-01,105,2083,A83023,STANLEY MEDICAL GROUP,4
346.47,00J,2018-08-01,86,1001,A83024,WEST RAINTON SURGERY,4
980.85,00D,2018-08-01,197,3422,A83025,BISHOPGATE MEDICAL CENTRE,4
131.13,00J,2018-08-01,72,835,A83026,SACRISTON MEDICAL CENTRE,4
86.1,00J,2018-08-01,35,476,A83027,COXHOE MEDICAL PRACTICE,4
883.8,00J,2018-08-01,232,2620,A83028,MIDDLE CHARE MEDICAL GROUP,4
335.91,00J,2018-08-01,36,807,A83029,GREAT LUMLEY SURGERY,4
682.23,00J,2018-08-01,92,1954,A83030,DUNELM MEDICAL PRACTICE,4
655.39,00C,2018-08-01,131,1859,A83031,CARMEL MEDICAL PRACTICE,4
349.06,00D,2018-08-01,53,1184,A83032,WOODVIEW MEDICAL PRACTICE,4
333.24,00J,2018-08-01,138,1726,A83033,PELTON & FELLROSE MEDICAL GROUP,4
1145.71,00C,2018-08-01,109,1987,A83034,BLACKETTS MEDICAL PRACTICE,4
381.0,00D,2018-08-01,70,1282,A83035,THE WEARDALE PRACTICE,4
766.55,00J,2018-08-01,169,2891,A83036,CHASTLETON MEDICAL GROUP,4
899.39,00D,2018-08-01,268,4004,A83037,BEWICK CRESCENT SURGERY,4
175.47,00J,2018-08-01,66,892,A83038,CEDARS MEDICAL GROUP,4
1050.8,00C,2018-08-01,150,2328,A83040,CLIFTON COURT MEDICAL PRACTICE,4
352.45,00D,2018-08-01,51,883,A83041,MURTON MEDICAL CENTRE,4
212.96,00D,2018-08-01,49,899,A83042,DR SIMPSON & PARTNERS,4
206.89,00D,2018-08-01,28,420,A83043,OLD FORGE SURGERY,4
446.79,00D,2018-08-01,62,1087,A83044,THE HORDEN GROUP PRACTICE,4
541.18,00D,2018-08-01,190,2628,A83045,FERRYHILL AND CHILTON MEDICAL PRACTICE,4
710.02,00D,2018-08-01,137,2312,A83046,BARNARD CASTLE SURGERY,4
670.59,00C,2018-08-01,104,1762,A83047,DENMARK STREET SURGERY,4
578.34,00C,2018-08-01,54,909,A83048,ROCKLIFFE COURT SURGERY,4
646.62,00J,2018-08-01,98,1607,A83049,QUEENS ROAD SURGERY,4
517.43,00J,2018-08-01,162,2473,A83050,CESTRIA HEALTH CENTRE,4
256.48,00D,2018-08-01,78,1092,A83051,MARLBOROUGH SURGERY,4
404.95,00D,2018-08-01,178,1859,A83052,BISHOPS CLOSE MEDICAL PRACTICE,4
514.94,00D,2018-08-01,93,1911,A83054,SKERNE MEDICAL GROUP,4
291.0,00J,2018-08-01,40,519,A83055,CHEVELEY PARK MEDICAL CTR,4
366.34,00D,2018-08-01,61,1289,A83057,EAST DURHAM MEDICAL GROUP,4
5.5,00D,2018-08-01,6,168,A83060,PINFOLD MEDICAL PRACTICE,4
150.34,00D,2018-08-01,33,457,A83061,GAINFORD SURGERY,4
223.79,00D,2018-08-01,73,1269,A83066,JUBILEE MEDICAL GROUP,4
259.0,00C,2018-08-01,78,748,A83070,ST GEORGE'S MEDICAL PRACTICE,4
88.99,00D,2018-08-01,24,336,A83071,THE NEW SEAHAM MEDICAL GROUP,4
190.28,00J,2018-08-01,25,453,A83072,LANCHESTER MEDICAL CENTRE,4
273.74,00J,2018-08-01,42,674,A83073,DRS LAMBERT & NG,4
783.78,00D,2018-08-01,124,2122,A83074,PEASE WAY MEDICAL CENTRE,4
392.37,00D,2018-08-01,60,1111,A83075,BYRON MEDICAL PRACTICE,4
1.51,00J,2018-08-01,3,21,A83076,DIPTON SURGERY,4
92.66,00D,2018-08-01,23,337,A83603,OXFORD ROAD MEDICAL PRACTICE,4
131.33,00D,2018-08-01,26,367,A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,4
14.92,00D,2018-08-01,9,168,A83616,BEVAN MEDICAL GROUP,4
265.82,00J,2018-08-01,34,543,A83617,BROWNEY HOUSE SURGERY,4
393.15,00J,2018-08-01,119,2019,A83618,OAKFIELDS HEALTH GROUP,4
120.46,00D,2018-08-01,26,287,A83619,SOUTHDENE MEDICAL CENTRE,4
58.61,00J,2018-08-01,16,182,A83622,THE HAVEN SURGERY,4
228.56,00D,2018-08-01,18,315,A83626,EVENWOOD MEDICAL PRACTICE,4
47.01,00D,2018-08-01,41,350,A83627,SILVERDALE FAMILY PRACTICE,4
8.7,00J,2018-08-01,5,280,A83630,DENHOLM HOUSE,4
6.19,00J,2018-08-01,6,168,A83632,CRAGHEAD MEDICAL CENTRE,4
54.05,00D,2018-08-01,32,579,A83634,WEST CORNFORTH MEDICAL CENTRE,4
169.51,00J,2018-08-01,31,842,A83635,BOWBURN MEDICAL CENTRE,4
316.65,00J,2018-08-01,40,644,A83636,LEADGATE SURGERY,4
352.77,00J,2018-08-01,40,719,A83637,GARDINER CRESCENT,4
430.95,00C,2018-08-01,109,1141,A83641,PARKGATE SURGERY,4
179.73,00J,2018-08-01,22,359,A83644,ANNFIELD PLAIN SURGERY,4
69.56,00L,2018-08-01,26,595,A84002,THE ROTHBURY PRACTICE,4
862.28,00L,2018-08-01,151,2818,A84003,LINTONVILLE MEDICAL GROUP,4
914.0,00L,2018-08-01,133,3486,A84005,BEDLINGTONSHIRE MED.GROUP,4
973.37,00L,2018-08-01,188,3250,A84006,ALNWICK MEDICAL GROUP,4
702.03,00L,2018-08-01,140,1959,A84007,PONTELAND MEDICAL GROUP,4
200.05,00L,2018-08-01,37,658,A84008,BELFORD MEDICAL PRACTICE,4
779.5,00L,2018-08-01,145,3190,A84009,RAILWAY MEDICAL GROUP,4
467.98,00L,2018-08-01,119,2098,A84011,WHITE MEDICAL GROUP,4
148.89,00L,2018-08-01,47,1168,A84013,THE GABLES MEDICAL GROUP,4
1503.56,00L,2018-08-01,105,3530,A84014,MARINE MEDICAL GROUP,4
136.28,00L,2018-08-01,18,189,A84015,LABURNUM SURGERY,4
124.6,00L,2018-08-01,29,688,A84016,PRUDHOE MEDICAL GROUP,4
312.2,00L,2018-08-01,89,1638,A84018,CORBRIDGE HEALTH CENTRE,4
218.93,00L,2018-08-01,58,1239,A84020,GUIDEPOST MEDICAL GROUP,4
584.42,00L,2018-08-01,139,2073,A84022,COQUET MEDICAL GROUP,4
871.11,00L,2018-08-01,100,2280,A84024,BURN BRAE MEDICAL GROUP,4
655.04,00L,2018-08-01,62,1544,A84025,CRAMLINGTON MEDICAL GROUP,4
357.39,00L,2018-08-01,125,2219,A84026,WELL CLOSE MEDICAL GROUP,4
23.71,00L,2018-08-01,38,385,A84027,BELLINGHAM PRACTICE,4
929.4,00L,2018-08-01,145,3385,A84028,SEATON PARK MEDICAL GROUP,4
101.15,00L,2018-08-01,21,266,A84029,WIDDRINGTON SURGERY,4
753.84,00L,2018-08-01,145,2145,A84030,VILLAGE MEDICAL GROUP,4
845.08,00L,2018-08-01,82,2388,A84031,GREYSTOKE SURGERY,4
70.17,00L,2018-08-01,25,399,A84032,CHEVIOT MEDICAL GROUP,4
744.21,00L,2018-08-01,71,2080,A84033,THE SELE MEDICAL PRACTICE,4
119.7,00L,2018-08-01,35,457,A84034,HALTWHISTLE MEDICAL GROUP,4
93.69,00L,2018-08-01,68,1092,A84035,RIVERSDALE SURGERY,4
949.16,00L,2018-08-01,287,4278,A84036,WELLWAY MEDICAL GROUP,4
87.83,00L,2018-08-01,47,595,A84037,NETHERFIELD HOUSE,4
378.33,00L,2018-08-01,70,1572,A84038,FORUM FAMILY PRACTICE,4
488.2,00L,2018-08-01,52,1252,A84039,GAS HOUSE LANE SURGERY,4
106.64,00L,2018-08-01,27,378,A84040,HUMSHAUGH & WARK MED GRP,4
22.96,00L,2018-08-01,22,335,A84042,SCOTS GAP MEDICAL GROUP,4
377.04,00L,2018-08-01,88,2053,A84043,BROCKWELL MEDICAL GROUP,4
184.77,00L,2018-08-01,56,1212,A84044,UNION BRAE & NORHAM PRAC,4
588.23,00L,2018-08-01,69,1420,A84045,HAYDON BRIDGE & ALLENDALE MEDICAL PRACT,4
109.05,00L,2018-08-01,39,651,A84047,BRANCH END SURGERY,4
3.09,00L,2018-08-01,6,84,A84604,THE GLENDALE SURGERY,4
6.12,00L,2018-08-01,12,210,A84609,FELTON SURGERY,4
115.92,00L,2018-08-01,11,345,A84614,THE ADDERLANE SURGERY,4
54.28,00L,2018-08-01,14,434,A84619,ELSDON AVENUE SURGERY,4
132.88,13T,2018-08-01,125,1551,A85001,FELL TOWER MEDICAL CENTRE,4
75.05,13T,2018-08-01,30,583,A85002,BENSHAM FAMILY PRACTICE,4
469.94,13T,2018-08-01,105,1861,A85003,ROWLANDS GILL MEDICAL CENTRE,4
613.92,13T,2018-08-01,220,2433,A85004,LONGRIGG MEDICAL CENTRE,4
2208.04,13T,2018-08-01,335,7071,A85005,OXFORD TCE & RAWLING RD MEDICAL GROUP,4
210.32,13T,2018-08-01,91,1172,A85006,GLENPARK MEDICAL CENTRE,4
404.52,13T,2018-08-01,142,2394,A85007,FELL COTTAGE SURGERY,4
1585.36,13T,2018-08-01,303,4976,A85008,BIRTLEY MEDICAL GROUP,4
746.92,13T,2018-08-01,124,2251,A85009,CROWHALL MEDICAL CENTRE,4
1032.42,13T,2018-08-01,118,2580,A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,4
838.53,13T,2018-08-01,203,3155,A85011,ST. ALBANS MEDICAL GROUP,4
142.53,13T,2018-08-01,46,436,A85012,METRO INTERCHANGE SURGERY,4
13.79,13T,2018-08-01,14,203,A85013,MILLENNIUM FAMILY PRACTICE,4
1290.02,13T,2018-08-01,109,2428,A85014,CRAWCROOK MEDICAL CENTRE,4
718.44,13T,2018-08-01,223,2546,A85016,WREKENTON MEDICAL GROUP,4
105.2,13T,2018-08-01,62,855,A85017,BEWICK ROAD SURGERY,4
177.81,13T,2018-08-01,54,703,A85018,OLDWELL SURGERY,4
164.25,13T,2018-08-01,74,1442,A85019,CENTRAL GATESHEAD MEDICAL GROUP,4
431.82,13T,2018-08-01,150,2124,A85020,WHICKHAM COTTAGE MEDICAL CENTRE,4
5.11,13T,2018-08-01,14,119,A85021,SECOND STREET SURGERY,4
64.98,13T,2018-08-01,73,553,A85023,TEAMS MEDICAL PRACTICE,4
46.32,13T,2018-08-01,22,301,A85024,CHOPWELL PRIMARY HEALTHCARE CENTRE,4
160.28,13T,2018-08-01,41,387,A85026,BEACON VIEW MEDICAL CENTRE,4
165.56,13T,2018-08-01,15,280,A85609,108 RAWLING ROAD(RAWLING ROAD PRACTICE),4
257.27,13T,2018-08-01,66,525,A85611,PELAW MEDICAL PRACTICE,4
157.44,13T,2018-08-01,31,471,A85614,THE BRIDGES MEDICAL PRACTICE,4
59.38,13T,2018-08-01,76,658,A85616,HOLLYHURST MEDICAL CENTRE,4
221.78,13T,2018-08-01,29,448,A85617,SUNNISIDE SURGERY,4
201.97,13T,2018-08-01,26,474,A85620,GRANGE ROAD MEDICAL PRACTICE,4
590.84,13T,2018-08-01,163,2042,A86003,SAVILLE MEDICAL GROUP,4
384.56,13T,2018-08-01,63,1717,A86004,PROSPECT MEDICAL CENTRE,4
463.14,99C,2018-08-01,162,1982,A86005,WEST FARM SURGERY,4
200.97,13T,2018-08-01,108,1323,A86006,ROSEWORTH SURGERY,4
13.53,13T,2018-08-01,16,308,A86007,AVENUE MEDICAL PRACTICE,4
469.2,13T,2018-08-01,181,2597,A86008,PARK MEDICAL GROUP,4
307.35,13T,2018-08-01,59,778,A86010,BIDDLESTONE HEALTH GROUP,4
889.14,13T,2018-08-01,169,2659,A86011,WALKER MEDICAL GROUP,4
195.25,13T,2018-08-01,89,1365,A86012,WEST ROAD MEDICAL CENTRE,4
430.29,13T,2018-08-01,129,1623,A86013,DENTON PARK MEDICAL GROUP,4
218.63,13T,2018-08-01,65,1106,A86015,HOLLY MEDICAL GROUP,4
216.6,99C,2018-08-01,94,1100,A86016,LANE END SURGERY,4
827.71,13T,2018-08-01,166,2951,A86017,CRUDDAS PARK SURGERY,4
958.37,13T,2018-08-01,239,4040,A86018,THE GROVE MEDICAL GROUP,4
218.31,13T,2018-08-01,23,644,A86020,THE SURGERY-OSBORNE ROAD,4
450.25,13T,2018-08-01,155,2149,A86021,HOLMSIDE MEDICAL GROUP,4
667.68,13T,2018-08-01,130,1793,A86022,PARKWAY MEDICAL GROUP,4
466.62,13T,2018-08-01,127,2090,A86023,BENFIELD PARK MEDICAL GROUP,4
327.65,13T,2018-08-01,75,1145,A86024,HEATON ROAD SURGERY,4
527.35,13T,2018-08-01,154,1896,A86025,WESTERHOPE MEDICAL GROUP,4
362.92,13T,2018-08-01,85,1324,A86026,THROCKLEY PRIMARY CARE CENTRE,4
2.6,13T,2018-08-01,1,84,A86027,NEWCASTLE MEDICAL CENTRE,4
74.31,13T,2018-08-01,57,808,A86028,REGENT MEDICAL CENTRE,4
796.59,13T,2018-08-01,221,2627,A86029,THORNFIELD MEDICAL GROUP,4
426.34,13T,2018-08-01,134,2045,A86030,BETTS AVENUE MEDICAL GROUP,4
149.94,13T,2018-08-01,80,1183,A86031,FENHAM HALL SURGERY,4
212.04,13T,2018-08-01,66,1163,A86033,BRUNTON PARK,4
93.66,13T,2018-08-01,34,428,A86035,BROADWAY MEDICAL CENTRE,4
394.7,13T,2018-08-01,114,1713,A86036,GOSFORTH MEMORIAL MED.CTR,4
151.51,13T,2018-08-01,46,532,A86037,GRAINGER & SCOTSWOOD MEDICAL PRACTICES,4
421.72,13T,2018-08-01,68,1367,A86038,NEWBURN SURGERY,4
357.39,13T,2018-08-01,102,1745,A86040,ST. ANTHONY'S HEALTH CENTRE,4
418.89,99C,2018-08-01,117,1749,A86041,SWARLAND AVENUE SURGERY,4
279.63,13T,2018-08-01,93,1298,A86601,DENTON TURRET MEDICAL CENTRE,4
500.07,99C,2018-08-01,113,1451,A87002,SPRING TERRACE HEALTH CENTRE,4
894.05,99C,2018-08-01,182,3316,A87003,PORTUGAL PLACE HEALTH CTR,4
721.76,99C,2018-08-01,235,3599,A87004,COLLINGWOOD SURGERY,4
164.94,99C,2018-08-01,103,1344,A87005,WHITLEY BAY HEALTH CENTRE,4
324.59,99C,2018-08-01,112,1360,A87006,49 MARINE AVENUE SURGERY,4
484.26,99C,2018-08-01,164,1971,A87007,FOREST HALL MEDICAL GROUP,4
397.15,99C,2018-08-01,58,1028,A87008,MARINE AVENUE MEDICAL CTR,4
327.07,99C,2018-08-01,135,1737,A87009,PRIORY MEDICAL GROUP,4
244.38,99C,2018-08-01,74,1184,A87011,BEAUMONT PARK SURGERY,4
1296.38,99C,2018-08-01,185,3295,A87012,WIDEOPEN MEDICAL CENTRE,4
220.87,99C,2018-08-01,103,1416,A87013,BEWICKE MEDICAL CENTRE,4
310.46,99C,2018-08-01,74,1168,A87015,APPLEBY SURGERY,4
714.96,99C,2018-08-01,146,2096,A87016,THE VILLAGE GREEN SURGERY,4
