actual_cost,ccg,date,items,quantity,row_id,row_name,setting
283.58,01K,2015-01-01,76,1172,A82010,ABBEY ROAD SURGERY,4
123.3,01K,2015-01-01,7,169,A82011,HARTINGTON STREET MEDICAL PRACTICE,4
3652.73,01H,2015-01-01,134,3553,A82012,BRAMPTON MEDICAL PRACTICE,4
435.09,01H,2015-01-01,32,844,A82013,UPPER EDEN MEDICAL PRACTICE,4
492.72,01H,2015-01-01,31,539,A82014,CALDBECK SURGERY,4
383.47,01H,2015-01-01,35,966,A82015,WARWICK ROAD SURGERY,4
2100.35,01H,2015-01-01,88,2685,A82016,CARLISLE HEALTHCARE,4
918.4,01H,2015-01-01,42,1656,A82017,BRUNSWICK HOUSE MEDICAL GROUP,4
777.67,01H,2015-01-01,65,2120,A82018,SPENCER ST SURGERY,4
377.52,01H,2015-01-01,31,926,A82019,FUSEHILL MEDICAL PRACTICE,4
1063.1,01H,2015-01-01,54,1737,A82020,EDEN MEDICAL GROUP,4
1247.07,01H,2015-01-01,38,1308,A82021,CASTLEGATE AND DERWENT SURGERY,4
434.26,01H,2015-01-01,28,755,A82022,DALSTON MEDICAL GROUP,4
109.78,01H,2015-01-01,25,504,A82023,DISTINGTON SURGERY,4
368.55,01H,2015-01-01,41,773,A82024,SEASCALE HEALTH CENTRE,4
1000.39,01K,2015-01-01,44,1167,A82025,CAPTAIN FRENCH SURGERY,4
1880.03,01K,2015-01-01,79,2298,A82026,THE JAMES COCHRANE PRACT.,4
1096.64,01K,2015-01-01,73,1870,A82027,STATION HOUSE SURGERY,4
444.3,01H,2015-01-01,55,1663,A82028,CASTLEHEAD MEDICAL CENTRE,4
196.82,01H,2015-01-01,11,336,A82029,THE CROFT SURGERY,4
678.6,01K,2015-01-01,49,840,A82030,LUNESDALE SURGERY,4
20.64,01H,2015-01-01,16,280,A82031,SHAP MEDICAL PRACTICE,4
995.8,01H,2015-01-01,86,2538,A82032,MARYPORT HEALTH SERVICES,4
616.74,01K,2015-01-01,40,1315,A82033,WATERLOO HOUSE SURGERY,4
1508.61,01K,2015-01-01,66,1912,A82034,STONELEIGH SURGERY,4
1200.71,01H,2015-01-01,72,2372,A82035,BIRBECK MEDICAL GROUP,4
591.08,01H,2015-01-01,61,1698,A82036,THE LAKES MEDICAL PRACTICE,4
389.93,01H,2015-01-01,25,818,A82037,SILLOTH GROUP MEDICAL PRACTICE,4
213.23,01H,2015-01-01,20,478,A82038,TEMPLE SOWERBY MEDICAL PRACTICE,4
2554.62,01K,2015-01-01,66,2490,A82039,DALTON SURGERY,4
396.93,01H,2015-01-01,25,858,A82040,CATHERINE STREET SURGERY,4
574.92,01H,2015-01-01,57,1658,A82041,LOWTHER MEDICAL CENTRE,4
1639.73,01H,2015-01-01,117,3946,A82044,FELLVIEW HEALTHCARE,4
669.47,01H,2015-01-01,34,1046,A82045,WIGTON GROUP MEDICAL PRACTICE,4
955.62,01K,2015-01-01,40,668,A82046,WINDERMERE HEALTH CENTRE,4
1003.0,01H,2015-01-01,76,2475,A82047,JAMES STREET GROUP PRACT,4
271.35,01H,2015-01-01,20,644,A82048,BEECHWOOD GROUP PRACTICE,4
305.14,01H,2015-01-01,20,728,A82049,ORCHARD HOUSE SURGERY,4
497.67,01H,2015-01-01,20,772,A82050,OXFORD STREET SURGERY,4
278.0,01H,2015-01-01,24,952,A82052,NORTH CARLISLE MEDICAL PRACTICE,4
1180.04,01K,2015-01-01,59,1306,A82053,NUTWOOD MEDICAL PRACTICE,4
408.19,01H,2015-01-01,20,762,A82055,ASPATRIA MEDICAL GROUP,4
187.58,01H,2015-01-01,27,821,A82057,DERWENT HOUSE SURGERY,4
78.84,01H,2015-01-01,19,562,A82058,QUEEN STREET MEDICAL PRACTICE,4
117.79,01H,2015-01-01,11,310,A82060,WHITEHAVEN MEDICAL CENTRE,4
292.23,01K,2015-01-01,18,645,A82062,ATKINSON HEALTH CENTRE,4
104.33,01H,2015-01-01,10,476,A82063,BANK STREET SURGERY,4
353.43,01H,2015-01-01,23,865,A82064,WESTCROFT HOUSE SURGERY,4
256.39,01K,2015-01-01,10,358,A82065,PENINSULA MEDICAL PRACTICE,4
1365.43,01K,2015-01-01,24,978,A82068,ULVERSTON COMMUNITY HEALTH CENTRE,4
1573.17,01K,2015-01-01,26,974,A82070,ST. MARY'S SURGERY,4
447.51,01K,2015-01-01,27,526,A82071,BURNETT EDGAR MEDICAL CTR,4
622.72,01K,2015-01-01,24,715,A82072,RISEDALE SURGERY,4
618.3,01K,2015-01-01,20,484,A82074,ARNSIDE SURGERY,4
385.25,01H,2015-01-01,22,748,A82075,MANSION HOUSE SURGERY,4
317.93,01K,2015-01-01,20,588,A82077,LIVERPOOL HOUSE SURGERY,4
276.4,01K,2015-01-01,37,658,A82608,SEDBERGH MEDICAL PRACTICE,4
70.05,01H,2015-01-01,9,147,A82617,KIRKOSWALD SURGERY,4
2.47,01K,2015-01-01,1,56,A82619,NELSON STREET SURGERY,4
4.03,01H,2015-01-01,2,84,A82620,GLENRIDDING HEALTH CENTRE,4
679.38,01K,2015-01-01,11,824,A82621,ASKAM SURGERY,4
468.95,01H,2015-01-01,37,1020,A82623,SOLWAY HEALTH SERVICES,4
193.92,01K,2015-01-01,12,206,A82629,THE FAMILY PRACTICE,4
483.14,01H,2015-01-01,26,518,A82631,COURT THORN SURGERY,4
79.59,01H,2015-01-01,4,112,A82635,GROSVENOR HOUSE SURGERY (W),4
79.2,01H,2015-01-01,5,140,A82641,GROSVENOR HOUSE SURGERY (F),4
75.07,01H,2015-01-01,7,252,A82642,HAWKSHEAD MEDICAL PRACTICE,4
178.25,01H,2015-01-01,22,664,A82646,LONGTOWN MEDICAL CENTRE,4
235.97,01K,2015-01-01,29,590,A82647,CARTMEL SURGERY,4
21.19,01K,2015-01-01,13,280,A82650,HAVERTHWAITE SURGERY,4
147.04,01K,2015-01-01,23,392,A82651,DUDDON VALLEY MEDICAL PRACTICE,4
283.79,01H,2015-01-01,21,436,A82654,WARWICK SQUARE GROUP PRACTICE,4
632.66,00D,2015-01-01,101,1280,A83001,ST ANDREW'S MEDICAL PRACTICE,4
516.05,00D,2015-01-01,65,1222,A83003,WILLINGTON MEDICAL GROUP,4
194.54,00D,2015-01-01,28,280,A83004,AVENUE FAMILY PRACTICE,4
732.94,00C,2015-01-01,129,1982,A83005,WHINFIELD MEDICAL PRACTICE,4
328.33,00C,2015-01-01,60,692,A83006,ORCHARD COURT SURGERY,4
766.78,00D,2015-01-01,82,1628,A83007,BLACKHALL AND PETERLEE PRACTICE,4
132.08,00D,2015-01-01,71,819,A83008,HALLGARTH SURGERY,4
296.65,00J,2015-01-01,71,924,A83009,BRIDGE END SURGERY,4
927.02,00C,2015-01-01,116,2124,A83010,MOORLANDS SURGERY,4
555.73,00J,2015-01-01,78,1290,A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,4
610.68,00D,2015-01-01,88,1486,A83012,WILLIAM BROWN CENTRE,4
953.62,00C,2015-01-01,132,1899,A83013,NEASHAM ROAD SURGERY,4
494.74,00J,2015-01-01,84,1147,A83014,BELMONT & SHERBURN MEDICAL GROUP,4
1536.0,00D,2015-01-01,157,2673,A83015,STATION VIEW MEDICAL CENTRE,4
732.82,00J,2015-01-01,117,1812,A83016,TANFIELD VIEW MEDICAL GROUP,4
259.33,00D,2015-01-01,54,947,A83017,PHOENIX MEDICAL GROUP,4
936.91,00J,2015-01-01,141,2496,A83018,CONSETT MEDICAL CENTRE,4
316.37,00D,2015-01-01,29,469,A83019,STATION ROAD SURGERY,4
830.18,00D,2015-01-01,103,2107,A83020,NORTH HOUSE SURGERY,4
1578.88,00D,2015-01-01,160,2759,A83021,AUCKLAND MEDICAL GROUP,4
1284.24,00J,2015-01-01,162,3055,A83022,THE MEDICAL GROUP,4
770.69,00J,2015-01-01,58,1199,A83023,STANLEY MEDICAL GROUP,4
343.17,00J,2015-01-01,63,662,A83024,WEST RAINTON SURGERY,4
1240.01,00D,2015-01-01,137,2801,A83025,BISHOPGATE MEDICAL CENTRE,4
231.25,00J,2015-01-01,46,810,A83026,SACRISTON MEDICAL CENTRE,4
98.49,00J,2015-01-01,23,352,A83027,COXHOE MEDICAL PRACTICE,4
516.52,00J,2015-01-01,107,1545,A83028,MIDDLE CHARE MEDICAL GROUP,4
796.37,00J,2015-01-01,44,869,A83029,GREAT LUMLEY SURGERY,4
703.08,00J,2015-01-01,98,1631,A83030,DUNELM MEDICAL PRACTICE,4
1048.3,00C,2015-01-01,72,1454,A83031,CARMEL MEDICAL PRACTICE,4
233.18,00D,2015-01-01,32,536,A83032,WOODVIEW MEDICAL PRACTICE,4
597.17,00J,2015-01-01,74,1247,A83033,PELTON & FELLROSE MEDICAL GROUP,4
762.23,00C,2015-01-01,80,1321,A83034,BLACKETTS MEDICAL PRACTICE,4
317.29,00D,2015-01-01,42,1050,A83035,THE WEARDALE PRACTICE,4
738.96,00J,2015-01-01,81,1783,A83036,CHASTLETON MEDICAL GROUP,4
754.7,00D,2015-01-01,155,2634,A83037,BEWICK CRESCENT SURGERY,4
217.24,00J,2015-01-01,41,815,A83038,CEDARS MEDICAL GROUP,4
1113.99,00C,2015-01-01,89,1730,A83040,CLIFTON COURT MEDICAL PRACTICE,4
2062.15,00D,2015-01-01,70,1224,A83041,MURTON MEDICAL CENTRE,4
274.21,00D,2015-01-01,20,487,A83042,DR SIMPSON & PARTNERS,4
32.52,00D,2015-01-01,30,623,A83043,OLD FORGE SURGERY,4
214.33,00D,2015-01-01,41,903,A83044,THE HORDEN GROUP PRACTICE,4
373.17,00D,2015-01-01,144,1906,A83045,FERRYHILL AND CHILTON MEDICAL PRACTICE,4
1028.98,00D,2015-01-01,145,2615,A83046,BARNARD CASTLE SURGERY,4
363.74,00C,2015-01-01,74,1374,A83047,DENMARK STREET SURGERY,4
370.49,00C,2015-01-01,66,820,A83048,ROCKLIFFE COURT SURGERY,4
192.51,00J,2015-01-01,51,790,A83049,QUEENS ROAD SURGERY,4
709.73,00J,2015-01-01,78,1552,A83050,CESTRIA HEALTH CENTRE,4
1197.62,00D,2015-01-01,95,1626,A83051,MARLBOROUGH SURGERY,4
413.61,00D,2015-01-01,111,1400,A83052,BISHOPS CLOSE MEDICAL PRACTICE,4
798.86,00D,2015-01-01,92,1813,A83054,SKERNE MEDICAL GROUP,4
173.33,00J,2015-01-01,11,344,A83055,CHEVELEY PARK MEDICAL CTR,4
142.46,00D,2015-01-01,32,446,A83057,EAST DURHAM MEDICAL GROUP,4
216.95,00D,2015-01-01,16,261,A83060,PINFOLD MEDICAL PRACTICE,4
101.9,00D,2015-01-01,20,618,A83061,GAINFORD SURGERY,4
642.72,00D,2015-01-01,95,1500,A83066,JUBILEE MEDICAL GROUP,4
70.86,00D,2015-01-01,10,210,A83068,JUPITER HOUSE SURGERY,4
1045.05,00C,2015-01-01,110,2265,A83070,ST GEORGE'S MEDICAL PRACTICE,4
410.79,00D,2015-01-01,27,373,A83071,THE NEW SEAHAM MEDICAL GROUP,4
104.84,00J,2015-01-01,22,375,A83072,LANCHESTER MEDICAL CENTRE,4
216.24,00J,2015-01-01,53,772,A83073,DRS LAMBERT & NG,4
536.65,00D,2015-01-01,104,1500,A83074,PEASE WAY MEDICAL CENTRE,4
1286.05,00D,2015-01-01,50,1356,A83075,BYRON MEDICAL PRACTICE,4
414.37,00J,2015-01-01,26,614,A83076,DIPTON SURGERY,4
68.02,00D,2015-01-01,10,308,A83603,OXFORD ROAD MEDICAL PRACTICE,4
220.6,00D,2015-01-01,6,151,A83616,BEVAN MEDICAL GROUP,4
126.44,00J,2015-01-01,24,447,A83617,BROWNEY HOUSE SURGERY,4
138.21,00J,2015-01-01,30,632,A83618,OAKFIELDS HEALTH GROUP,4
12.73,00D,2015-01-01,13,119,A83619,SOUTHDENE MEDICAL CENTRE,4
2.49,00J,2015-01-01,6,42,A83622,THE HAVEN SURGERY,4
230.21,00D,2015-01-01,32,714,A83626,EVENWOOD MEDICAL PRACTICE,4
246.74,00D,2015-01-01,20,266,A83627,SILVERDALE FAMILY PRACTICE,4
48.95,00J,2015-01-01,16,184,A83630,DENHOLM HOUSE,4
20.41,00J,2015-01-01,7,210,A83632,CRAGHEAD MEDICAL CENTRE,4
200.99,00D,2015-01-01,26,506,A83634,WEST CORNFORTH MEDICAL CENTRE,4
64.99,00J,2015-01-01,11,310,A83635,BOWBURN MEDICAL CENTRE,4
102.04,00J,2015-01-01,40,422,A83636,LEADGATE SURGERY,4
82.98,00J,2015-01-01,13,175,A83637,GARDINER CRESCENT,4
11.05,00D,2015-01-01,12,147,A83638,SHILDON HEALTH CLINIC,4
123.52,00C,2015-01-01,33,357,A83641,PARKGATE SURGERY,4
161.14,00J,2015-01-01,28,396,A83644,ANNFIELD PLAIN SURGERY,4
225.72,00L,2015-01-01,15,532,A84002,THE ROTHBURY PRACTICE,4
709.88,00L,2015-01-01,110,1998,A84003,LINTONVILLE MEDICAL GROUP,4
1132.36,00L,2015-01-01,81,1631,A84005,BEDLINGTONSHIRE MED.GROUP,4
391.71,00L,2015-01-01,41,842,A84006,ALNWICK MEDICAL GROUP,4
695.74,00L,2015-01-01,131,1937,A84007,PONTELAND MEDICAL GROUP,4
24.47,00L,2015-01-01,32,357,A84008,BELFORD MEDICAL PRACTICE,4
698.08,00L,2015-01-01,48,1158,A84009,RAILWAY MEDICAL GROUP,4
574.23,00L,2015-01-01,74,1309,A84011,WHITE MEDICAL GROUP,4
676.84,00L,2015-01-01,34,1100,A84013,THE GABLES MEDICAL GROUP,4
1176.07,00L,2015-01-01,25,1017,A84014,MARINE MEDICAL GROUP,4
412.73,00L,2015-01-01,32,413,A84015,LABURNUM SURGERY,4
173.66,00L,2015-01-01,24,700,A84016,PRUDHOE MEDICAL GROUP,4
906.76,00L,2015-01-01,114,2023,A84018,CORBRIDGE HEALTH CENTRE,4
1327.68,00L,2015-01-01,63,1238,A84020,GUIDEPOST MEDICAL GROUP,4
1154.46,00L,2015-01-01,81,1570,A84021,INFIRMARY DRIVE MEDICAL GROUP,4
676.16,00L,2015-01-01,109,1778,A84022,COQUET MEDICAL GROUP,4
665.45,00L,2015-01-01,124,2074,A84024,BURN BRAE MEDICAL GROUP,4
1044.35,00L,2015-01-01,57,1651,A84025,CRAMLINGTON MEDICAL GROUP,4
714.82,00L,2015-01-01,98,1661,A84026,WELL CLOSE MEDICAL GROUP,4
33.78,00L,2015-01-01,30,448,A84027,BELLINGHAM PRACTICE,4
1132.23,00L,2015-01-01,136,2948,A84028,SEATON PARK MEDICAL GROUP,4
23.71,00L,2015-01-01,27,245,A84029,WIDDRINGTON SURGERY,4
795.35,00L,2015-01-01,67,920,A84030,VILLAGE MEDICAL GROUP,4
653.25,00L,2015-01-01,41,973,A84031,GREYSTOKE SURGERY,4
74.36,00L,2015-01-01,21,273,A84032,CHEVIOT MEDICAL GROUP,4
501.63,00L,2015-01-01,67,1597,A84033,THE SELE MEDICAL PRACTICE,4
119.33,00L,2015-01-01,43,609,A84034,HALTWHISTLE MEDICAL GROUP,4
205.85,00L,2015-01-01,62,884,A84035,RIVERSDALE SURGERY,4
999.14,00L,2015-01-01,186,2687,A84036,WELLWAY MEDICAL GROUP,4
413.77,00L,2015-01-01,26,315,A84037,NETHERFIELD HOUSE,4
1012.74,00L,2015-01-01,53,1065,A84038,FORUM FAMILY PRACTICE,4
304.23,00L,2015-01-01,31,472,A84039,GAS HOUSE LANE SURGERY,4
135.27,00L,2015-01-01,24,452,A84040,HUMSHAUGH & WARK MED GRP,4
142.88,00L,2015-01-01,14,210,A84042,SCOTS GAP MEDICAL GROUP,4
1000.38,00L,2015-01-01,59,1841,A84043,BROCKWELL MEDICAL GROUP,4
768.81,00L,2015-01-01,53,1161,A84044,UNION BRAE & NORHAM PRAC,4
321.45,00L,2015-01-01,48,715,A84045,HAYDON BRIDGE & ALLENDALE MEDICAL PRACT,4
352.72,00L,2015-01-01,62,989,A84047,BRANCH END SURGERY,4
299.64,00L,2015-01-01,36,877,A84048,STATION MEDICAL GROUP,4
5.3,00L,2015-01-01,4,112,A84604,THE GLENDALE SURGERY,4
145.19,00L,2015-01-01,16,238,A84609,FELTON SURGERY,4
89.8,00L,2015-01-01,3,134,A84613,HARBOTTLE SURGERY,4
76.82,00L,2015-01-01,19,238,A84614,THE ADDERLANE SURGERY,4
45.77,00L,2015-01-01,6,114,A84619,ELSDON AVENUE SURGERY,4
265.96,13T,2015-01-01,84,892,A85001,FELL TOWER MEDICAL CENTRE,4
244.89,13T,2015-01-01,34,811,A85002,BENSHAM FAMILY PRACTICE,4
968.53,13T,2015-01-01,92,1618,A85003,ROWLANDS GILL MEDICAL CENTRE,4
846.72,13T,2015-01-01,187,2052,A85004,LONGRIGG MEDICAL CENTRE,4
1344.83,13T,2015-01-01,207,4084,A85005,OXFORD TCE & RAWLING RD MEDICAL GROUP,4
717.0,13T,2015-01-01,112,1346,A85006,GLENPARK MEDICAL CENTRE,4
432.77,13T,2015-01-01,111,2264,A85007,FELL COTTAGE SURGERY,4
1343.93,13T,2015-01-01,153,3109,A85008,BIRTLEY MEDICAL GROUP,4
1241.8,13T,2015-01-01,116,2102,A85009,CROWHALL MEDICAL CENTRE,4
1233.33,13T,2015-01-01,130,2776,A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,4
719.01,13T,2015-01-01,155,1959,A85011,ST. ALBANS MEDICAL GROUP,4
176.85,13T,2015-01-01,20,280,A85012,METRO INTERCHANGE SURGERY,4
103.79,13T,2015-01-01,18,330,A85013,MILLENNIUM FAMILY PRACTICE,4
920.81,13T,2015-01-01,98,2016,A85014,CRAWCROOK MEDICAL CENTRE,4
731.87,13T,2015-01-01,143,1830,A85016,WREKENTON MEDICAL GROUP,4
242.95,13T,2015-01-01,49,695,A85017,BEWICK ROAD SURGERY,4
740.75,13T,2015-01-01,51,1135,A85018,OLDWELL SURGERY,4
208.98,13T,2015-01-01,79,1146,A85019,CENTRAL GATESHEAD MEDICAL GROUP,4
632.34,13T,2015-01-01,165,2974,A85020,WHICKHAM COTTAGE MEDICAL CENTRE,4
14.59,13T,2015-01-01,13,112,A85021,SECOND STREET SURGERY,4
13.06,13T,2015-01-01,20,203,A85023,TEAMS MEDICAL PRACTICE,4
33.36,13T,2015-01-01,49,448,A85024,CHOPWELL PRIMARY HEALTHCARE CENTRE,4
93.89,13T,2015-01-01,40,392,A85026,BEACON VIEW MEDICAL CENTRE,4
230.41,13T,2015-01-01,33,365,A85605,ELVASTON ROAD SURGERY,4
85.54,13T,2015-01-01,15,254,A85609,108 RAWLING ROAD(RAWLING ROAD PRACTICE),4
127.56,13T,2015-01-01,77,728,A85611,PELAW MEDICAL PRACTICE,4
101.68,13T,2015-01-01,38,399,A85614,THE BRIDGES MEDICAL PRACTICE,4
176.37,13T,2015-01-01,34,428,A85616,HOLLYHURST MEDICAL CENTRE,4
104.47,13T,2015-01-01,15,347,A85617,SUNNISIDE SURGERY,4
335.11,13T,2015-01-01,34,690,A85620,GRANGE ROAD MEDICAL PRACTICE,4
1320.57,13T,2015-01-01,127,2911,A86003,SAVILLE MEDICAL GROUP,4
374.14,13T,2015-01-01,57,1881,A86004,PROSPECT MEDICAL CENTRE,4
281.23,99C,2015-01-01,75,906,A86005,WEST FARM SURGERY,4
747.63,13T,2015-01-01,94,1061,A86006,ROSEWORTH SURGERY,4
10.96,13T,2015-01-01,9,112,A86007,AVENUE MEDICAL PRACTICE,4
780.71,13T,2015-01-01,116,2262,A86008,PARK MEDICAL GROUP,4
316.16,13T,2015-01-01,42,630,A86009,FALCON MEDICAL GROUP,4
335.03,13T,2015-01-01,57,1050,A86010,BIDDLESTONE HEALTH GROUP,4
669.78,13T,2015-01-01,130,2002,A86011,WALKER MEDICAL GROUP,4
277.2,13T,2015-01-01,49,898,A86012,WEST ROAD MEDICAL CENTRE,4
465.99,13T,2015-01-01,82,1273,A86013,DENTON PARK MEDICAL GROUP,4
777.16,13T,2015-01-01,76,1363,A86015,HOLLY MEDICAL GROUP,4
502.87,99C,2015-01-01,108,1316,A86016,LANE END SURGERY,4
1242.16,13T,2015-01-01,115,2565,A86017,CRUDDAS PARK SURGERY,4
825.1,13T,2015-01-01,145,2409,A86018,THE GROVE MEDICAL GROUP,4
213.24,13T,2015-01-01,42,490,A86020,THE SURGERY-OSBORNE ROAD,4
485.46,13T,2015-01-01,154,2111,A86021,HOLMSIDE MEDICAL GROUP,4
760.96,13T,2015-01-01,88,1224,A86022,PARKWAY MEDICAL GROUP,4
897.97,13T,2015-01-01,69,1287,A86023,BENFIELD PARK MEDICAL GROUP,4
140.84,13T,2015-01-01,52,782,A86024,HEATON ROAD SURGERY,4
543.73,13T,2015-01-01,132,1869,A86025,WESTERHOPE MEDICAL GROUP,4
492.55,13T,2015-01-01,64,1085,A86026,THROCKLEY PRIMARY CARE CENTRE,4
10.58,13T,2015-01-01,2,140,A86027,NEWCASTLE MEDICAL CENTRE,4
40.54,13T,2015-01-01,14,392,A86028,REGENT MEDICAL CENTRE,4
