Time period,OrgCode,ParentOrgCode,QuitStatus,MonitoringCategory,Total
2018/19,E06000003,E12000001,Quit,Med plus unlicensed NCP - conc,34
2018/19,E06000003,E12000001,Quit,Med plus unlicensed NCP - cons,6
2018/19,E06000003,E12000001,Quit,None,2
2018/19,E06000003,E12000001,Quit,Not known,0
2018/19,E06000003,E12000001,Quit,Unlicensed NCP,8
2018/19,E06000003,E12000001,Quit,Varenicline,267
2018/19,E06000003,E12000001,Set quit date,Bupropion,0
2018/19,E06000003,E12000001,Set quit date,Licensed NCP,124
2018/19,E06000003,E12000001,Set quit date,Licensed NCP multiple,479
2018/19,E06000003,E12000001,Set quit date,Licensed NCP plus bup/var,28
2018/19,E06000003,E12000001,Set quit date,Med plus unlicensed NCP - conc,58
2018/19,E06000003,E12000001,Set quit date,Med plus unlicensed NCP - cons,9
2018/19,E06000003,E12000001,Set quit date,None,6
2018/19,E06000003,E12000001,Set quit date,Not known,5
2018/19,E06000003,E12000001,Set quit date,Unlicensed NCP,16
2018/19,E06000003,E12000001,Set quit date,Varenicline,462
2018/19,E06000004,E12000001,Quit,Bupropion,0
2018/19,E06000004,E12000001,Quit,Licensed NCP,87
2018/19,E06000004,E12000001,Quit,Licensed NCP multiple,272
2018/19,E06000004,E12000001,Quit,Licensed NCP plus bup/var,2
2018/19,E06000004,E12000001,Quit,Med plus unlicensed NCP - conc,31
2018/19,E06000004,E12000001,Quit,Med plus unlicensed NCP - cons,4
2018/19,E06000004,E12000001,Quit,None,5
2018/19,E06000004,E12000001,Quit,Not known,0
2018/19,E06000004,E12000001,Quit,Unlicensed NCP,2
2018/19,E06000004,E12000001,Quit,Varenicline,289
2018/19,E06000004,E12000001,Set quit date,Bupropion,0
2018/19,E06000004,E12000001,Set quit date,Licensed NCP,251
2018/19,E06000004,E12000001,Set quit date,Licensed NCP multiple,832
2018/19,E06000004,E12000001,Set quit date,Licensed NCP plus bup/var,5
2018/19,E06000004,E12000001,Set quit date,Med plus unlicensed NCP - conc,54
2018/19,E06000004,E12000001,Set quit date,Med plus unlicensed NCP - cons,9
2018/19,E06000004,E12000001,Set quit date,None,12
2018/19,E06000004,E12000001,Set quit date,Not known,4
2018/19,E06000004,E12000001,Set quit date,Unlicensed NCP,2
2018/19,E06000004,E12000001,Set quit date,Varenicline,505
2018/19,E06000005,E12000001,Quit,Bupropion,1
2018/19,E06000005,E12000001,Quit,Licensed NCP,4
2018/19,E06000005,E12000001,Quit,Licensed NCP multiple,50
2018/19,E06000005,E12000001,Quit,Licensed NCP plus bup/var,3
2018/19,E06000005,E12000001,Quit,Med plus unlicensed NCP - conc,1
2018/19,E06000005,E12000001,Quit,Med plus unlicensed NCP - cons,0
2018/19,E06000005,E12000001,Quit,None,0
2018/19,E06000005,E12000001,Quit,Not known,0
2018/19,E06000005,E12000001,Quit,Unlicensed NCP,0
2018/19,E06000005,E12000001,Quit,Varenicline,131
2018/19,E06000005,E12000001,Set quit date,Bupropion,1
2018/19,E06000005,E12000001,Set quit date,Licensed NCP,11
2018/19,E06000005,E12000001,Set quit date,Licensed NCP multiple,94
2018/19,E06000005,E12000001,Set quit date,Licensed NCP plus bup/var,8
2018/19,E06000005,E12000001,Set quit date,Med plus unlicensed NCP - conc,1
2018/19,E06000005,E12000001,Set quit date,Med plus unlicensed NCP - cons,0
2018/19,E06000005,E12000001,Set quit date,None,0
2018/19,E06000005,E12000001,Set quit date,Not known,0
2018/19,E06000005,E12000001,Set quit date,Unlicensed NCP,0
2018/19,E06000005,E12000001,Set quit date,Varenicline,167
2018/19,E06000006,E12000002,Quit,Bupropion,2
2018/19,E06000006,E12000002,Quit,Licensed NCP,227
2018/19,E06000006,E12000002,Quit,Licensed NCP multiple,79
2018/19,E06000006,E12000002,Quit,Licensed NCP plus bup/var,0
2018/19,E06000006,E12000002,Quit,Med plus unlicensed NCP - conc,0
2018/19,E06000006,E12000002,Quit,Med plus unlicensed NCP - cons,0
2018/19,E06000006,E12000002,Quit,None,13
2018/19,E06000006,E12000002,Quit,Not known,0
2018/19,E06000006,E12000002,Quit,Unlicensed NCP,4
2018/19,E06000006,E12000002,Quit,Varenicline,244
2018/19,E06000006,E12000002,Set quit date,Bupropion,3
2018/19,E06000006,E12000002,Set quit date,Licensed NCP,393
2018/19,E06000006,E12000002,Set quit date,Licensed NCP multiple,116
2018/19,E06000006,E12000002,Set quit date,Licensed NCP plus bup/var,0
2018/19,E06000006,E12000002,Set quit date,Med plus unlicensed NCP - conc,2
2018/19,E06000006,E12000002,Set quit date,Med plus unlicensed NCP - cons,0
2018/19,E06000006,E12000002,Set quit date,None,22
2018/19,E06000006,E12000002,Set quit date,Not known,0
2018/19,E06000006,E12000002,Set quit date,Unlicensed NCP,5
2018/19,E06000006,E12000002,Set quit date,Varenicline,378
2018/19,E06000007,E12000002,Quit,Bupropion,2
2018/19,E06000007,E12000002,Quit,Licensed NCP,191
2018/19,E06000007,E12000002,Quit,Licensed NCP multiple,180
2018/19,E06000007,E12000002,Quit,Licensed NCP plus bup/var,0
2018/19,E06000007,E12000002,Quit,Med plus unlicensed NCP - conc,19
2018/19,E06000007,E12000002,Quit,Med plus unlicensed NCP - cons,6
2018/19,E06000007,E12000002,Quit,None,15
2018/19,E06000007,E12000002,Quit,Not known,23
2018/19,E06000007,E12000002,Quit,Unlicensed NCP,37
2018/19,E06000007,E12000002,Quit,Varenicline,415
2018/19,E06000007,E12000002,Set quit date,Bupropion,6
2018/19,E06000007,E12000002,Set quit date,Licensed NCP,246
2018/19,E06000007,E12000002,Set quit date,Licensed NCP multiple,251
2018/19,E06000007,E12000002,Set quit date,Licensed NCP plus bup/var,0
2018/19,E06000007,E12000002,Set quit date,Med plus unlicensed NCP - conc,23
2018/19,E06000007,E12000002,Set quit date,Med plus unlicensed NCP - cons,6
2018/19,E06000007,E12000002,Set quit date,None,19
2018/19,E06000007,E12000002,Set quit date,Not known,28
2018/19,E06000007,E12000002,Set quit date,Unlicensed NCP,46
2018/19,E06000007,E12000002,Set quit date,Varenicline,478
2018/19,E06000008,E12000002,Quit,Bupropion,0
2018/19,E06000008,E12000002,Quit,Licensed NCP,161
2018/19,E06000008,E12000002,Quit,Licensed NCP multiple,24
2018/19,E06000008,E12000002,Quit,Licensed NCP plus bup/var,0
2018/19,E06000008,E12000002,Quit,Med plus unlicensed NCP - conc,0
2018/19,E06000008,E12000002,Quit,Med plus unlicensed NCP - cons,0
2018/19,E06000008,E12000002,Quit,None,153
2018/19,E06000008,E12000002,Quit,Not known,0
2018/19,E06000008,E12000002,Quit,Unlicensed NCP,0
2018/19,E06000008,E12000002,Quit,Varenicline,0
2018/19,E06000008,E12000002,Set quit date,Bupropion,0
2018/19,E06000008,E12000002,Set quit date,Licensed NCP,457
2018/19,E06000008,E12000002,Set quit date,Licensed NCP multiple,39
2018/19,E06000008,E12000002,Set quit date,Licensed NCP plus bup/var,0
2018/19,E06000008,E12000002,Set quit date,Med plus unlicensed NCP - conc,0
2018/19,E06000008,E12000002,Set quit date,Med plus unlicensed NCP - cons,0
2018/19,E06000008,E12000002,Set quit date,None,477
2018/19,E06000008,E12000002,Set quit date,Not known,0
2018/19,E06000008,E12000002,Set quit date,Unlicensed NCP,0
2018/19,E06000008,E12000002,Set quit date,Varenicline,0
2018/19,E06000009,E12000002,Quit,Bupropion,16
2018/19,E06000009,E12000002,Quit,Licensed NCP,13
2018/19,E06000009,E12000002,Quit,Licensed NCP multiple,7
2018/19,E06000009,E12000002,Quit,Licensed NCP plus bup/var,0
2018/19,E06000009,E12000002,Quit,Med plus unlicensed NCP - conc,41
2018/19,E06000009,E12000002,Quit,Med plus unlicensed NCP - cons,7
2018/19,E06000009,E12000002,Quit,None,43
2018/19,E06000009,E12000002,Quit,Not known,0
2018/19,E06000009,E12000002,Quit,Unlicensed NCP,7
2018/19,E06000009,E12000002,Quit,Varenicline,8
2018/19,E06000009,E12000002,Set quit date,Bupropion,49
2018/19,E06000009,E12000002,Set quit date,Licensed NCP,64
2018/19,E06000009,E12000002,Set quit date,Licensed NCP multiple,234
2018/19,E06000009,E12000002,Set quit date,Licensed NCP plus bup/var,1
2018/19,E06000009,E12000002,Set quit date,Med plus unlicensed NCP - conc,57
2018/19,E06000009,E12000002,Set quit date,Med plus unlicensed NCP - cons,8
2018/19,E06000009,E12000002,Set quit date,None,259
2018/19,E06000009,E12000002,Set quit date,Not known,138
2018/19,E06000009,E12000002,Set quit date,Unlicensed NCP,16
2018/19,E06000009,E12000002,Set quit date,Varenicline,27
2018/19,E06000010,E12000003,Quit,Bupropion,1
2018/19,E06000010,E12000003,Quit,Licensed NCP,282
2018/19,E06000010,E12000003,Quit,Licensed NCP multiple,340
2018/19,E06000010,E12000003,Quit,Licensed NCP plus bup/var,11
2018/19,E06000010,E12000003,Quit,Med plus unlicensed NCP - conc,89
2018/19,E06000010,E12000003,Quit,Med plus unlicensed NCP - cons,67
2018/19,E06000010,E12000003,Quit,None,46
2018/19,E06000010,E12000003,Quit,Not known,0
2018/19,E06000010,E12000003,Quit,Unlicensed NCP,26
2018/19,E06000010,E12000003,Quit,Varenicline,335
2018/19,E06000010,E12000003,Set quit date,Bupropion,2
2018/19,E06000010,E12000003,Set quit date,Licensed NCP,416
2018/19,E06000010,E12000003,Set quit date,Licensed NCP multiple,527
2018/19,E06000010,E12000003,Set quit date,Licensed NCP plus bup/var,23
2018/19,E06000010,E12000003,Set quit date,Med plus unlicensed NCP - conc,110
2018/19,E06000010,E12000003,Set quit date,Med plus unlicensed NCP - cons,84
2018/19,E06000010,E12000003,Set quit date,None,57
2018/19,E06000010,E12000003,Set quit date,Not known,2
2018/19,E06000010,E12000003,Set quit date,Unlicensed NCP,29
2018/19,E06000010,E12000003,Set quit date,Varenicline,415
2018/19,E06000011,E12000003,Quit,Bupropion,0
2018/19,E06000011,E12000003,Quit,Licensed NCP,57
2018/19,E06000011,E12000003,Quit,Licensed NCP multiple,440
2018/19,E06000011,E12000003,Quit,Licensed NCP plus bup/var,0
2018/19,E06000011,E12000003,Quit,Med plus unlicensed NCP - conc,0
2018/19,E06000011,E12000003,Quit,Med plus unlicensed NCP - cons,0
2018/19,E06000011,E12000003,Quit,None,64
2018/19,E06000011,E12000003,Quit,Not known,4
2018/19,E06000011,E12000003,Quit,Unlicensed NCP,0
2018/19,E06000011,E12000003,Quit,Varenicline,284
2018/19,E06000011,E12000003,Set quit date,Bupropion,0
2018/19,E06000011,E12000003,Set quit date,Licensed NCP,94
2018/19,E06000011,E12000003,Set quit date,Licensed NCP multiple,722
2018/19,E06000011,E12000003,Set quit date,Licensed NCP plus bup/var,0
2018/19,E06000011,E12000003,Set quit date,Med plus unlicensed NCP - conc,0
2018/19,E06000011,E12000003,Set quit date,Med plus unlicensed NCP - cons,0
2018/19,E06000011,E12000003,Set quit date,None,122
2018/19,E06000011,E12000003,Set quit date,Not known,80
2018/19,E06000011,E12000003,Set quit date,Unlicensed NCP,0
2018/19,E06000011,E12000003,Set quit date,Varenicline,392
2018/19,E06000012,E12000003,Quit,Bupropion,2
2018/19,E06000012,E12000003,Quit,Licensed NCP,94
2018/19,E06000012,E12000003,Quit,Licensed NCP multiple,55
2018/19,E06000012,E12000003,Quit,Licensed NCP plus bup/var,5
2018/19,E06000012,E12000003,Quit,Med plus unlicensed NCP - conc,24
2018/19,E06000012,E12000003,Quit,Med plus unlicensed NCP - cons,7
2018/19,E06000012,E12000003,Quit,None,14
2018/19,E06000012,E12000003,Quit,Not known,0
2018/19,E06000012,E12000003,Quit,Unlicensed NCP,6
2018/19,E06000012,E12000003,Quit,Varenicline,215
2018/19,E06000012,E12000003,Set quit date,Bupropion,5
2018/19,E06000012,E12000003,Set quit date,Licensed NCP,245
2018/19,E06000012,E12000003,Set quit date,Licensed NCP multiple,108
2018/19,E06000012,E12000003,Set quit date,Licensed NCP plus bup/var,20
2018/19,E06000012,E12000003,Set quit date,Med plus unlicensed NCP - conc,33
2018/19,E06000012,E12000003,Set quit date,Med plus unlicensed NCP - cons,8
2018/19,E06000012,E12000003,Set quit date,None,23
2018/19,E06000012,E12000003,Set quit date,Not known,6
2018/19,E06000012,E12000003,Set quit date,Unlicensed NCP,8
2018/19,E06000012,E12000003,Set quit date,Varenicline,321
2018/19,E06000013,E12000003,Quit,Bupropion,0
2018/19,E06000013,E12000003,Quit,Licensed NCP,0
2018/19,E06000013,E12000003,Quit,Licensed NCP multiple,0
2018/19,E06000013,E12000003,Quit,Licensed NCP plus bup/var,0
2018/19,E06000013,E12000003,Quit,Med plus unlicensed NCP - conc,0
2018/19,E06000013,E12000003,Quit,Med plus unlicensed NCP - cons,0
2018/19,E06000013,E12000003,Quit,None,0
2018/19,E06000013,E12000003,Quit,Not known,138
2018/19,E06000013,E12000003,Quit,Unlicensed NCP,0
2018/19,E06000013,E12000003,Quit,Varenicline,0
2018/19,E06000013,E12000003,Set quit date,Bupropion,0
2018/19,E06000013,E12000003,Set quit date,Licensed NCP,0
2018/19,E06000013,E12000003,Set quit date,Licensed NCP multiple,0
2018/19,E06000013,E12000003,Set quit date,Licensed NCP plus bup/var,0
2018/19,E06000013,E12000003,Set quit date,Med plus unlicensed NCP - conc,0
2018/19,E06000013,E12000003,Set quit date,Med plus unlicensed NCP - cons,0
2018/19,E06000013,E12000003,Set quit date,None,0
2018/19,E06000013,E12000003,Set quit date,Not known,294
2018/19,E06000013,E12000003,Set quit date,Unlicensed NCP,0
2018/19,E06000013,E12000003,Set quit date,Varenicline,0
2018/19,E06000015,E12000004,Quit,Bupropion,0
2018/19,E06000015,E12000004,Quit,Licensed NCP,252
2018/19,E06000015,E12000004,Quit,Licensed NCP multiple,325
2018/19,E06000015,E12000004,Quit,Licensed NCP plus bup/var,30
2018/19,E06000015,E12000004,Quit,Med plus unlicensed NCP - conc,5
2018/19,E06000015,E12000004,Quit,Med plus unlicensed NCP - cons,14
2018/19,E06000015,E12000004,Quit,None,33
2018/19,E06000015,E12000004,Quit,Not known,21
2018/19,E06000015,E12000004,Quit,Unlicensed NCP,73
2018/19,E06000015,E12000004,Quit,Varenicline,447
2018/19,E06000015,E12000004,Set quit date,Bupropion,0
2018/19,E06000015,E12000004,Set quit date,Licensed NCP,399
2018/19,E06000015,E12000004,Set quit date,Licensed NCP multiple,497
2018/19,E06000015,E12000004,Set quit date,Licensed NCP plus bup/var,57
2018/19,E06000015,E12000004,Set quit date,Med plus unlicensed NCP - conc,7
2018/19,E06000015,E12000004,Set quit date,Med plus unlicensed NCP - cons,33
2018/19,E06000015,E12000004,Set quit date,None,53
2018/19,E06000015,E12000004,Set quit date,Not known,34
2018/19,E06000015,E12000004,Set quit date,Unlicensed NCP,116
2018/19,E06000015,E12000004,Set quit date,Varenicline,615
2018/19,E06000016,E12000004,Quit,Bupropion,0
2018/19,E06000016,E12000004,Quit,Licensed NCP,125
2018/19,E06000016,E12000004,Quit,Licensed NCP multiple,302
2018/19,E06000016,E12000004,Quit,Licensed NCP plus bup/var,24
2018/19,E06000016,E12000004,Quit,Med plus unlicensed NCP - conc,476
2018/19,E06000016,E12000004,Quit,Med plus unlicensed NCP - cons,10
2018/19,E06000016,E12000004,Quit,None,11
2018/19,E06000016,E12000004,Quit,Not known,0
2018/19,E06000016,E12000004,Quit,Unlicensed NCP,70
2018/19,E06000016,E12000004,Quit,Varenicline,313
2018/19,E06000016,E12000004,Set quit date,Bupropion,1
2018/19,E06000016,E12000004,Set quit date,Licensed NCP,270
2018/19,E06000016,E12000004,Set quit date,Licensed NCP multiple,650
2018/19,E06000016,E12000004,Set quit date,Licensed NCP plus bup/var,55
2018/19,E06000016,E12000004,Set quit date,Med plus unlicensed NCP - conc,718
2018/19,E06000016,E12000004,Set quit date,Med plus unlicensed NCP - cons,14
2018/19,E06000016,E12000004,Set quit date,None,35
2018/19,E06000016,E12000004,Set quit date,Not known,6
2018/19,E06000016,E12000004,Set quit date,Unlicensed NCP,112
2018/19,E06000016,E12000004,Set quit date,Varenicline,553
2018/19,E06000017,E12000004,Quit,Bupropion,0
2018/19,E06000017,E12000004,Quit,Licensed NCP,0
2018/19,E06000017,E12000004,Quit,Licensed NCP multiple,36
2018/19,E06000017,E12000004,Quit,Licensed NCP plus bup/var,0
2018/19,E06000017,E12000004,Quit,Med plus unlicensed NCP - conc,0
2018/19,E06000017,E12000004,Quit,Med plus unlicensed NCP - cons,0
2018/19,E06000017,E12000004,Quit,None,0
2018/19,E06000017,E12000004,Quit,Not known,0
2018/19,E06000017,E12000004,Quit,Unlicensed NCP,0
2018/19,E06000017,E12000004,Quit,Varenicline,28
2018/19,E06000017,E12000004,Set quit date,Bupropion,0
2018/19,E06000017,E12000004,Set quit date,Licensed NCP,1
2018/19,E06000017,E12000004,Set quit date,Licensed NCP multiple,48
2018/19,E06000017,E12000004,Set quit date,Licensed NCP plus bup/var,0
2018/19,E06000017,E12000004,Set quit date,Med plus unlicensed NCP - conc,0
2018/19,E06000017,E12000004,Set quit date,Med plus unlicensed NCP - cons,0
2018/19,E06000017,E12000004,Set quit date,None,0
2018/19,E06000017,E12000004,Set quit date,Not known,0
2018/19,E06000017,E12000004,Set quit date,Unlicensed NCP,0
2018/19,E06000017,E12000004,Set quit date,Varenicline,31
2018/19,E06000019,E12000005,Quit,Bupropion,0
2018/19,E06000019,E12000005,Quit,Licensed NCP,2
2018/19,E06000019,E12000005,Quit,Licensed NCP multiple,49
2018/19,E06000019,E12000005,Quit,Licensed NCP plus bup/var,0
2018/19,E06000019,E12000005,Quit,Med plus unlicensed NCP - conc,4
2018/19,E06000019,E12000005,Quit,Med plus unlicensed NCP - cons,0
2018/19,E06000019,E12000005,Quit,None,16
2018/19,E06000019,E12000005,Quit,Not known,0
2018/19,E06000019,E12000005,Quit,Unlicensed NCP,3
2018/19,E06000019,E12000005,Quit,Varenicline,0
2018/19,E06000019,E12000005,Set quit date,Bupropion,0
2018/19,E06000019,E12000005,Set quit date,Licensed NCP,3
2018/19,E06000019,E12000005,Set quit date,Licensed NCP multiple,116
2018/19,E06000019,E12000005,Set quit date,Licensed NCP plus bup/var,0
2018/19,E06000019,E12000005,Set quit date,Med plus unlicensed NCP - conc,4
2018/19,E06000019,E12000005,Set quit date,Med plus unlicensed NCP - cons,0
2018/19,E06000019,E12000005,Set quit date,None,42
2018/19,E06000019,E12000005,Set quit date,Not known,0
2018/19,E06000019,E12000005,Set quit date,Unlicensed NCP,3
2018/19,E06000019,E12000005,Set quit date,Varenicline,0
2018/19,E06000020,E12000005,Quit,Bupropion,0
2018/19,E06000020,E12000005,Quit,Licensed NCP,52
2018/19,E06000020,E12000005,Quit,Licensed NCP multiple,156
2018/19,E06000020,E12000005,Quit,Licensed NCP plus bup/var,16
2018/19,E06000020,E12000005,Quit,Med plus unlicensed NCP - conc,40
2018/19,E06000020,E12000005,Quit,Med plus unlicensed NCP - cons,4
2018/19,E06000020,E12000005,Quit,None,9
2018/19,E06000020,E12000005,Quit,Not known,0
2018/19,E06000020,E12000005,Quit,Unlicensed NCP,5
2018/19,E06000020,E12000005,Quit,Varenicline,257
2018/19,E06000020,E12000005,Set quit date,Bupropion,0
2018/19,E06000020,E12000005,Set quit date,Licensed NCP,139
2018/19,E06000020,E12000005,Set quit date,Licensed NCP multiple,387
2018/19,E06000020,E12000005,Set quit date,Licensed NCP plus bup/var,35
2018/19,E06000020,E12000005,Set quit date,Med plus unlicensed NCP - conc,55
2018/19,E06000020,E12000005,Set quit date,Med plus unlicensed NCP - cons,6
2018/19,E06000020,E12000005,Set quit date,None,25
2018/19,E06000020,E12000005,Set quit date,Not known,9
2018/19,E06000020,E12000005,Set quit date,Unlicensed NCP,9
2018/19,E06000020,E12000005,Set quit date,Varenicline,460
2018/19,E06000021,E12000005,Quit,Bupropion,0
2018/19,E06000021,E12000005,Quit,Licensed NCP,159
2018/19,E06000021,E12000005,Quit,Licensed NCP multiple,639
2018/19,E06000021,E12000005,Quit,Licensed NCP plus bup/var,35
2018/19,E06000021,E12000005,Quit,Med plus unlicensed NCP - conc,23
2018/19,E06000021,E12000005,Quit,Med plus unlicensed NCP - cons,1
2018/19,E06000021,E12000005,Quit,None,19
2018/19,E06000021,E12000005,Quit,Not known,215
2018/19,E06000021,E12000005,Quit,Unlicensed NCP,1
2018/19,E06000021,E12000005,Quit,Varenicline,426
2018/19,E06000021,E12000005,Set quit date,Bupropion,0
2018/19,E06000021,E12000005,Set quit date,Licensed NCP,230
2018/19,E06000021,E12000005,Set quit date,Licensed NCP multiple,982
2018/19,E06000021,E12000005,Set quit date,Licensed NCP plus bup/var,46
2018/19,E06000021,E12000005,Set quit date,Med plus unlicensed NCP - conc,26
2018/19,E06000021,E12000005,Set quit date,Med plus unlicensed NCP - cons,1
2018/19,E06000021,E12000005,Set quit date,None,27
2018/19,E06000021,E12000005,Set quit date,Not known,229
2018/19,E06000021,E12000005,Set quit date,Unlicensed NCP,2
2018/19,E06000021,E12000005,Set quit date,Varenicline,526
2018/19,E06000022,E12000009,Quit,Bupropion,2
2018/19,E06000022,E12000009,Quit,Licensed NCP,79
2018/19,E06000022,E12000009,Quit,Licensed NCP multiple,83
2018/19,E06000022,E12000009,Quit,Licensed NCP plus bup/var,6
2018/19,E06000022,E12000009,Quit,Med plus unlicensed NCP - conc,1
2018/19,E06000022,E12000009,Quit,Med plus unlicensed NCP - cons,1
2018/19,E06000022,E12000009,Quit,None,34
2018/19,E06000022,E12000009,Quit,Not known,0
2018/19,E06000022,E12000009,Quit,Unlicensed NCP,1
2018/19,E06000022,E12000009,Quit,Varenicline,160
2018/19,E06000022,E12000009,Set quit date,Bupropion,2
2018/19,E06000022,E12000009,Set quit date,Licensed NCP,104
2018/19,E06000022,E12000009,Set quit date,Licensed NCP multiple,160
2018/19,E06000022,E12000009,Set quit date,Licensed NCP plus bup/var,18
2018/19,E06000022,E12000009,Set quit date,Med plus unlicensed NCP - conc,1
2018/19,E06000022,E12000009,Set quit date,Med plus unlicensed NCP - cons,1
2018/19,E06000022,E12000009,Set quit date,None,36
2018/19,E06000022,E12000009,Set quit date,Not known,0
2018/19,E06000022,E12000009,Set quit date,Unlicensed NCP,1
2018/19,E06000022,E12000009,Set quit date,Varenicline,220
2018/19,E06000023,E12000009,Quit,Bupropion,1
2018/19,E06000023,E12000009,Quit,Licensed NCP,25
2018/19,E06000023,E12000009,Quit,Licensed NCP multiple,50
2018/19,E06000023,E12000009,Quit,Licensed NCP plus bup/var,12
2018/19,E06000023,E12000009,Quit,Med plus unlicensed NCP - conc,15
2018/19,E06000023,E12000009,Quit,Med plus unlicensed NCP - cons,0
2018/19,E06000023,E12000009,Quit,None,5
2018/19,E06000023,E12000009,Quit,Not known,0
2018/19,E06000023,E12000009,Quit,Unlicensed NCP,1
2018/19,E06000023,E12000009,Quit,Varenicline,56
2018/19,E06000023,E12000009,Set quit date,Bupropion,3
2018/19,E06000023,E12000009,Set quit date,Licensed NCP,78
2018/19,E06000023,E12000009,Set quit date,Licensed NCP multiple,168
2018/19,E06000023,E12000009,Set quit date,Licensed NCP plus bup/var,16
2018/19,E06000023,E12000009,Set quit date,Med plus unlicensed NCP - conc,22
2018/19,E06000023,E12000009,Set quit date,Med plus unlicensed NCP - cons,2
2018/19,E06000023,E12000009,Set quit date,None,27
2018/19,E06000023,E12000009,Set quit date,Not known,3
2018/19,E06000023,E12000009,Set quit date,Unlicensed NCP,13
2018/19,E06000023,E12000009,Set quit date,Varenicline,130
2018/19,E06000024,E12000009,Quit,Bupropion,2
2018/19,E06000024,E12000009,Quit,Licensed NCP,47
2018/19,E06000024,E12000009,Quit,Licensed NCP multiple,213
2018/19,E06000024,E12000009,Quit,Licensed NCP plus bup/var,17
2018/19,E06000024,E12000009,Quit,Med plus unlicensed NCP - conc,43
2018/19,E06000024,E12000009,Quit,Med plus unlicensed NCP - cons,5
2018/19,E06000024,E12000009,Quit,None,5
2018/19,E06000024,E12000009,Quit,Not known,0
2018/19,E06000024,E12000009,Quit,Unlicensed NCP,1
2018/19,E06000024,E12000009,Quit,Varenicline,313
2018/19,E06000024,E12000009,Set quit date,Bupropion,3
2018/19,E06000024,E12000009,Set quit date,Licensed NCP,118
2018/19,E06000024,E12000009,Set quit date,Licensed NCP multiple,514
2018/19,E06000024,E12000009,Set quit date,Licensed NCP plus bup/var,51
2018/19,E06000024,E12000009,Set quit date,Med plus unlicensed NCP - conc,77
2018/19,E06000024,E12000009,Set quit date,Med plus unlicensed NCP - cons,9
2018/19,E06000024,E12000009,Set quit date,None,11
2018/19,E06000024,E12000009,Set quit date,Not known,3
2018/19,E06000024,E12000009,Set quit date,Unlicensed NCP,3
2018/19,E06000024,E12000009,Set quit date,Varenicline,614
2018/19,E06000025,E12000009,Quit,Bupropion,2
2018/19,E06000025,E12000009,Quit,Licensed NCP,26
2018/19,E06000025,E12000009,Quit,Licensed NCP multiple,122
2018/19,E06000025,E12000009,Quit,Licensed NCP plus bup/var,12
