Time period,OrgCode,ParentOrgCode,QuitStatus,MonitoringCategory,Total
2018/19,E06000006,E12000002,Set quit date,Home carer,48
2018/19,E06000006,E12000002,Set quit date,Intermediate,107
2018/19,E06000006,E12000002,Set quit date,Managerial/professional,70
2018/19,E06000006,E12000002,Set quit date,Prisoner,0
2018/19,E06000006,E12000002,Set quit date,Retired,142
2018/19,E06000006,E12000002,Set quit date,Routine and manual,172
2018/19,E06000006,E12000002,Set quit date,Sick/disabled,142
2018/19,E06000006,E12000002,Set quit date,Student,10
2018/19,E06000006,E12000002,Set quit date,Unable to code,37
2018/19,E06000006,E12000002,Set quit date,Unemployed,191
2018/19,E06000007,E12000002,Quit,Home carer,49
2018/19,E06000007,E12000002,Quit,Intermediate,101
2018/19,E06000007,E12000002,Quit,Managerial/professional,93
2018/19,E06000007,E12000002,Quit,Prisoner,69
2018/19,E06000007,E12000002,Quit,Retired,158
2018/19,E06000007,E12000002,Quit,Routine and manual,211
2018/19,E06000007,E12000002,Quit,Sick/disabled,91
2018/19,E06000007,E12000002,Quit,Student,11
2018/19,E06000007,E12000002,Quit,Unable to code,46
2018/19,E06000007,E12000002,Quit,Unemployed,59
2018/19,E06000007,E12000002,Set quit date,Home carer,63
2018/19,E06000007,E12000002,Set quit date,Intermediate,130
2018/19,E06000007,E12000002,Set quit date,Managerial/professional,112
2018/19,E06000007,E12000002,Set quit date,Prisoner,98
2018/19,E06000007,E12000002,Set quit date,Retired,186
2018/19,E06000007,E12000002,Set quit date,Routine and manual,249
2018/19,E06000007,E12000002,Set quit date,Sick/disabled,123
2018/19,E06000007,E12000002,Set quit date,Student,12
2018/19,E06000007,E12000002,Set quit date,Unable to code,57
2018/19,E06000007,E12000002,Set quit date,Unemployed,73
2018/19,E06000008,E12000002,Quit,Home carer,16
2018/19,E06000008,E12000002,Quit,Intermediate,27
2018/19,E06000008,E12000002,Quit,Managerial/professional,37
2018/19,E06000008,E12000002,Quit,Prisoner,0
2018/19,E06000008,E12000002,Quit,Retired,56
2018/19,E06000008,E12000002,Quit,Routine and manual,92
2018/19,E06000008,E12000002,Quit,Sick/disabled,12
2018/19,E06000008,E12000002,Quit,Student,5
2018/19,E06000008,E12000002,Quit,Unable to code,2
2018/19,E06000008,E12000002,Quit,Unemployed,91
2018/19,E06000008,E12000002,Set quit date,Home carer,45
2018/19,E06000008,E12000002,Set quit date,Intermediate,75
2018/19,E06000008,E12000002,Set quit date,Managerial/professional,74
2018/19,E06000008,E12000002,Set quit date,Prisoner,0
2018/19,E06000008,E12000002,Set quit date,Retired,151
2018/19,E06000008,E12000002,Set quit date,Routine and manual,247
2018/19,E06000008,E12000002,Set quit date,Sick/disabled,31
2018/19,E06000008,E12000002,Set quit date,Student,18
2018/19,E06000008,E12000002,Set quit date,Unable to code,10
2018/19,E06000008,E12000002,Set quit date,Unemployed,322
2018/19,E06000009,E12000002,Quit,Home carer,7
2018/19,E06000009,E12000002,Quit,Intermediate,15
2018/19,E06000009,E12000002,Quit,Managerial/professional,14
2018/19,E06000009,E12000002,Quit,Prisoner,0
2018/19,E06000009,E12000002,Quit,Retired,36
2018/19,E06000009,E12000002,Quit,Routine and manual,22
2018/19,E06000009,E12000002,Quit,Sick/disabled,6
2018/19,E06000009,E12000002,Quit,Student,0
2018/19,E06000009,E12000002,Quit,Unable to code,0
2018/19,E06000009,E12000002,Quit,Unemployed,42
2018/19,E06000009,E12000002,Set quit date,Home carer,36
2018/19,E06000009,E12000002,Set quit date,Intermediate,91
2018/19,E06000009,E12000002,Set quit date,Managerial/professional,60
2018/19,E06000009,E12000002,Set quit date,Prisoner,0
2018/19,E06000009,E12000002,Set quit date,Retired,166
2018/19,E06000009,E12000002,Set quit date,Routine and manual,147
2018/19,E06000009,E12000002,Set quit date,Sick/disabled,42
2018/19,E06000009,E12000002,Set quit date,Student,0
2018/19,E06000009,E12000002,Set quit date,Unable to code,0
2018/19,E06000009,E12000002,Set quit date,Unemployed,311
2018/19,E06000010,E12000003,Quit,Home carer,70
2018/19,E06000010,E12000003,Quit,Intermediate,73
2018/19,E06000010,E12000003,Quit,Managerial/professional,80
2018/19,E06000010,E12000003,Quit,Prisoner,28
2018/19,E06000010,E12000003,Quit,Retired,238
2018/19,E06000010,E12000003,Quit,Routine and manual,325
2018/19,E06000010,E12000003,Quit,Sick/disabled,203
2018/19,E06000010,E12000003,Quit,Student,20
2018/19,E06000010,E12000003,Quit,Unable to code,41
2018/19,E06000010,E12000003,Quit,Unemployed,119
2018/19,E06000010,E12000003,Set quit date,Home carer,102
2018/19,E06000010,E12000003,Set quit date,Intermediate,91
2018/19,E06000010,E12000003,Set quit date,Managerial/professional,111
2018/19,E06000010,E12000003,Set quit date,Prisoner,59
2018/19,E06000010,E12000003,Set quit date,Retired,305
2018/19,E06000010,E12000003,Set quit date,Routine and manual,438
2018/19,E06000010,E12000003,Set quit date,Sick/disabled,293
2018/19,E06000010,E12000003,Set quit date,Student,29
2018/19,E06000010,E12000003,Set quit date,Unable to code,63
2018/19,E06000010,E12000003,Set quit date,Unemployed,174
2018/19,E06000011,E12000003,Quit,Home carer,33
2018/19,E06000011,E12000003,Quit,Intermediate,102
2018/19,E06000011,E12000003,Quit,Managerial/professional,113
2018/19,E06000011,E12000003,Quit,Prisoner,1
2018/19,E06000011,E12000003,Quit,Retired,224
2018/19,E06000011,E12000003,Quit,Routine and manual,208
2018/19,E06000011,E12000003,Quit,Sick/disabled,68
2018/19,E06000011,E12000003,Quit,Student,9
2018/19,E06000011,E12000003,Quit,Unable to code,0
2018/19,E06000011,E12000003,Quit,Unemployed,91
2018/19,E06000011,E12000003,Set quit date,Home carer,63
2018/19,E06000011,E12000003,Set quit date,Intermediate,160
2018/19,E06000011,E12000003,Set quit date,Managerial/professional,172
2018/19,E06000011,E12000003,Set quit date,Prisoner,2
2018/19,E06000011,E12000003,Set quit date,Retired,320
2018/19,E06000011,E12000003,Set quit date,Routine and manual,330
2018/19,E06000011,E12000003,Set quit date,Sick/disabled,135
2018/19,E06000011,E12000003,Set quit date,Student,23
2018/19,E06000011,E12000003,Set quit date,Unable to code,0
2018/19,E06000011,E12000003,Set quit date,Unemployed,205
2018/19,E06000012,E12000003,Quit,Home carer,37
2018/19,E06000012,E12000003,Quit,Intermediate,14
2018/19,E06000012,E12000003,Quit,Managerial/professional,47
2018/19,E06000012,E12000003,Quit,Prisoner,0
2018/19,E06000012,E12000003,Quit,Retired,81
2018/19,E06000012,E12000003,Quit,Routine and manual,167
2018/19,E06000012,E12000003,Quit,Sick/disabled,35
2018/19,E06000012,E12000003,Quit,Student,12
2018/19,E06000012,E12000003,Quit,Unable to code,5
2018/19,E06000012,E12000003,Quit,Unemployed,24
2018/19,E06000012,E12000003,Set quit date,Home carer,84
2018/19,E06000012,E12000003,Set quit date,Intermediate,31
2018/19,E06000012,E12000003,Set quit date,Managerial/professional,82
2018/19,E06000012,E12000003,Set quit date,Prisoner,0
2018/19,E06000012,E12000003,Set quit date,Retired,116
2018/19,E06000012,E12000003,Set quit date,Routine and manual,275
2018/19,E06000012,E12000003,Set quit date,Sick/disabled,88
2018/19,E06000012,E12000003,Set quit date,Student,18
2018/19,E06000012,E12000003,Set quit date,Unable to code,12
2018/19,E06000012,E12000003,Set quit date,Unemployed,71
2018/19,E06000013,E12000003,Quit,Home carer,0
2018/19,E06000013,E12000003,Quit,Intermediate,0
2018/19,E06000013,E12000003,Quit,Managerial/professional,0
2018/19,E06000013,E12000003,Quit,Prisoner,0
2018/19,E06000013,E12000003,Quit,Retired,0
2018/19,E06000013,E12000003,Quit,Routine and manual,0
2018/19,E06000013,E12000003,Quit,Sick/disabled,0
2018/19,E06000013,E12000003,Quit,Student,0
2018/19,E06000013,E12000003,Quit,Unable to code,138
2018/19,E06000013,E12000003,Quit,Unemployed,0
2018/19,E06000013,E12000003,Set quit date,Home carer,0
2018/19,E06000013,E12000003,Set quit date,Intermediate,0
2018/19,E06000013,E12000003,Set quit date,Managerial/professional,0
2018/19,E06000013,E12000003,Set quit date,Prisoner,0
2018/19,E06000013,E12000003,Set quit date,Retired,0
2018/19,E06000013,E12000003,Set quit date,Routine and manual,0
2018/19,E06000013,E12000003,Set quit date,Sick/disabled,0
2018/19,E06000013,E12000003,Set quit date,Student,0
2018/19,E06000013,E12000003,Set quit date,Unable to code,294
2018/19,E06000013,E12000003,Set quit date,Unemployed,0
2018/19,E06000015,E12000004,Quit,Home carer,81
2018/19,E06000015,E12000004,Quit,Intermediate,212
2018/19,E06000015,E12000004,Quit,Managerial/professional,131
2018/19,E06000015,E12000004,Quit,Prisoner,0
2018/19,E06000015,E12000004,Quit,Retired,62
2018/19,E06000015,E12000004,Quit,Routine and manual,299
2018/19,E06000015,E12000004,Quit,Sick/disabled,151
2018/19,E06000015,E12000004,Quit,Student,62
2018/19,E06000015,E12000004,Quit,Unable to code,14
2018/19,E06000015,E12000004,Quit,Unemployed,188
2018/19,E06000015,E12000004,Set quit date,Home carer,133
2018/19,E06000015,E12000004,Set quit date,Intermediate,297
2018/19,E06000015,E12000004,Set quit date,Managerial/professional,176
2018/19,E06000015,E12000004,Set quit date,Prisoner,1
2018/19,E06000015,E12000004,Set quit date,Retired,93
2018/19,E06000015,E12000004,Set quit date,Routine and manual,462
2018/19,E06000015,E12000004,Set quit date,Sick/disabled,231
2018/19,E06000015,E12000004,Set quit date,Student,105
2018/19,E06000015,E12000004,Set quit date,Unable to code,35
2018/19,E06000015,E12000004,Set quit date,Unemployed,278
2018/19,E06000016,E12000004,Quit,Home carer,109
2018/19,E06000016,E12000004,Quit,Intermediate,120
2018/19,E06000016,E12000004,Quit,Managerial/professional,167
2018/19,E06000016,E12000004,Quit,Prisoner,0
2018/19,E06000016,E12000004,Quit,Retired,155
2018/19,E06000016,E12000004,Quit,Routine and manual,436
2018/19,E06000016,E12000004,Quit,Sick/disabled,151
2018/19,E06000016,E12000004,Quit,Student,34
2018/19,E06000016,E12000004,Quit,Unable to code,0
2018/19,E06000016,E12000004,Quit,Unemployed,159
2018/19,E06000016,E12000004,Set quit date,Home carer,182
2018/19,E06000016,E12000004,Set quit date,Intermediate,199
2018/19,E06000016,E12000004,Set quit date,Managerial/professional,269
2018/19,E06000016,E12000004,Set quit date,Prisoner,0
2018/19,E06000016,E12000004,Set quit date,Retired,259
2018/19,E06000016,E12000004,Set quit date,Routine and manual,756
2018/19,E06000016,E12000004,Set quit date,Sick/disabled,306
2018/19,E06000016,E12000004,Set quit date,Student,64
2018/19,E06000016,E12000004,Set quit date,Unable to code,0
2018/19,E06000016,E12000004,Set quit date,Unemployed,379
2018/19,E06000017,E12000004,Quit,Home carer,2
2018/19,E06000017,E12000004,Quit,Intermediate,15
2018/19,E06000017,E12000004,Quit,Managerial/professional,5
2018/19,E06000017,E12000004,Quit,Prisoner,0
2018/19,E06000017,E12000004,Quit,Retired,17
2018/19,E06000017,E12000004,Quit,Routine and manual,17
2018/19,E06000017,E12000004,Quit,Sick/disabled,5
2018/19,E06000017,E12000004,Quit,Student,1
2018/19,E06000017,E12000004,Quit,Unable to code,1
2018/19,E06000017,E12000004,Quit,Unemployed,1
2018/19,E06000017,E12000004,Set quit date,Home carer,5
2018/19,E06000017,E12000004,Set quit date,Intermediate,17
2018/19,E06000017,E12000004,Set quit date,Managerial/professional,6
2018/19,E06000017,E12000004,Set quit date,Prisoner,0
2018/19,E06000017,E12000004,Set quit date,Retired,19
2018/19,E06000017,E12000004,Set quit date,Routine and manual,19
2018/19,E06000017,E12000004,Set quit date,Sick/disabled,11
2018/19,E06000017,E12000004,Set quit date,Student,1
2018/19,E06000017,E12000004,Set quit date,Unable to code,1
2018/19,E06000017,E12000004,Set quit date,Unemployed,1
2018/19,E06000019,E12000005,Quit,Home carer,5
2018/19,E06000019,E12000005,Quit,Intermediate,2
2018/19,E06000019,E12000005,Quit,Managerial/professional,5
2018/19,E06000019,E12000005,Quit,Prisoner,0
2018/19,E06000019,E12000005,Quit,Retired,13
2018/19,E06000019,E12000005,Quit,Routine and manual,17
2018/19,E06000019,E12000005,Quit,Sick/disabled,8
2018/19,E06000019,E12000005,Quit,Student,0
2018/19,E06000019,E12000005,Quit,Unable to code,19
2018/19,E06000019,E12000005,Quit,Unemployed,5
2018/19,E06000019,E12000005,Set quit date,Home carer,13
2018/19,E06000019,E12000005,Set quit date,Intermediate,6
2018/19,E06000019,E12000005,Set quit date,Managerial/professional,8
2018/19,E06000019,E12000005,Set quit date,Prisoner,0
2018/19,E06000019,E12000005,Set quit date,Retired,24
2018/19,E06000019,E12000005,Set quit date,Routine and manual,37
2018/19,E06000019,E12000005,Set quit date,Sick/disabled,17
2018/19,E06000019,E12000005,Set quit date,Student,2
2018/19,E06000019,E12000005,Set quit date,Unable to code,36
2018/19,E06000019,E12000005,Set quit date,Unemployed,25
2018/19,E06000020,E12000005,Quit,Home carer,26
2018/19,E06000020,E12000005,Quit,Intermediate,29
2018/19,E06000020,E12000005,Quit,Managerial/professional,59
2018/19,E06000020,E12000005,Quit,Prisoner,0
2018/19,E06000020,E12000005,Quit,Retired,93
2018/19,E06000020,E12000005,Quit,Routine and manual,192
2018/19,E06000020,E12000005,Quit,Sick/disabled,52
2018/19,E06000020,E12000005,Quit,Student,4
2018/19,E06000020,E12000005,Quit,Unable to code,0
2018/19,E06000020,E12000005,Quit,Unemployed,84
2018/19,E06000020,E12000005,Set quit date,Home carer,94
2018/19,E06000020,E12000005,Set quit date,Intermediate,50
2018/19,E06000020,E12000005,Set quit date,Managerial/professional,96
2018/19,E06000020,E12000005,Set quit date,Prisoner,0
2018/19,E06000020,E12000005,Set quit date,Retired,153
2018/19,E06000020,E12000005,Set quit date,Routine and manual,399
2018/19,E06000020,E12000005,Set quit date,Sick/disabled,109
2018/19,E06000020,E12000005,Set quit date,Student,23
2018/19,E06000020,E12000005,Set quit date,Unable to code,0
2018/19,E06000020,E12000005,Set quit date,Unemployed,201
2018/19,E06000021,E12000005,Quit,Home carer,10
2018/19,E06000021,E12000005,Quit,Intermediate,71
2018/19,E06000021,E12000005,Quit,Managerial/professional,36
2018/19,E06000021,E12000005,Quit,Prisoner,0
2018/19,E06000021,E12000005,Quit,Retired,266
2018/19,E06000021,E12000005,Quit,Routine and manual,622
2018/19,E06000021,E12000005,Quit,Sick/disabled,82
2018/19,E06000021,E12000005,Quit,Student,110
2018/19,E06000021,E12000005,Quit,Unable to code,5
2018/19,E06000021,E12000005,Quit,Unemployed,316
2018/19,E06000021,E12000005,Set quit date,Home carer,26
2018/19,E06000021,E12000005,Set quit date,Intermediate,127
2018/19,E06000021,E12000005,Set quit date,Managerial/professional,67
2018/19,E06000021,E12000005,Set quit date,Prisoner,0
2018/19,E06000021,E12000005,Set quit date,Retired,308
2018/19,E06000021,E12000005,Set quit date,Routine and manual,758
2018/19,E06000021,E12000005,Set quit date,Sick/disabled,122
2018/19,E06000021,E12000005,Set quit date,Student,178
2018/19,E06000021,E12000005,Set quit date,Unable to code,5
2018/19,E06000021,E12000005,Set quit date,Unemployed,478
2018/19,E06000022,E12000009,Quit,Home carer,14
2018/19,E06000022,E12000009,Quit,Intermediate,49
2018/19,E06000022,E12000009,Quit,Managerial/professional,25
2018/19,E06000022,E12000009,Quit,Prisoner,0
2018/19,E06000022,E12000009,Quit,Retired,55
2018/19,E06000022,E12000009,Quit,Routine and manual,89
2018/19,E06000022,E12000009,Quit,Sick/disabled,23
2018/19,E06000022,E12000009,Quit,Student,6
2018/19,E06000022,E12000009,Quit,Unable to code,91
2018/19,E06000022,E12000009,Quit,Unemployed,15
2018/19,E06000022,E12000009,Set quit date,Home carer,24
2018/19,E06000022,E12000009,Set quit date,Intermediate,75
2018/19,E06000022,E12000009,Set quit date,Managerial/professional,33
2018/19,E06000022,E12000009,Set quit date,Prisoner,0
2018/19,E06000022,E12000009,Set quit date,Retired,88
2018/19,E06000022,E12000009,Set quit date,Routine and manual,126
2018/19,E06000022,E12000009,Set quit date,Sick/disabled,36
2018/19,E06000022,E12000009,Set quit date,Student,10
2018/19,E06000022,E12000009,Set quit date,Unable to code,120
2018/19,E06000022,E12000009,Set quit date,Unemployed,31
2018/19,E06000023,E12000009,Quit,Home carer,7
2018/19,E06000023,E12000009,Quit,Intermediate,10
2018/19,E06000023,E12000009,Quit,Managerial/professional,13
2018/19,E06000023,E12000009,Quit,Prisoner,0
2018/19,E06000023,E12000009,Quit,Retired,25
2018/19,E06000023,E12000009,Quit,Routine and manual,39
2018/19,E06000023,E12000009,Quit,Sick/disabled,19
2018/19,E06000023,E12000009,Quit,Student,6
2018/19,E06000023,E12000009,Quit,Unable to code,24
2018/19,E06000023,E12000009,Quit,Unemployed,22
2018/19,E06000023,E12000009,Set quit date,Home carer,19
2018/19,E06000023,E12000009,Set quit date,Intermediate,18
2018/19,E06000023,E12000009,Set quit date,Managerial/professional,40
2018/19,E06000023,E12000009,Set quit date,Prisoner,0
2018/19,E06000023,E12000009,Set quit date,Retired,59
2018/19,E06000023,E12000009,Set quit date,Routine and manual,97
2018/19,E06000023,E12000009,Set quit date,Sick/disabled,58
2018/19,E06000023,E12000009,Set quit date,Student,11
2018/19,E06000023,E12000009,Set quit date,Unable to code,84
2018/19,E06000023,E12000009,Set quit date,Unemployed,76
2018/19,E06000024,E12000009,Quit,Home carer,27
2018/19,E06000024,E12000009,Quit,Intermediate,68
2018/19,E06000024,E12000009,Quit,Managerial/professional,82
2018/19,E06000024,E12000009,Quit,Prisoner,0
2018/19,E06000024,E12000009,Quit,Retired,96
2018/19,E06000024,E12000009,Quit,Routine and manual,207
2018/19,E06000024,E12000009,Quit,Sick/disabled,88
2018/19,E06000024,E12000009,Quit,Student,8
2018/19,E06000024,E12000009,Quit,Unable to code,29
2018/19,E06000024,E12000009,Quit,Unemployed,41
2018/19,E06000024,E12000009,Set quit date,Home carer,57
2018/19,E06000024,E12000009,Set quit date,Intermediate,154
2018/19,E06000024,E12000009,Set quit date,Managerial/professional,158
2018/19,E06000024,E12000009,Set quit date,Prisoner,0
2018/19,E06000024,E12000009,Set quit date,Retired,192
2018/19,E06000024,E12000009,Set quit date,Routine and manual,414
2018/19,E06000024,E12000009,Set quit date,Sick/disabled,200
2018/19,E06000024,E12000009,Set quit date,Student,27
2018/19,E06000024,E12000009,Set quit date,Unable to code,77
2018/19,E06000024,E12000009,Set quit date,Unemployed,124
2018/19,E06000025,E12000009,Quit,Home carer,17
2018/19,E06000025,E12000009,Quit,Intermediate,33
2018/19,E06000025,E12000009,Quit,Managerial/professional,49
2018/19,E06000025,E12000009,Quit,Prisoner,0
2018/19,E06000025,E12000009,Quit,Retired,47
2018/19,E06000025,E12000009,Quit,Routine and manual,87
2018/19,E06000025,E12000009,Quit,Sick/disabled,12
2018/19,E06000025,E12000009,Quit,Student,5
2018/19,E06000025,E12000009,Quit,Unable to code,86
2018/19,E06000025,E12000009,Quit,Unemployed,10
2018/19,E06000025,E12000009,Set quit date,Home carer,53
2018/19,E06000025,E12000009,Set quit date,Intermediate,81
2018/19,E06000025,E12000009,Set quit date,Managerial/professional,119
2018/19,E06000025,E12000009,Set quit date,Prisoner,0
2018/19,E06000025,E12000009,Set quit date,Retired,123
2018/19,E06000025,E12000009,Set quit date,Routine and manual,266
2018/19,E06000025,E12000009,Set quit date,Sick/disabled,62
2018/19,E06000025,E12000009,Set quit date,Student,24
2018/19,E06000025,E12000009,Set quit date,Unable to code,355
2018/19,E06000025,E12000009,Set quit date,Unemployed,23
2018/19,E06000026,E12000009,Quit,Home carer,27
2018/19,E06000026,E12000009,Quit,Intermediate,19
2018/19,E06000026,E12000009,Quit,Managerial/professional,24
2018/19,E06000026,E12000009,Quit,Prisoner,0
2018/19,E06000026,E12000009,Quit,Retired,92
2018/19,E06000026,E12000009,Quit,Routine and manual,182
2018/19,E06000026,E12000009,Quit,Sick/disabled,9
2018/19,E06000026,E12000009,Quit,Student,4
2018/19,E06000026,E12000009,Quit,Unable to code,222
2018/19,E06000026,E12000009,Quit,Unemployed,62
2018/19,E06000026,E12000009,Set quit date,Home carer,60
2018/19,E06000026,E12000009,Set quit date,Intermediate,29
2018/19,E06000026,E12000009,Set quit date,Managerial/professional,51
2018/19,E06000026,E12000009,Set quit date,Prisoner,0
2018/19,E06000026,E12000009,Set quit date,Retired,178
2018/19,E06000026,E12000009,Set quit date,Routine and manual,421
2018/19,E06000026,E12000009,Set quit date,Sick/disabled,37
2018/19,E06000026,E12000009,Set quit date,Student,15
2018/19,E06000026,E12000009,Set quit date,Unable to code,506
2018/19,E06000026,E12000009,Set quit date,Unemployed,209
2018/19,E06000027,E12000009,Quit,Home carer,12
2018/19,E06000027,E12000009,Quit,Intermediate,22
2018/19,E06000027,E12000009,Quit,Managerial/professional,17
2018/19,E06000027,E12000009,Quit,Prisoner,0
2018/19,E06000027,E12000009,Quit,Retired,36
2018/19,E06000027,E12000009,Quit,Routine and manual,44
2018/19,E06000027,E12000009,Quit,Sick/disabled,22
2018/19,E06000027,E12000009,Quit,Student,0
2018/19,E06000027,E12000009,Quit,Unable to code,129
2018/19,E06000027,E12000009,Quit,Unemployed,18
2018/19,E06000027,E12000009,Set quit date,Home carer,25
2018/19,E06000027,E12000009,Set quit date,Intermediate,37
2018/19,E06000027,E12000009,Set quit date,Managerial/professional,27
2018/19,E06000027,E12000009,Set quit date,Prisoner,0
2018/19,E06000027,E12000009,Set quit date,Retired,80
2018/19,E06000027,E12000009,Set quit date,Routine and manual,95
2018/19,E06000027,E12000009,Set quit date,Sick/disabled,44
2018/19,E06000027,E12000009,Set quit date,Student,1
2018/19,E06000027,E12000009,Set quit date,Unable to code,223
